% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5 +4.169259930e+01 +4.169259930e+01 +1.408625993e+02 +1.408625993e+02 +1.8204e-01 +2.9285e+00 -3.7989e-01 -1.0257e+00 +4.2282e-01 +1.7277e+00 -8.9672e-01 +1.7782e+00 +1.5031e+00 +3.4249e+00 +3.4061e+00 -2.6745e+00 -4.3472e+00 +2.6341e+00 -1.9997e+00 -2.9664e+00 -1.0417e+00 -1.2040e+00 -3.9023e-01 -3.4905e+00
77 +3.810318010e+01 +3.810318010e+01 +1.372731801e+02 +1.372731801e+02 +4.3805e+00 +3.8797e+00 -1.2100e+00 -3.5353e+00 -2.5849e-01 +6.3646e-01 -1.8970e+00 +1.3816e+00 -1.8345e+00 -1.4012e+00 -3.8503e+00 +4.2059e+00 +2.5187e+00 -3.6627e+00 -1.0248e+00 -1.0857e+00 +7.7119e-01 +4.7173e+00 +2.3736e+00 -4.4607e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.178878345e+02 +1.178878345e+02 -4.000221655e+02 -4.000221655e+02 +3.1310e+00 +9.1806e-01 +3.5883e+00 -1.6403e+00 -2.6293e+00 +1.3287e+00 -4.3849e+00 +1.3752e+00 -2.5759e+00 -1.5507e+00 -9.7982e-01 -4.9067e+00 +1.5272e+00 -4.5679e+00 -9.3248e-02 +1.1568e+00 -4.0696e+00 -2.0191e+00 -3.4966e+00 -3.1588e-01
2 +8.907724305e+01 +8.907724305e+01 -4.288327569e+02 -4.288327569e+02 +6.1008e-02 -1.9923e-01 +4.4190e-01 +4.1131e-01 +2.4141e+00 -1.7876e+00 +4.7562e+00 -3.4413e-01 -2.3931e+00 +3.4784e+00 -1.4309e+00 +1.1709e+00 -4.8366e+00 -4.1865e+00 +2.4150e+00 +4.9910e+00 +2.9674e+00 -7.1852e-01 -1.2979e+00 +7.6379e-01
3 +5.583585670e+01 +5.583585670e+01 -4.620741433e+02 -4.620741433e+02 -4.0480e+00 +5.6002e-01 -2.9758e+00 +2.3400e+00 +4.1983e+00 +2.2558e+00 -3.3333e+00 +2.7233e+00 -3.1715e-01 +5.1033e-01 +1.0061e+00 -1.0856e+00 +9.1928e-01 -3.1918e+00 +5.2411e-01 +3.3287e+00 +1.8390e+00 +1.3472e-01 -9.2052e-01 +1.7381e+00
64 +3.905573739e+01 +3.905573739e+01 -4.788542626e+02 -4.788542626e+02 +3.8270e+00 +3.0552e-01 -4.7195e+00 +2.6015e+00 -1.4174e+00 -4.8822e+00 -4.8417e+00 +3.5239e+00 +3.5398e+00 +5.0662e-01 +3.1922e+00 +4.7771e+00 -2.5943e+00 -1.2118e+00 +3.0744e+00 -3.7742e+00 +4.3413e+00 -2.7633e+00 -1.7029e+00 +1.1514e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.196330788e+02 +1.196330788e+02 +6.242307881e+01 +6.242307881e+01 +2.2612e+00 -1.0673e+00 -7.5029e-01 +5.7569e-01 -1.7628e+00 +2.5603e+00 -2.7981e+00 +3.2054e+00 -3.1056e+00 -3.4711e+00 +3.0790e+00 +3.7848e-01 +3.8360e+00 -1.1182e+00 +4.3273e+00 -2.7457e+00 -4.7135e+00 -3.2914e+00 -2.1271e+00 +1.2089e+00
3 +6.540716578e+01 +6.540716578e+01 +8.197165776e+00 +8.197165776e+00 +3.5262e+00 +3.0179e+00 +6.2056e-01 +7.0067e-01 -1.4072e+00 +1.4807e+00 +1.7252e+00 -4.0182e+00 -3.0012e+00 -1.3911e+00 -1.9986e+00 +1.6365e+00 +8.8536e-02 -2.0988e+00 -2.8619e+00 +4.6774e+00 -7.7952e-01 +2.2281e-01 -1.7333e+00 +7.9635e-01
4 +6.110527863e+01 +6.110527863e+01 +3.895278628e+00 +3.895278628e+00 +3.4874e+00 -4.4224e-01 -4.6963e+00 -3.6000e+00 +2.1452e+00 -3.5443e+00 -2.5022e+00 -1.1956e+00 +4.6395e+00 -3.6516e+00 +3.7600e+00 -4.5473e+00 -1.7165e+00 +4.2527e+00 -4.1135e+00 +8.6344e-01 +3.8869e+00 -4.4145e-01 +3.4185e+00 -2.1027e-01
68 +3.653200790e+01 +3.653200790e+01 -2.067799210e+01 -2.067799210e+01 -1.1568e+00 +4.4238e+00 -4.9336e+00 -4.5382e+00 +9.2429e-01 +2.3966e+00 +3.4027e+00 +4.2372e-01 +1.4283e+00 -3.3643e+00 +4.7503e+00 +2.3877e-01 -4.1457e+00 +4.9380e+00 -4.6632e+00 -3.5629e+00 +1.6511e+00 -4.6149e+00 -6.5830e-01 -2.4629e+00
% function evaluation | noise-free fitness - Fopt (6.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.864424175e+01 +8.864424175e+01 +9.541424175e+01 +9.541424175e+01 -2.3468e+00 -1.6127e+00 -1.0874e+00 -4.6546e+00 +1.0466e+00 +9.9603e-01 +2.3190e-01 -2.8108e+00 +4.6934e+00 -2.7132e+00 -5.1120e-01 +7.2354e-01 +1.2559e-01 -1.0635e+00 -3.7118e+00 -3.0012e+00 -1.1420e+00 +2.3584e+00 +3.1217e+00 -1.2312e-01
5 +5.560288986e+01 +5.560288986e+01 +6.237288986e+01 +6.237288986e+01 -2.3738e+00 +1.0358e+00 -2.0729e-01 +3.7760e+00 -4.3676e+00 -1.4745e+00 -1.3432e+00 +1.8487e+00 -3.8743e+00 +2.3484e+00 -1.2897e-02 -4.2054e+00 +1.7265e+00 -2.5991e+00 -1.9966e+00 -2.5356e+00 -2.9823e+00 +3.0718e+00 -3.6775e+00 +4.2501e+00
26 +3.549885926e+01 +3.549885926e+01 +4.226885926e+01 +4.226885926e+01 +4.4140e+00 -1.4894e-01 -2.6446e+00 -5.9357e-01 +9.2713e-01 +3.2725e+00 +8.2851e-01 -1.1489e+00 -1.8450e+00 -1.1081e+00 -8.6115e-01 -3.0457e+00 +4.9777e+00 -1.9633e+00 +4.6630e+00 -9.9413e-01 +4.3402e+00 +3.3003e+00 -2.5720e+00 -2.9466e+00
% function evaluation | noise-free fitness - Fopt (-1.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.037740817e+01 +9.037740817e+01 +7.959740817e+01 +7.959740817e+01 -1.2856e+00 +2.0063e+00 +4.7444e+00 -1.3267e+00 +1.6530e+00 +3.6670e+00 +4.6098e+00 -2.5513e+00 -1.0874e+00 -2.2446e+00 +3.6599e+00 -4.0862e+00 -3.3543e+00 -3.6580e+00 +1.2324e+00 -6.7308e-01 -3.9818e+00 +2.3112e+00 -3.4105e+00 -1.2027e+00
5 +5.676802233e+01 +5.676802233e+01 +4.598802233e+01 +4.598802233e+01 +2.1439e+00 +1.1281e+00 +6.6956e-01 +3.0288e-01 +1.9490e+00 -2.6205e+00 -3.9383e+00 -1.9647e+00 +2.8358e+00 +4.4919e+00 -1.2928e+00 -9.6338e-01 -1.4345e+00 +2.1066e+00 -4.8205e+00 -3.4787e+00 +9.1162e-01 +1.4089e+00 +1.9867e+00 -4.8665e-01
73 +3.637912935e+01 +3.637912935e+01 +2.559912935e+01 +2.559912935e+01 -2.3079e+00 +3.2296e+00 -3.0091e-01 +4.2510e+00 -3.7799e+00 -4.1542e+00 +1.2274e+00 -8.1176e-01 +4.9415e+00 -4.7313e+00 +3.0606e-02 +3.5963e+00 +3.8195e+00 +1.8915e+00 -1.9726e+00 +1.1648e+00 +1.1681e+00 -4.9396e+00 +4.7522e+00 -4.1948e+00
118 +1.714430734e+01 +1.714430734e+01 +6.364307339e+00 +6.364307339e+00 -9.8669e-01 -2.1721e+00 +4.7751e+00 -4.5081e+00 +3.5828e+00 -5.4958e-01 -3.3628e+00 -2.5642e+00 +2.2842e+00 +2.3603e+00 -2.2851e+00 -2.0551e-01 +2.6341e+00 +2.5159e+00 +1.0952e+00 +4.7683e+00 +2.5925e+00 -7.4928e-01 +2.4384e+00 -1.7151e-01
% function evaluation | noise-free fitness - Fopt (-1.645900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.944248568e+01 +6.944248568e+01 -9.514751432e+01 -9.514751432e+01 +3.8212e+00 -2.1115e+00 -1.2877e+00 +1.3019e+00 -2.4037e+00 -4.3409e-02 +3.3893e+00 -3.9099e+00 +1.7621e+00 -1.1691e+00 -3.5024e+00 -1.0418e+00 -8.5789e-01 +4.6975e+00 +4.6801e+00 -4.3742e+00 +2.6016e+00 -2.5120e+00 -1.0378e-01 +1.3462e-01
3 +3.315511971e+01 +3.315511971e+01 -1.314348803e+02 -1.314348803e+02 +3.4491e+00 -7.1245e-01 +2.7211e+00 +3.9892e+00 +5.9554e-01 -1.6594e+00 -2.0838e-01 +2.4308e+00 -3.3196e+00 +4.7663e+00 -7.2392e-01 +2.9966e+00 -1.6232e+00 -2.1338e+00 -1.2270e+00 -1.9970e+00 -1.7665e+00 +2.4804e+00 -1.8023e-02 +1.7839e+00
% function evaluation | noise-free fitness - Fopt (-1.429800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.774328171e+01 +8.774328171e+01 -5.523671829e+01 -5.523671829e+01 +2.5349e+00 +4.5456e+00 +4.4808e+00 -1.2222e+00 -7.3609e-01 +3.5957e+00 +3.3669e+00 -3.1273e+00 -4.4664e+00 -6.9344e-01 -2.1095e-01 +1.1365e+00 +2.1220e+00 -3.3268e+00 -3.2470e-01 +3.5164e+00 +2.9484e+00 -4.8923e+00 +1.2712e+00 -1.8974e+00
8 +5.650397017e+01 +5.650397017e+01 -8.647602983e+01 -8.647602983e+01 +2.8311e+00 -1.9495e+00 +3.7297e+00 +4.2580e+00 -4.2904e+00 +1.3899e+00 +1.0249e+00 -1.7426e+00 +7.8911e-01 -4.6772e+00 +1.8270e+00 +1.8059e+00 +2.1485e+00 +1.1037e-01 +2.9624e+00 +1.7460e+00 -3.3832e+00 +3.7913e+00 -3.7453e+00 +3.5976e+00
94 +3.869655261e+01 +3.869655261e+01 -1.042834474e+02 -1.042834474e+02 +4.1203e+00 -1.6194e+00 +7.7453e-01 +3.3192e+00 -2.2470e+00 +2.8434e+00 +2.4993e-01 -4.6910e+00 +1.1509e+00 +2.4440e+00 +4.2341e+00 +4.9197e+00 +4.1064e+00 -3.2612e+00 +1.0976e+00 -5.2472e-01 -4.3414e+00 -1.2483e+00 -2.6998e+00 +1.8146e-01
% function evaluation | noise-free fitness - Fopt (2.468600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.620163670e+01 +8.620163670e+01 +3.330616367e+02 +3.330616367e+02 +3.8295e-01 -1.2539e+00 -5.8564e-01 -8.5268e-01 -1.2901e+00 +2.1345e+00 +4.6650e+00 -1.3302e-01 -2.4463e+00 -1.7999e+00 -2.5259e+00 +3.1079e-01 +2.5368e+00 +4.8667e+00 -3.8195e+00 -2.5607e+00 +2.5285e+00 +3.8179e-02 +4.0855e+00 -2.2492e+00
5 +5.850248316e+01 +5.850248316e+01 +3.053624832e+02 +3.053624832e+02 -2.0292e+00 -1.1697e+00 -3.7807e+00 -3.9556e+00 -2.8224e+00 +4.1464e+00 +1.5044e+00 +4.9815e+00 +7.1238e-01 +1.6012e+00 +8.3253e-01 +3.6451e+00 +1.5620e+00 -1.6697e+00 +3.0319e+00 +3.9381e+00 +4.3094e+00 -1.3698e+00 +7.3646e-01 -1.2522e+00
146 +3.952735213e+01 +3.952735213e+01 +2.863873521e+02 +2.863873521e+02 -1.0519e+00 -5.5419e-01 -5.9690e-01 -6.7355e-02 -3.9403e+00 +4.8187e+00 -1.4499e+00 -2.4151e+00 +2.6271e+00 +3.6545e+00 -4.0602e+00 +8.3491e-01 -4.7243e+00 +4.2219e+00 -4.6335e-01 -2.6310e+00 +3.6617e+00 -3.1082e+00 -3.0119e+00 +2.0580e+00
% function evaluation | noise-free fitness - Fopt (1.392300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.427451129e+01 +7.427451129e+01 +2.135045113e+02 +2.135045113e+02 +2.3236e+00 -4.9452e+00 +4.4647e-01 -4.0985e+00 +2.2396e+00 -3.5848e+00 -2.3897e-01 +4.9226e+00 +4.5681e+00 -2.3388e+00 -3.9574e+00 -4.0775e+00 -2.2089e+00 +3.6942e+00 +3.9263e+00 +3.4269e+00 +1.1750e+00 -2.4093e+00 -1.8829e+00 -4.9621e+00
4 +5.280082721e+01 +5.280082721e+01 +1.920308272e+02 +1.920308272e+02 -2.1258e+00 +4.4505e+00 +3.1186e+00 +1.1797e+00 -4.4268e+00 +3.7535e+00 -2.8103e+00 -3.9039e+00 -4.8285e+00 +4.1860e+00 -2.4957e+00 +7.5573e-01 -2.4188e+00 +5.0557e-01 +1.0357e+00 +4.3418e+00 +4.3383e+00 -7.1973e-01 -3.6134e+00 -4.8848e+00
84 +3.733759065e+01 +3.733759065e+01 +1.765675906e+02 +1.765675906e+02 -2.7030e+00 +4.9018e+00 +2.7814e+00 +3.5516e+00 +1.1203e+00 -3.4852e+00 +1.7132e+00 -2.5646e+00 -4.2471e-01 -1.4192e+00 -1.1368e-01 +3.2084e+00 +1.9937e-01 +6.1851e-01 +2.8956e+00 +4.8313e+00 -4.0341e+00 +1.4015e+00 -1.7143e+00 -2.8085e+00
% function evaluation | noise-free fitness - Fopt (-1.838000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.748430509e+01 +8.748430509e+01 +6.910430509e+01 +6.910430509e+01 -5.5205e-01 -3.5922e+00 -1.1543e+00 -4.5556e+00 -1.6947e+00 +4.0704e+00 -1.3679e+00 -1.0129e-01 +2.7265e-02 +4.5955e+00 +2.4955e+00 +1.3795e+00 -4.4916e+00 -1.7819e+00 +3.2307e+00 -3.7190e+00 -2.4932e+00 -2.8171e+00 -3.3003e+00 -3.8888e+00
4 +5.540724203e+01 +5.540724203e+01 +3.702724203e+01 +3.702724203e+01 +3.6627e+00 +3.8987e+00 +4.3085e+00 +4.0031e+00 +2.8139e+00 +1.4645e+00 +1.2377e+00 -1.9656e+00 +6.9657e-03 -1.2773e+00 -6.3447e-01 -4.3452e+00 -1.7338e+00 -1.8277e+00 -4.7721e+00 +4.7950e+00 -5.0888e-01 -1.5055e+00 +1.1185e+00 +4.7332e+00
149 +3.956691506e+01 +3.956691506e+01 +2.118691506e+01 +2.118691506e+01 -2.2856e+00 -2.9371e+00 +2.8108e+00 +1.1990e+00 -2.8493e-01 +1.9953e+00 -2.7587e+00 +2.2418e+00 +1.4449e+00 +4.4233e+00 +2.2519e+00 +2.8613e+00 -2.7167e+00 -4.4192e+00 +1.1591e+00 +8.7563e-02 +7.3914e-01 -1.1582e+00 -4.9149e+00 -4.9984e+00
% function evaluation | noise-free fitness - Fopt (-3.928400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.428043772e+01 +5.428043772e+01 -3.385595623e+02 -3.385595623e+02 +2.6489e+00 -1.2120e-01 -4.1956e+00 -1.9669e+00 +3.3834e+00 +1.8533e+00 +2.2279e+00 +3.0308e+00 -7.7334e-01 +2.0769e-02 -4.4680e+00 +3.4860e+00 -1.5682e+00 -4.8527e+00 -2.0036e+00 +3.3984e+00 +4.3758e+00 +2.7617e+00 -4.0210e+00 +1.9480e+00
21 +3.429516222e+01 +3.429516222e+01 -3.585448378e+02 -3.585448378e+02 +1.1819e-01 +2.5488e+00 +9.5002e-01 +1.5606e+00 -6.4613e-01 +4.7121e+00 +2.6937e+00 -3.4823e+00 +1.3921e+00 +1.6577e+00 -1.0466e+00 -3.1584e+00 +2.4204e+00 +2.1296e+00 -2.1018e+00 -4.0325e+00 -4.8782e+00 +2.3536e-01 +1.9597e+00 -4.8678e+00
% function evaluation | noise-free fitness - Fopt (2.292200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.573147075e+01 +8.573147075e+01 +3.149514707e+02 +3.149514707e+02 -8.8026e-01 +2.3223e+00 -1.9996e+00 -2.3142e+00 +4.2446e+00 +2.2522e+00 +3.8844e+00 -4.9875e+00 -8.1068e-01 +7.5851e-01 -1.2096e-02 -1.7825e+00 -2.6994e+00 -2.9866e+00 -3.8612e+00 -9.5957e-01 +4.3088e-01 +4.4985e+00 -1.4811e+00 +2.4912e+00
12 +4.143452129e+01 +4.143452129e+01 +2.706545213e+02 +2.706545213e+02 +4.8126e+00 -3.9617e-01 +3.1493e+00 +4.4028e-01 +4.4484e+00 +2.5765e+00 -1.9758e+00 +3.7048e+00 -3.3648e+00 +2.6651e+00 +2.7319e+00 +1.2934e-01 -4.0036e+00 -3.7410e+00 -3.6728e+00 +1.5265e+00 +2.7187e+00 -2.0918e+00 -1.8182e+00 +2.4826e+00
164 +3.610098825e+01 +3.610098825e+01 +2.653209882e+02 +2.653209882e+02 -3.7324e+00 +4.5586e+00 +2.6112e+00 -2.4758e+00 +2.6973e+00 -2.3316e+00 -1.8054e+00 +4.4729e+00 +2.1719e+00 -9.2127e-01 +2.0997e+00 +3.6631e+00 +2.4143e+00 -4.9104e+00 +4.2727e-02 +2.7803e+00 +3.7083e+00 -2.7519e+00 +1.7988e+00 +4.5805e+00
% function evaluation | noise-free fitness - Fopt (-2.444600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.549633018e+01 +8.549633018e+01 -1.589636698e+02 -1.589636698e+02 +3.3266e+00 -2.2412e+00 +2.0147e+00 -1.6300e-01 -5.3654e-02 -2.6133e+00 -1.8940e-01 -1.2057e-01 -2.7046e-02 -2.3164e+00 -4.9534e+00 -1.0205e+00 -1.6324e+00 -3.3375e+00 +4.6727e+00 +4.2559e+00 +3.1510e+00 -1.0950e+00 -3.2045e+00 +1.4943e-01
10 +4.750615899e+01 +4.750615899e+01 -1.969538410e+02 -1.969538410e+02 -4.3304e+00 +2.8959e+00 +3.9455e+00 -3.8562e+00 +7.0781e-01 +1.0631e+00 +5.2357e-01 +8.5136e-01 -1.3985e+00 -4.4229e+00 +4.5598e+00 -2.9725e+00 -3.4539e+00 -9.2009e-02 -5.2100e-01 +5.6222e-01 -1.6718e+00 -1.2479e+00 +4.5432e+00 +4.6665e+00
77 +3.695562966e+01 +3.695562966e+01 -2.075043703e+02 -2.075043703e+02 -5.3516e-01 +3.5573e+00 -4.9603e+00 +3.8167e+00 +3.6374e+00 -4.1474e+00 -3.4524e-01 +1.9615e+00 +3.5596e+00 -3.0095e+00 +2.6348e+00 +1.3831e+00 +3.7889e+00 -8.9141e-02 +3.7530e+00 +1.1550e+00 +2.4962e+00 +1.0764e+00 -1.1919e+00 -4.2452e+00
