% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
142 +3.821763306e+01 +3.821763306e+01 +7.813763306e+01 +7.813763306e+01 -2.0953e+00 +1.4587e+00 +3.8342e+00 -3.5692e+00 -3.6226e+00 +4.6932e+00 -1.8512e-01 -2.0020e-01 +6.8541e-01 +1.7800e+00 +2.3796e+00 +2.1021e+00 -4.2412e-01 -2.3834e+00 -1.4996e+00 -4.3310e+00 -4.2807e+00 -2.6270e-01 -1.3061e+00 -2.3496e+00
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.437088736e+02 +1.437088736e+02 +8.709887356e+01 +8.709887356e+01 -7.9780e-03 -8.3911e-01 +1.6226e+00 -1.7423e-01 +8.4070e-01 +2.8990e+00 +3.1351e-01 +4.4716e+00 -4.4405e+00 +3.7945e+00 -8.5242e-01 -3.3941e+00 -3.9370e+00 +2.9215e+00 -2.4822e+00 -2.6488e+00 +3.2160e-01 -4.8150e+00 -1.2625e+00 +2.3212e+00
3 +8.407704535e+01 +8.407704535e+01 +2.746704535e+01 +2.746704535e+01 -4.3034e-01 +2.1967e+00 -2.7803e+00 -3.8771e+00 +9.5883e-01 -1.3067e-01 +3.0057e+00 +8.5921e-01 +4.3774e-01 -1.3860e+00 +1.4444e+00 +3.7294e+00 -4.8638e+00 -1.4473e+00 -2.9561e-01 +1.9779e+00 -4.5551e+00 -2.4799e+00 -6.6603e-02 +1.2443e+00
23 +5.831374568e+01 +5.831374568e+01 +1.703745676e+00 +1.703745676e+00 +2.6507e+00 +2.4455e+00 +8.9909e-01 -3.2510e+00 -9.1363e-01 -2.7874e-01 +4.4758e+00 +1.6237e+00 -2.7453e+00 -2.8252e+00 -3.1836e+00 -2.8572e-02 -6.8738e-01 -4.7253e+00 +7.2710e-01 -4.7853e+00 -1.2565e+00 -5.1310e-01 +4.2637e+00 -2.2675e+00
105 +3.292201679e+01 +3.292201679e+01 -2.368798321e+01 -2.368798321e+01 -4.9142e+00 +1.9596e+00 -1.1566e+00 -3.0737e+00 -4.1394e+00 -1.3424e+00 +1.4630e+00 -4.9811e+00 -4.8517e-01 +2.2845e+00 -2.6068e+00 +2.8818e+00 +1.8143e-01 +1.6696e+00 +1.7058e+00 +2.6621e+00 +3.0462e+00 +1.1201e+00 -2.8071e-01 +4.5034e+00
% function evaluation | noise-free fitness - Fopt (1.686600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.588982771e+01 +8.588982771e+01 +2.545498277e+02 +2.545498277e+02 -3.8694e+00 +2.8595e+00 -1.7898e+00 -4.8102e+00 -1.0313e+00 -3.4989e+00 -8.9652e-01 +4.6004e+00 +3.5014e+00 +2.9903e+00 +3.2556e+00 +2.2001e+00 +1.0579e+00 -4.4969e+00 +8.7664e-01 -3.3335e+00 +4.5275e+00 +1.5512e+00 -4.5074e+00 +4.6960e+00
42 +5.728136238e+01 +5.728136238e+01 +2.259413624e+02 +2.259413624e+02 +3.1327e+00 +1.3318e+00 -1.3931e+00 -2.3817e+00 +1.6064e+00 -3.3320e+00 -1.6218e+00 +4.3604e+00 +1.8886e+00 -1.6091e+00 -3.1493e+00 +2.3971e+00 -1.9356e+00 -8.5691e-01 +3.3578e-01 +1.3737e+00 +7.8756e-01 -3.9771e+00 +3.3067e+00 +1.5431e+00
% function evaluation | noise-free fitness - Fopt (4.076900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.096273761e+02 +1.096273761e+02 +5.173173761e+02 +5.173173761e+02 +2.2255e+00 -2.9165e+00 -3.8459e+00 +2.5347e+00 -5.1599e-02 +4.5139e-01 -6.9122e-01 +9.1733e-01 -1.5821e+00 -3.9889e+00 -1.6603e+00 +1.7786e+00 -4.6644e+00 -3.2028e+00 +3.2476e+00 -4.0169e+00 -4.9368e+00 +7.6629e-01 -2.7954e-01 -4.2918e+00
36 +7.696122628e+01 +7.696122628e+01 +4.846512263e+02 +4.846512263e+02 +9.2247e-01 -1.1297e+00 -3.8478e+00 -1.8581e-01 +5.6664e-01 +6.4536e-01 -3.1453e+00 -8.0371e-01 +4.1975e+00 -2.8168e+00 +5.2488e-01 +4.2530e+00 +4.6866e+00 -3.1527e+00 -1.4894e+00 -3.8518e+00 +9.1436e-01 -2.2582e+00 -2.2108e+00 -1.1470e+00
48 +5.138885917e+01 +5.138885917e+01 +4.590788592e+02 +4.590788592e+02 +4.5345e-01 -1.5616e+00 -7.1186e-01 +1.1549e+00 -4.8368e+00 -1.8151e+00 -8.0224e-01 +1.7824e+00 +4.8412e-02 -3.9802e+00 +3.7878e+00 +2.3645e+00 -1.9060e+00 -4.3561e-01 +7.1444e-01 -1.7029e-01 -4.8133e+00 +4.9216e+00 +3.5855e+00 +4.3042e-01
% function evaluation | noise-free fitness - Fopt (5.592000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.141104618e+02 +2.141104618e+02 +2.700304618e+02 +2.700304618e+02 +3.9628e+00 +3.3621e-01 -1.7415e+00 -4.6671e+00 -3.7246e+00 -4.6660e+00 -4.0084e-02 +1.7640e+00 -1.7124e+00 +6.6229e-01 +1.6101e+00 -4.9941e+00 -3.2033e+00 +1.8556e+00 -4.8892e-01 +2.9026e+00 +2.5187e+00 -2.8040e+00 -4.4291e+00 +4.6814e+00
2 +9.213802983e+01 +9.213802983e+01 +1.480580298e+02 +1.480580298e+02 -5.3872e-01 +4.8124e+00 -7.1182e-02 +5.1112e-01 +3.0381e+00 -3.3830e+00 +2.0428e+00 -4.7047e+00 -3.1256e+00 -1.3240e-01 +1.9404e+00 -3.1451e+00 -2.2466e+00 +1.9906e-01 -3.1365e+00 +1.4610e+00 -3.0092e+00 -2.4941e+00 +4.8813e+00 -6.5258e-02
4 +4.288062558e+01 +4.288062558e+01 +9.880062558e+01 +9.880062558e+01 -3.3134e+00 -2.0967e+00 +4.1322e+00 -3.3477e+00 -2.6009e-03 -1.3091e+00 +3.9921e+00 +1.1807e+00 -8.1175e-01 -9.9802e-01 +3.3303e+00 -2.3270e+00 +3.2743e+00 +2.6762e-01 -1.7687e+00 +1.7659e-01 -3.0157e+00 +2.4321e+00 -4.0013e+00 -2.7075e+00
% function evaluation | noise-free fitness - Fopt (4.619000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.990527741e+02 +3.990527741e+02 +4.452427741e+02 +4.452427741e+02 -6.6986e-01 +2.8408e+00 +3.5953e+00 -2.3876e+00 +2.2657e+00 +2.8029e+00 -2.6810e+00 +4.5656e+00 -4.0881e+00 +4.8947e+00 +2.6678e+00 -1.7284e+00 +2.1407e+00 -3.6020e+00 +1.6056e+00 -7.9640e-01 +1.8661e-01 +8.5094e-01 -3.5172e+00 -8.4039e-01
2 +1.898646415e+02 +1.898646415e+02 +2.360546415e+02 +2.360546415e+02 -4.6745e+00 -8.3035e-01 -2.3196e+00 +1.8946e+00 -2.3680e-01 -4.5409e+00 -3.8596e+00 +4.7314e+00 -3.7761e+00 +8.1035e-01 +4.1244e+00 +4.4543e+00 +2.3927e+00 -3.5287e+00 -3.4366e+00 -1.5915e+00 -4.8377e+00 +4.6667e+00 -1.0507e+00 -3.6824e+00
5 +7.907261195e+01 +7.907261195e+01 +1.252626120e+02 +1.252626120e+02 +4.9476e-01 -2.4855e+00 -1.1976e-01 +2.9460e+00 +1.6498e+00 +3.4915e+00 -2.0459e-01 -3.7445e+00 +1.2765e-01 -3.5188e+00 +2.9633e+00 +2.7657e+00 +1.8638e+00 +5.4252e-01 -3.7428e+00 +3.5360e+00 +2.2088e+00 -1.9085e+00 -1.9484e-01 -3.6121e+00
7 +4.495202745e+01 +4.495202745e+01 +9.114202745e+01 +9.114202745e+01 -4.2259e+00 +1.7692e+00 -3.3815e+00 -4.0564e+00 -7.8593e-01 +3.0403e+00 -2.3022e+00 +1.3471e+00 +2.2181e+00 +3.5176e+00 -3.7098e+00 -1.8490e+00 -1.9641e+00 -2.9424e+00 -2.2385e+00 +1.0946e+00 -3.4508e-01 -3.2868e-01 -2.6595e+00 -4.7148e+00
135 +3.971917154e+01 +3.971917154e+01 +8.590917154e+01 +8.590917154e+01 -1.5260e+00 +4.1189e+00 +4.4339e-01 -1.3001e+00 -4.0815e+00 -2.5720e+00 +8.7016e-01 -3.1911e-01 +1.8821e+00 -2.3427e+00 -1.6869e+00 +1.7029e+00 -1.8749e+00 -3.8058e-01 -2.1068e+00 +1.2987e+00 -3.8025e+00 -2.8766e+00 -4.8232e-01 +2.3118e+00
% function evaluation | noise-free fitness - Fopt (-3.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.204300200e+01 +7.204300200e+01 +3.210300200e+01 +3.210300200e+01 -2.6353e+00 +4.0888e+00 +1.1506e+00 +2.0522e+00 +3.2200e+00 -9.3879e-01 -4.9644e+00 +6.4685e-03 -3.1412e+00 +3.5141e+00 -3.2057e+00 -2.7408e+00 -2.4463e+00 -4.3218e+00 +1.4290e+00 +4.0569e+00 -4.0783e+00 +3.7625e+00 +4.2158e+00 +2.9334e+00
23 +4.039414703e+01 +4.039414703e+01 +4.541470288e-01 +4.541470288e-01 -1.0596e+00 -3.9980e+00 +4.2508e+00 -2.8983e+00 +3.2578e+00 -3.5287e-01 -1.0937e+00 +2.6311e+00 -2.5100e+00 +1.8720e+00 -4.7326e+00 -2.0476e+00 +1.5962e-01 +8.7830e-01 +4.3911e+00 -2.7745e-01 +3.6144e+00 +4.1734e+00 +2.6410e+00 +4.1931e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.686609181e+02 +3.686609181e+02 -6.313390819e+02 -6.313390819e+02 +4.3134e+00 -2.4076e-03 -2.5753e+00 +3.9374e-01 +2.1700e-01 -2.3330e+00 +1.7249e+00 +4.8212e+00 -2.6021e+00 -1.1405e+00 -2.1887e+00 +1.5967e+00 -2.2114e+00 -3.7458e+00 -1.0379e+00 -4.5356e+00 -1.6868e+00 +3.7759e+00 -2.5524e+00 -4.5476e+00
2 +2.046129103e+02 +2.046129103e+02 -7.953870897e+02 -7.953870897e+02 +4.1570e+00 +3.2333e-01 -3.9257e-01 +3.2441e+00 -3.4227e+00 -2.1533e+00 -2.8975e+00 -3.5426e+00 +2.0189e+00 +4.5001e+00 +2.3066e+00 +3.6300e+00 -4.5409e-02 -1.4827e+00 -3.7248e+00 -7.8854e-01 -1.7299e-02 +3.4862e+00 +3.6389e+00 +2.7739e+00
4 +8.442654302e+01 +8.442654302e+01 -9.155734570e+02 -9.155734570e+02 -3.9759e+00 -1.1913e+00 +1.5359e+00 -1.5813e+00 +3.4150e+00 +4.4924e+00 -2.0449e+00 +3.2249e+00 +1.1614e+00 -1.7085e+00 -5.8590e-01 -4.4506e+00 -5.6538e-01 -2.1730e+00 -3.4359e+00 -9.4580e-01 -1.1288e+00 -3.6762e+00 -2.3844e+00 -3.8008e+00
5 +4.387533925e+01 +4.387533925e+01 -9.561246607e+02 -9.561246607e+02 -8.3459e-01 -4.5543e+00 +2.9639e+00 -4.4475e+00 +3.1277e+00 +4.0996e+00 -1.2619e+00 -1.5133e+00 -2.7918e+00 +1.4954e+00 -3.6454e+00 +1.5572e+00 -3.2513e+00 -3.2710e+00 -3.5528e+00 -3.4464e+00 -3.2798e+00 -4.7047e+00 +1.6949e+00 +3.0320e+00
76 +3.727160814e+01 +3.727160814e+01 -9.627283919e+02 -9.627283919e+02 +4.2794e+00 -3.0089e+00 -7.7792e-01 +3.0284e+00 +1.3045e+00 -1.9883e+00 +3.7955e-01 -1.5673e+00 +1.9923e+00 +9.1339e-01 +2.9246e+00 +1.4654e+00 -3.6330e+00 -2.7294e+00 -1.0834e+00 +4.2396e+00 -3.2762e+00 -5.2740e-03 -2.1951e+00 -9.1510e-02
% function evaluation | noise-free fitness - Fopt (-5.039000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.818519853e+02 +2.818519853e+02 +2.314619853e+02 +2.314619853e+02 +2.7106e+00 +1.1846e+00 -4.8948e+00 +8.5954e-01 +2.0177e-01 +3.2895e+00 +3.1693e+00 -4.0290e+00 -4.1858e+00 +2.9705e-01 +4.2721e+00 +3.4161e+00 -2.2312e+00 -1.0078e+00 -4.4137e+00 +1.2906e+00 +3.4624e+00 -2.2119e+00 +7.6947e-01 -3.4594e-01
2 +1.625035110e+02 +1.625035110e+02 +1.121135110e+02 +1.121135110e+02 +1.1194e-02 +1.4599e+00 -6.5321e-01 -2.4010e+00 -4.0115e+00 -1.9441e+00 +2.1711e+00 +2.9607e+00 -4.9851e-01 -4.8700e+00 +3.3817e+00 -1.7966e-01 -3.2539e+00 -1.0924e+00 -2.5729e+00 -1.8388e+00 +8.7049e-01 +1.8516e+00 -1.6644e+00 +8.7572e-01
3 +8.328280637e+01 +8.328280637e+01 +3.289280637e+01 +3.289280637e+01 -2.4962e-01 +4.8614e+00 -3.5796e+00 +3.8830e+00 +4.1716e+00 -3.8409e+00 +3.7832e+00 -2.7242e+00 -1.3904e+00 -1.4275e-01 -8.9194e-01 +4.3765e+00 +1.2567e+00 +9.0743e-01 +4.3404e+00 -2.6755e+00 +3.9115e-01 -2.7191e+00 -2.2877e+00 -9.4789e-01
21 +5.410198019e+01 +5.410198019e+01 +3.711980186e+00 +3.711980186e+00 -2.3235e-01 +1.5726e-01 -7.4589e-01 +4.8018e+00 +2.0911e+00 -1.6648e+00 +3.7228e-01 +1.3699e+00 -2.2292e+00 -1.3095e+00 -2.3155e+00 -7.9489e-01 +1.7126e+00 +4.0952e+00 -1.6012e-01 -2.6080e+00 -2.7081e+00 -3.3709e+00 +8.4120e-01 -8.7641e-01
90 +3.523971872e+01 +3.523971872e+01 -1.515028128e+01 -1.515028128e+01 -2.2524e+00 -2.6426e+00 -2.1634e+00 +2.0319e+00 +1.5669e+00 -3.7180e+00 -2.0609e-01 +4.3432e+00 -1.6416e+00 -1.8843e+00 +1.7501e+00 -4.2260e+00 +3.8525e+00 -2.6400e-01 +4.7319e+00 +6.8466e-01 -2.1541e+00 +1.7167e+00 -4.9479e+00 +1.3098e+00
% function evaluation | noise-free fitness - Fopt (-7.027000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.166810196e+02 +1.166810196e+02 +4.641101957e+01 +4.641101957e+01 +1.4616e+00 -7.8733e-01 +1.1608e+00 -2.0765e+00 +3.5792e+00 -2.9607e+00 -7.2400e-01 -2.1529e+00 +7.5623e-01 +1.0449e+00 -3.4229e-01 -3.5142e+00 -4.6794e+00 +1.8574e+00 +3.3860e+00 -5.2958e-01 -2.9367e+00 -4.3904e+00 +8.6542e-01 -4.3803e+00
3 +8.617575670e+01 +8.617575670e+01 +1.590575670e+01 +1.590575670e+01 +2.7755e+00 +3.0547e-01 -2.5346e+00 +1.6059e-01 -1.1823e+00 -3.3771e-01 -1.7217e+00 -3.8965e-01 -6.0072e-01 -4.0359e+00 -2.9480e+00 -4.1467e+00 -1.0809e+00 +4.6392e-01 -2.0887e+00 +3.4602e+00 -3.3882e+00 +3.6161e+00 +3.4395e+00 +1.1645e-01
16 +3.901872492e+01 +3.901872492e+01 -3.125127508e+01 -3.125127508e+01 +9.8550e-01 +1.3252e+00 -1.9227e+00 +3.0384e+00 -2.9512e-01 -2.2443e-01 +1.1011e+00 +2.2389e+00 -8.0815e-01 +1.8225e+00 -4.8889e+00 -4.1313e-01 -2.2520e+00 +3.7795e+00 -1.9179e+00 +2.3994e+00 +2.6472e-01 -4.7044e-01 -4.8401e+00 -1.8305e-01
37 +2.363119726e+01 +2.363119726e+01 -4.663880274e+01 -4.663880274e+01 -4.1623e-01 -4.9505e+00 -1.3386e+00 -2.4764e+00 -2.0105e+00 -1.1481e+00 +6.9583e-01 +1.4618e+00 -3.8227e+00 +1.6224e+00 -1.4755e+00 -3.1756e+00 -7.4881e-01 -1.9514e+00 -4.9878e+00 -2.3881e+00 +1.8333e+00 -3.3825e+00 +3.7931e-01 +1.9596e+00
% function evaluation | noise-free fitness - Fopt (-6.944000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.108836198e+02 +1.108836198e+02 +4.144361980e+01 +4.144361980e+01 -1.4788e-01 -3.9709e+00 +2.3645e-01 -3.9254e+00 +4.5933e+00 +2.9468e-01 -2.3207e+00 -3.7607e+00 -1.1895e+00 +2.2358e+00 -3.1290e+00 +1.8436e+00 -3.5611e+00 +4.9168e+00 +3.9727e+00 +1.5071e+00 -2.6217e+00 +3.5035e+00 -4.2809e+00 +2.6652e+00
2 +3.548872038e+01 +3.548872038e+01 -3.395127962e+01 -3.395127962e+01 +6.0703e-01 +1.7965e+00 -8.8965e-01 +1.6774e+00 +1.9208e+00 -2.2981e+00 +2.4455e+00 -6.1232e-01 +3.9988e-01 -3.8420e+00 +1.4562e-01 +4.8466e-02 -1.3055e+00 +4.3274e+00 +1.5131e+00 +4.8948e+00 -1.7801e+00 +2.2310e+00 +2.8893e+00 +2.4424e-01
% function evaluation | noise-free fitness - Fopt (1.261900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.252892617e+01 +8.252892617e+01 +2.087189262e+02 +2.087189262e+02 +1.6557e+00 -3.0496e+00 -3.7328e+00 -2.6662e+00 -2.8026e+00 +2.9636e+00 -2.7076e+00 -1.0836e+00 +1.6898e+00 +2.1421e+00 -3.9798e+00 -3.2636e-01 +2.3706e+00 -2.1110e-01 -4.4314e+00 +3.6923e+00 -3.9738e+00 -2.5942e+00 -5.9430e-01 -1.9641e+00
34 +5.275817688e+01 +5.275817688e+01 +1.789481769e+02 +1.789481769e+02 +3.0202e+00 +2.3587e+00 +3.8782e+00 -3.5680e-01 -4.3722e+00 -1.9405e+00 +2.3860e+00 +1.0660e-01 -2.3936e+00 +2.4894e+00 +2.7736e+00 -2.1549e+00 +7.9320e-01 -3.0317e+00 +2.1235e+00 +1.2946e+00 +2.1529e+00 -2.5028e-01 +1.8870e+00 +2.9739e+00
