% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6 +8.430442479e+04 +8.430442479e+04 +8.451280479e+04 +8.451280479e+04 +4.5723e+00 +1.6211e+00 +3.7921e+00 +4.3338e+00 +2.5529e+00 -3.4322e+00 -2.3134e+00 +2.5829e-01 +4.3782e+00 +4.5887e+00 -1.5152e-01 +4.4882e+00 -1.6842e+00 +2.3557e+00 +4.2094e+00 -3.0501e+00 +3.8644e+00 +2.5385e-01 +6.4915e-01 +4.8346e+00
9 +5.439618892e+04 +5.439618892e+04 +5.460456892e+04 +5.460456892e+04 +4.7432e+00 +3.2420e+00 -3.4505e+00 +1.8600e+00 +4.9617e-01 -2.8896e+00 +3.4042e+00 -4.6119e+00 -2.5161e+00 -3.4549e+00 +2.8315e+00 +8.5588e-01 +1.1599e-01 -4.4607e+00 -3.7500e-01 +1.3382e+00 +4.8665e+00 -9.0501e-01 +3.3730e+00 +2.4353e+00
145 +3.623529693e+04 +3.623529693e+04 +3.644367693e+04 +3.644367693e+04 +4.5354e+00 -4.9797e+00 +6.1408e-01 -2.3204e+00 +2.4667e+00 +4.2020e+00 +1.7869e+00 +1.3467e-01 +2.5040e+00 +3.3701e+00 -1.9422e+00 +3.3985e+00 +2.1236e+00 -2.6558e+00 +9.6089e-01 -1.0793e+00 -1.0910e+00 +6.3571e-01 +9.5152e-01 +4.2101e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.224625221e+05 +1.224625221e+05 +1.223175621e+05 +1.223175621e+05 -4.0705e+00 +1.3366e+00 +2.2648e+00 -5.6916e-01 +3.1571e+00 -4.9505e+00 +2.1194e+00 +5.1066e-01 +3.8606e+00 -3.7910e+00 -6.8327e-01 +8.8213e-01 +2.5544e+00 -1.0800e+00 +1.6778e+00 -1.8157e+00 +4.9295e-01 -4.8418e+00 -1.9131e+00 -6.7404e-01
2 +9.271765978e+04 +9.271765978e+04 +9.257269978e+04 +9.257269978e+04 -1.3460e+00 +2.2731e+00 +4.1682e+00 +4.3865e+00 +4.8000e+00 +2.2418e+00 +3.3015e+00 +4.7125e+00 -2.9553e+00 -2.7390e-01 -8.0113e-01 +1.8626e+00 +2.7405e+00 -5.0596e-01 -1.7923e+00 +2.1234e-01 -2.0917e+00 -3.5293e+00 -2.4982e+00 -4.4910e+00
21 +5.520435422e+04 +5.520435422e+04 +5.505939422e+04 +5.505939422e+04 -4.1773e-01 +1.1672e+00 +1.8911e+00 +1.1144e+00 -2.3225e+00 -2.2540e+00 -4.7659e-01 -2.3188e+00 -1.9149e+00 -2.7866e+00 +3.0548e+00 +6.7087e-01 -1.4540e+00 +2.2064e+00 +1.1454e+00 +4.2884e+00 -5.6607e-01 +5.4389e-01 +1.9526e+00 +1.8733e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.364191985e+05 +2.364191985e+05 +2.364128985e+05 +2.364128985e+05 -6.6804e-01 +9.6872e-01 -2.3727e+00 -2.4723e+00 -7.7731e-01 -3.4127e+00 +3.9076e+00 +1.3503e+00 +4.4222e+00 -1.0156e-01 -5.4681e-01 +2.2335e+00 +2.7684e+00 +8.5206e-01 +4.5077e+00 -4.3094e+00 +2.9648e+00 -1.9527e+00 +3.7170e-01 -1.6701e+00
5 +1.425544471e+05 +1.425544471e+05 +1.425481471e+05 +1.425481471e+05 -1.2541e+00 -4.2865e+00 -2.9921e+00 -3.3934e+00 -3.1428e-01 +8.9729e-01 +3.6390e+00 -4.0008e+00 -2.4767e+00 -2.5870e+00 +1.2131e+00 +4.5395e-02 -4.4071e+00 -3.9454e+00 -1.6311e+00 -2.4417e+00 +3.1213e+00 -3.2448e+00 -2.8268e+00 +1.0415e+00
21 +6.907276094e+04 +6.907276094e+04 +6.906646094e+04 +6.906646094e+04 -4.5018e+00 -4.5855e+00 +1.5145e+00 +2.7805e+00 +2.5877e+00 -4.9442e-01 -3.5704e+00 +4.2133e+00 +3.1231e+00 +3.5424e+00 -3.8517e+00 -6.3265e-01 -1.3321e+00 +4.2344e+00 -4.8816e+00 +7.2203e-01 -2.9580e+00 -2.5136e+00 -3.0892e+00 -1.5567e+00
32 +4.977982295e+04 +4.977982295e+04 +4.977352295e+04 +4.977352295e+04 -3.2306e+00 +6.6880e-01 -2.1786e+00 +3.3459e+00 +1.3945e+00 -1.6483e+00 +3.0115e-01 +4.5950e+00 +4.6314e+00 +3.5911e+00 +4.1662e+00 +8.4479e-01 -2.5296e+00 +7.3817e-02 -2.1879e-01 -7.5238e-02 -2.5269e+00 +1.4526e+00 -2.0732e+00 -2.5820e+00
62 +3.826250616e+04 +3.826250616e+04 +3.825620616e+04 +3.825620616e+04 +1.2114e+00 -2.9010e+00 -3.4234e+00 +3.2576e+00 +3.3284e+00 -8.6749e-01 -4.2859e+00 +1.5322e+00 -2.5684e+00 +1.6901e-01 -3.2927e+00 +4.5799e-01 +1.5341e+00 +2.0247e+00 -3.0874e+00 -8.9059e-01 -2.8262e+00 -2.2967e+00 +1.8574e-01 -7.0082e-01
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.156783316e+04 +8.156783316e+04 +8.156404316e+04 +8.156404316e+04 +2.8931e+00 -1.9999e+00 -4.5556e+00 +2.2358e+00 +4.1773e+00 -3.2605e+00 +7.2412e-01 -1.3358e-01 +3.1295e+00 -2.0438e-01 -7.3157e-01 +1.9978e+00 +9.4959e-01 +1.8680e+00 +3.3661e+00 -8.2244e-02 -9.4337e-01 +2.8005e+00 +3.3490e+00 -2.3089e+00
4 +6.186151371e+04 +6.186151371e+04 +6.185772371e+04 +6.185772371e+04 +3.8699e+00 +4.9925e+00 -1.6761e-01 +3.1816e+00 +6.7765e-01 +2.2067e+00 +1.3021e+00 +4.6935e+00 +3.8167e+00 -4.3754e+00 +1.1767e+00 +4.7231e-01 -4.9357e+00 +2.2441e+00 -3.5038e-01 +3.8666e+00 -1.3751e+00 +1.9818e+00 -3.4485e+00 +8.7579e-01
133 +3.939112487e+04 +3.939112487e+04 +3.938733487e+04 +3.938733487e+04 -1.8388e+00 +4.0965e+00 +2.2718e+00 -1.6572e+00 -4.8357e+00 -4.1455e+00 +1.8608e-01 +8.6736e-01 +7.9610e-01 -7.8964e-01 -1.0682e+00 +3.4481e+00 +3.4973e+00 +9.5086e-01 +3.9077e+00 -9.6637e-01 +5.0945e-01 +2.1819e+00 -3.5535e+00 -2.9731e-01
% function evaluation | noise-free fitness - Fopt (-5.675000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.507168349e+05 +1.507168349e+05 +1.506600849e+05 +1.506600849e+05 +1.7215e+00 -3.6746e+00 -2.5163e+00 -4.5124e-01 +1.2623e+00 +2.3240e+00 +4.8974e-01 -3.2537e+00 -3.2384e+00 +7.3773e-01 +1.4289e+00 -2.1894e+00 +4.9746e+00 -2.1856e-01 -1.3287e+00 -4.4901e+00 +2.4642e+00 +2.4302e+00 +1.9980e+00 +4.2295e-01
6 +9.599124816e+04 +9.599124816e+04 +9.593449816e+04 +9.593449816e+04 -7.9977e-01 -2.5346e+00 +2.4002e+00 +1.3821e+00 -6.9537e-01 -3.7949e+00 -4.2963e+00 -2.0514e+00 -4.7947e-01 -4.1689e+00 -4.5712e+00 -3.3016e-01 -8.7510e-01 +5.1875e-01 +1.3186e+00 -1.0162e+00 +3.4668e+00 +3.9195e+00 -2.4087e+00 +1.3339e-01
37 +6.117415949e+04 +6.117415949e+04 +6.111740949e+04 +6.111740949e+04 +1.0818e+00 +2.5080e+00 -6.0459e-01 +4.8366e+00 +6.8176e-01 -1.4991e+00 -1.3907e+00 -2.1229e+00 -3.2507e+00 +1.1143e+00 +3.3848e+00 -1.3173e+00 +7.9188e-01 +2.5705e-01 +4.3925e+00 -2.5990e+00 +2.2674e+00 -3.2036e+00 -2.3032e+00 -2.0305e+00
143 +2.952639861e+04 +2.952639861e+04 +2.946964861e+04 +2.946964861e+04 +3.7112e+00 -4.0832e+00 +1.5413e+00 -9.6905e-01 +2.6895e+00 +1.6928e+00 -1.6881e-01 -1.6089e+00 -1.0343e+00 +1.3440e+00 -3.3917e+00 +3.5799e+00 +1.8157e+00 +4.6207e-01 -1.3609e+00 +4.6157e-01 +8.8164e-01 -3.3027e+00 -1.8947e+00 -2.2198e+00
% function evaluation | noise-free fitness - Fopt (-5.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.030414183e+04 +8.030414183e+04 +8.024434183e+04 +8.024434183e+04 -1.9791e+00 +1.4750e+00 -4.5779e+00 +4.2106e+00 +1.5123e-01 +4.0966e+00 -4.0528e+00 -4.1589e+00 -2.0128e+00 +2.6000e+00 +1.6601e+00 -3.7797e+00 -5.7888e-01 +3.4440e+00 +3.2496e+00 +2.4241e+00 +1.1635e-01 -2.0903e+00 -4.2825e+00 -6.3084e-02
17 +3.744562945e+04 +3.744562945e+04 +3.738582945e+04 +3.738582945e+04 +1.0172e+00 -3.8408e+00 +1.8046e+00 -3.3484e+00 -5.0955e-01 -4.1421e-01 +1.0205e+00 +4.2260e+00 +2.4423e+00 +1.4408e+00 -4.1129e+00 -4.6656e+00 -1.3067e+00 +2.4475e+00 -4.0309e+00 +2.1246e+00 +6.5261e-01 +3.4898e+00 -1.3403e+00 -1.4945e+00
% function evaluation | noise-free fitness - Fopt (1.155700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.435561557e+04 +9.435561557e+04 +9.447118557e+04 +9.447118557e+04 -6.4689e-01 -3.7698e+00 +4.9996e+00 +2.6301e+00 -4.1584e+00 -3.9665e+00 -4.9246e+00 -3.8431e-01 -4.8800e-01 +4.1635e+00 +1.4597e+00 +2.8275e+00 +7.2551e-01 -1.9577e+00 +3.6029e+00 +4.5250e+00 +3.7234e+00 -3.7695e+00 -2.5340e-01 +3.4762e+00
12 +4.472970806e+04 +4.472970806e+04 +4.484527806e+04 +4.484527806e+04 -8.7127e-01 +1.3974e+00 -2.5219e+00 -2.0055e+00 -1.2993e+00 -2.6513e+00 -2.9922e-01 +1.3999e-01 +2.7707e+00 +2.8890e-01 -6.4049e-01 -9.5825e-01 -1.0815e+00 +7.7969e-02 +2.3277e+00 +1.3033e+00 -4.8241e+00 -8.4029e-01 -1.1069e+00 -2.5756e-01
187 +2.602672726e+04 +2.602672726e+04 +2.614229726e+04 +2.614229726e+04 +4.1914e+00 +4.7116e+00 +1.2165e+00 +9.9436e-01 +4.2687e+00 -7.5002e-01 -4.9293e+00 +2.7936e+00 -4.4111e-01 -7.6551e-01 +4.3525e+00 -1.5461e+00 -3.0440e+00 -1.2066e+00 -3.1194e+00 -6.9068e-01 -7.3417e-01 -6.8551e-01 -1.3017e+00 +1.8098e+00
% function evaluation | noise-free fitness - Fopt (-3.912000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.212428338e+05 +3.212428338e+05 +3.212037138e+05 +3.212037138e+05 +3.5766e+00 +1.3344e+00 +1.4467e+00 -1.6378e+00 +4.6744e+00 -1.4099e+00 -2.8953e+00 +1.3965e+00 +3.5631e+00 -4.2164e+00 +4.5487e+00 +4.5582e+00 -4.0171e+00 +1.4609e+00 -5.3578e-01 +4.7470e+00 -1.1780e+00 -1.1322e+00 +3.7655e+00 +4.2950e+00
2 +6.842289451e+04 +6.842289451e+04 +6.838377451e+04 +6.838377451e+04 +7.4784e-01 +4.4312e+00 -4.0145e-02 +1.7190e+00 +1.7689e+00 -2.5445e+00 -1.4550e+00 +3.5431e+00 -4.4428e-01 +1.9022e+00 -2.5091e+00 -3.9359e+00 -5.4406e-01 -2.6175e+00 -4.3669e+00 -2.4891e+00 -7.8932e-01 -4.0021e+00 -1.3000e+00 +3.0837e+00
10 +6.216469565e+04 +6.216469565e+04 +6.212557565e+04 +6.212557565e+04 +2.3843e+00 -4.4060e+00 +2.6231e+00 -2.6342e+00 +2.0130e+00 -1.0011e+00 -1.7740e+00 -4.7825e+00 -2.8036e+00 -3.8215e+00 +3.0254e+00 +1.6864e+00 +3.6724e+00 -1.0391e+00 +4.8510e+00 -4.1947e+00 -1.9860e+00 -4.8411e-01 -3.8041e-01 +1.3508e+00
59 +2.911392601e+04 +2.911392601e+04 +2.907480601e+04 +2.907480601e+04 +3.1091e+00 -2.0960e+00 +3.1625e+00 +2.2318e+00 +4.2644e-01 +1.2942e+00 -4.0949e+00 -3.1594e-02 -1.7371e+00 +8.1981e-01 -5.4373e-01 +3.4165e+00 +1.3658e+00 -3.9238e+00 +1.1034e-01 -2.1813e+00 -2.1712e-01 -2.4144e+00 -2.1380e+00 +1.3480e+00
% function evaluation | noise-free fitness - Fopt (-8.801000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.233636133e+05 +3.233636133e+05 +3.232756033e+05 +3.232756033e+05 +3.7424e+00 +5.6801e-01 -3.2782e+00 +3.3963e+00 +4.4806e+00 -1.0220e+00 -1.9309e+00 +4.7252e-01 -8.2720e-01 -3.8469e+00 -2.9235e+00 -3.4556e+00 -1.4113e+00 -4.8847e+00 -2.4841e+00 -9.0501e-01 +3.6512e+00 -3.2383e+00 -2.8882e+00 +3.3558e+00
2 +1.356093197e+05 +1.356093197e+05 +1.355213097e+05 +1.355213097e+05 -3.9316e+00 +2.2153e+00 +1.7042e+00 +3.0645e-01 -2.5108e+00 +5.4394e-01 +1.3149e+00 -2.4418e+00 +6.1321e-02 +2.9289e-01 +1.8784e+00 -4.1248e+00 +8.1662e-01 +2.6448e+00 +4.8196e+00 -3.6597e+00 -3.8425e+00 -2.1474e+00 +1.1531e+00 +4.6046e+00
8 +8.089857090e+04 +8.089857090e+04 +8.081056090e+04 +8.081056090e+04 -2.5514e+00 -4.2526e+00 +2.1923e+00 -2.8914e+00 -4.0922e-01 +3.7356e+00 +2.7917e+00 +2.8052e+00 +1.4103e+00 +1.1172e+00 +1.5630e+00 +2.2797e+00 -2.1232e+00 +1.9348e+00 -3.7788e+00 +2.7931e+00 +2.0362e+00 +3.0917e+00 -8.0197e-01 -5.9481e-01
25 +6.006286314e+04 +6.006286314e+04 +5.997485314e+04 +5.997485314e+04 +1.7046e+00 -4.0688e+00 +1.9199e+00 +3.9851e+00 -2.7073e+00 -7.3300e-01 -7.7641e-01 -2.7163e-02 -3.9166e+00 -2.4452e+00 -1.9011e+00 +2.1171e+00 -1.5984e+00 +1.6629e-01 -2.1353e+00 +2.0767e+00 -2.9918e+00 +1.5283e+00 -4.6566e+00 -1.5636e+00
% function evaluation | noise-free fitness - Fopt (7.934000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.953952606e+05 +2.953952606e+05 +2.954746006e+05 +2.954746006e+05 -1.3220e+00 +1.7457e+00 -2.0690e+00 +1.0625e+00 +4.3208e+00 -4.5427e+00 -3.0024e+00 +1.2516e+00 -2.3016e+00 +2.6637e+00 +4.5398e+00 +1.2744e+00 -2.2689e-01 +4.8657e-01 -2.3455e+00 -4.6892e+00 +4.1101e-01 -1.5328e+00 -3.7680e+00 -2.1820e+00
2 +1.448549095e+05 +1.448549095e+05 +1.449342495e+05 +1.449342495e+05 +1.9970e+00 -4.3720e+00 +4.5998e+00 -4.1792e+00 +4.9487e+00 +4.6008e+00 +1.3080e+00 -1.2762e+00 -3.1536e+00 +3.0350e+00 +3.6988e+00 -4.7922e+00 +8.0954e-01 -1.9827e+00 -4.9928e+00 -9.3278e-01 -4.9817e+00 +4.8363e+00 +4.8021e-01 +1.5822e+00
11 +9.005647527e+04 +9.005647527e+04 +9.013581527e+04 +9.013581527e+04 -3.5274e+00 -1.9061e+00 +2.7567e+00 -3.7151e+00 -1.8152e+00 +1.1658e+00 +1.7297e+00 +2.3723e+00 -2.0181e+00 -8.6126e-01 +6.4375e-01 +3.3222e-01 -6.8922e-01 -5.8999e-01 +1.9940e+00 +1.0241e+00 -1.3033e+00 -3.1385e+00 -3.1167e-01 +3.5212e-01
34 +5.446386452e+04 +5.446386452e+04 +5.454320452e+04 +5.454320452e+04 +3.6073e+00 -3.0222e+00 +1.5718e+00 -5.8043e-01 -3.0436e-01 -1.5878e+00 +2.5247e+00 +2.4157e-01 -1.2392e+00 +6.7803e-01 -2.3721e+00 -1.6991e-01 +4.9395e-01 -2.1578e+00 -3.2955e+00 -1.2888e+00 -4.0999e-01 +4.9752e+00 +2.7946e+00 +6.8193e-01
153 +3.205535890e+04 +3.205535890e+04 +3.213469890e+04 +3.213469890e+04 +3.4823e-01 -4.8640e-01 -3.2425e+00 -1.2893e+00 -3.6307e+00 +3.4606e+00 -4.3934e+00 +3.1255e+00 +1.7496e+00 -3.7659e+00 +5.8367e-01 +2.7185e+00 -1.6476e+00 +3.1761e+00 +1.1176e+00 +2.0269e+00 -4.7425e-02 +2.4645e+00 +3.0672e+00 +9.0946e-01
% function evaluation | noise-free fitness - Fopt (1.721800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.647304674e+05 +1.647304674e+05 +1.649026474e+05 +1.649026474e+05 -2.6137e+00 +3.8564e+00 -9.6191e-01 -2.0136e+00 +3.5881e+00 -4.9151e+00 +3.5857e+00 -6.2529e-01 +3.1617e+00 +1.7457e+00 +4.7439e+00 +3.3037e+00 +2.1013e+00 +4.3729e+00 +4.2344e+00 -3.9345e+00 -6.4020e-01 -2.3999e+00 +3.1319e+00 -3.8938e+00
9 +9.724770742e+04 +9.724770742e+04 +9.741988742e+04 +9.741988742e+04 +3.1818e-01 +2.6156e+00 +1.9716e-01 -8.9852e-01 -4.2489e+00 -2.2629e+00 +2.6717e+00 -1.9120e+00 -2.6615e+00 +8.8388e-01 -3.9941e+00 +3.4992e+00 -3.6317e+00 +2.2823e-01 +3.5659e+00 -6.7323e-01 +3.1464e+00 +3.3103e+00 -2.1958e+00 -6.2415e-01
86 +3.706114782e+04 +3.706114782e+04 +3.723332782e+04 +3.723332782e+04 -3.0534e+00 +2.2482e+00 +4.2131e+00 -4.7210e+00 -4.0192e+00 -4.3123e+00 +1.2120e+00 -4.7620e-01 +3.5568e+00 -2.8183e+00 -1.7782e+00 +2.5151e+00 -1.3097e+00 -1.6849e+00 +1.7373e+00 -7.3981e-01 -9.8867e-01 +1.3724e+00 +2.0858e+00 -1.8637e+00
198 +1.698932060e+04 +1.698932060e+04 +1.716150060e+04 +1.716150060e+04 -1.0071e+00 -3.4417e+00 +1.4476e+00 -3.3809e-01 +2.1818e+00 +2.3608e+00 +1.2551e+00 -3.7551e+00 +5.9774e-01 +2.9411e+00 +6.8672e-01 -4.2189e+00 -2.9739e+00 +2.4472e-01 -8.4533e-01 -1.3624e+00 -1.3532e+00 -3.8465e-01 +2.9972e+00 -1.8931e+00
% function evaluation | noise-free fitness - Fopt (-3.181900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.145216433e+05 +2.145216433e+05 +2.142034533e+05 +2.142034533e+05 -1.7362e-01 -1.1369e+00 -1.7246e+00 +1.8411e+00 -3.6512e-01 -2.7598e+00 -2.2046e+00 -1.0420e+00 -4.5692e+00 +1.8524e+00 -1.2502e+00 +2.4287e+00 -4.0656e+00 +9.6176e-01 +6.6582e-01 -1.9747e+00 -2.6469e+00 +3.1623e+00 -1.9160e-01 -4.5569e+00
4 +1.506880352e+05 +1.506880352e+05 +1.503698452e+05 +1.503698452e+05 -1.8674e+00 -1.4630e+00 -1.0866e+00 -1.3525e+00 -3.6539e+00 +2.4877e+00 +2.2817e+00 +3.3062e+00 -7.9711e-01 -4.2634e+00 +3.4306e+00 -4.3421e+00 -1.3296e+00 -2.2091e+00 -1.3295e-01 +4.5796e+00 +3.3149e+00 -4.1680e+00 +2.9734e+00 +2.1164e+00
5 +9.397378947e+04 +9.397378947e+04 +9.365559947e+04 +9.365559947e+04 -7.1474e-01 -2.5870e+00 +8.6527e-01 +1.4241e+00 -2.4354e+00 -5.6948e-01 -3.1750e+00 +1.8903e+00 -4.4262e+00 -4.9086e+00 +3.4143e+00 -1.5538e+00 +2.4583e+00 -8.1387e-01 +3.2244e+00 +2.3231e-02 -2.8009e+00 -2.0110e+00 -1.5201e-01 +4.5869e+00
98 +6.208594317e+04 +6.208594317e+04 +6.176775317e+04 +6.176775317e+04 -2.2312e+00 +3.5793e+00 +4.5887e+00 +2.8862e+00 -8.5698e-01 -1.7968e+00 -3.5699e-01 -1.0482e+00 +3.3746e+00 -7.1598e-01 +1.2696e+00 -2.8045e+00 -2.0968e+00 -9.0609e-02 +4.8064e+00 -5.7601e-01 +1.6085e+00 -1.2038e+00 +1.0342e+00 +2.0708e+00
% function evaluation | noise-free fitness - Fopt (-5.276000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.293205341e+05 +3.293205341e+05 +3.292677741e+05 +3.292677741e+05 +3.2186e+00 +3.3549e-01 -1.7414e+00 -8.6352e-01 -3.9377e+00 +4.0181e+00 +4.2217e+00 -7.3897e-01 +1.7662e+00 -3.2289e+00 +1.1748e+00 -2.6934e+00 -3.9124e+00 -2.8670e+00 +1.7273e-01 +4.1645e+00 +4.0721e+00 +4.1087e+00 -2.7283e+00 -1.6108e+00
4 +1.866580087e+05 +1.866580087e+05 +1.866052487e+05 +1.866052487e+05 +2.1382e+00 -4.8631e-02 +3.9477e+00 +4.5262e+00 -4.3339e+00 -2.1892e+00 +3.6127e+00 -7.1134e-01 +4.5106e+00 +9.1312e-01 -4.8047e+00 -2.5159e+00 -6.1431e-01 -2.0746e+00 +2.2344e+00 +3.7329e+00 -1.9778e+00 -3.1252e+00 +2.9279e+00 +2.6515e+00
5 +1.573543773e+05 +1.573543773e+05 +1.573016173e+05 +1.573016173e+05 -3.1534e+00 -2.4135e+00 +7.5829e-01 -1.8945e+00 -3.1726e+00 +4.5784e+00 -3.1121e+00 -4.4161e-01 +1.0356e+00 +4.9766e+00 -4.7404e+00 -4.1873e+00 +3.3080e+00 +7.1548e-01 -1.5906e+00 -3.8223e+00 +4.5338e+00 +2.5563e+00 +4.1907e+00 -3.4755e+00
