% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5 +4.998053599e+06 +4.998053599e+06 +4.998373789e+06 +4.998373789e+06 +1.8047e+00 -3.0354e+00 -3.0432e+00 +3.3870e+00 +2.6589e+00 -2.2406e+00 +3.1795e+00 +6.2456e-02 +3.0315e+00 +1.4235e+00 -1.0939e+00 +4.2447e+00 +3.0882e+00 +2.9133e-01 -1.4512e+00 +2.7699e+00 +4.1161e+00 +2.2133e+00 +3.6499e+00 -4.6893e-01
174 +3.718042246e+06 +3.718042246e+06 +3.718362436e+06 +3.718362436e+06 +9.0980e-01 -4.2995e+00 -2.9718e+00 +1.8054e+00 -1.0022e+00 -4.6515e+00 -7.4111e-01 -2.3728e+00 +1.2139e-01 -4.7900e+00 -2.7216e+00 -4.9565e+00 +1.2876e+00 -3.7450e+00 -1.3623e+00 -2.2348e+00 +4.3246e+00 -9.5913e-01 +4.1189e+00 +1.8718e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.848105080e+07 +2.848105080e+07 +2.848094656e+07 +2.848094656e+07 -2.5508e+00 +9.6587e-01 +4.0399e+00 +1.4191e+00 -3.1194e+00 -1.9151e+00 +4.7066e+00 +2.4380e+00 -2.4653e-01 +2.5521e+00 +9.1017e-01 +3.1569e+00 -9.1968e-01 +1.9899e+00 -4.5043e+00 -1.5894e-01 -4.8427e+00 +2.0002e-01 +3.8563e+00 -5.9306e-01
3 +2.069106697e+07 +2.069106697e+07 +2.069096273e+07 +2.069096273e+07 -1.4226e+00 -4.6966e+00 +1.1208e+00 +2.9308e+00 +2.4114e+00 -2.2054e+00 -9.7243e-01 -3.4003e+00 +2.3887e+00 +4.1892e+00 -2.4421e+00 +3.6822e+00 +1.1969e+00 +3.4070e+00 -1.3975e+00 +4.4312e+00 -1.3421e+00 +3.4684e+00 -2.5220e+00 -4.0177e+00
8 +1.130971468e+07 +1.130971468e+07 +1.130961044e+07 +1.130961044e+07 +5.2054e-03 -3.6417e+00 -1.7219e+00 -4.2977e+00 +2.2476e+00 +1.3685e+00 +1.3724e+00 +4.5319e+00 +3.9406e+00 +1.4465e+00 +2.8568e+00 -4.2344e+00 +1.4372e+00 -1.9732e-01 +1.7478e+00 -1.1469e+00 +7.8469e-01 -2.4152e+00 -2.0307e+00 -1.5298e+00
10 +8.896511803e+06 +8.896511803e+06 +8.896407563e+06 +8.896407563e+06 +3.1691e+00 +4.3997e+00 -1.3275e+00 -4.5607e+00 +3.1880e+00 -2.5532e+00 +3.9089e+00 +3.0603e+00 -5.1669e-01 +1.5124e+00 +5.2505e-01 +1.1785e+00 +1.5974e+00 +2.4870e+00 -4.9481e+00 -3.9773e+00 +4.5891e+00 +1.9074e+00 +1.0245e+00 -2.6225e+00
11 +6.069884373e+06 +6.069884373e+06 +6.069780133e+06 +6.069780133e+06 -1.5652e+00 -4.6500e+00 +1.6745e+00 +2.3149e+00 -3.2845e+00 -3.9927e+00 -1.6715e+00 -8.7338e-02 +1.8707e+00 +7.5590e-02 +1.2035e+00 +4.8181e+00 -2.3934e+00 +2.4570e+00 +1.5857e+00 +1.5549e+00 +2.5629e+00 +1.4458e+00 +9.7566e-01 -4.3435e+00
83 +1.940151484e+06 +1.940151484e+06 +1.940047244e+06 +1.940047244e+06 -4.9377e+00 -2.5537e+00 -3.7228e+00 +3.0763e+00 -1.7401e+00 -3.4015e+00 +4.8817e+00 +3.2026e+00 -3.4238e+00 +2.0802e+00 -4.7048e+00 +4.1432e+00 -1.0895e-01 -3.0332e+00 +1.6049e+00 -2.8872e+00 +1.3847e+00 -1.2403e+00 +4.4842e-01 -3.2002e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.962718104e+06 +9.962718104e+06 +9.961718104e+06 +9.961718104e+06 +1.5692e+00 -3.1838e+00 -2.2856e+00 +7.7628e-01 -3.6281e+00 +3.9501e+00 -2.7649e+00 +1.8907e+00 +5.9924e-01 +3.4293e+00 -2.8292e+00 +1.2734e-01 -1.6592e+00 -2.9676e+00 -4.4866e+00 +1.5728e+00 -4.9832e+00 +8.7574e-02 -6.6573e-01 +2.5176e+00
13 +2.929633213e+06 +2.929633213e+06 +2.928633213e+06 +2.928633213e+06 +6.1752e-03 -4.7553e-01 +3.1309e-01 +1.8449e+00 -3.4578e+00 -4.3675e+00 +4.0286e+00 -1.3375e+00 +3.6938e+00 -5.6303e-01 -4.0691e-01 -3.8276e+00 +2.6749e+00 -3.7559e+00 +1.1504e+00 +2.6550e+00 -9.1800e-01 -4.5147e+00 +5.7400e-02 -3.7356e-01
31 +2.362891680e+06 +2.362891680e+06 +2.361891680e+06 +2.361891680e+06 +3.5952e+00 +2.9566e+00 -2.6101e+00 +1.5452e+00 +4.6494e+00 -2.4830e+00 -4.9075e+00 -2.3752e+00 +3.8509e-01 -2.6287e-01 -2.9178e+00 +4.2990e+00 -4.0679e+00 -9.5420e-01 +4.0930e+00 +4.0874e+00 +2.4650e+00 -3.9387e+00 +1.5274e+00 +1.2675e+00
125 +9.984843765e+05 +9.984843765e+05 +9.974843765e+05 +9.974843765e+05 -2.8824e+00 +4.2714e-01 -4.5677e+00 +4.2825e-01 +3.4737e+00 +3.6159e-01 +1.0620e-01 +1.7765e+00 -2.6004e+00 +1.4849e+00 +3.8687e+00 +2.2100e+00 +1.5405e+00 +1.6470e+00 -4.2635e+00 +4.0173e+00 +2.1594e+00 -2.9661e+00 +6.3354e-01 +1.2313e-01
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.094295671e+07 +1.094295671e+07 +1.094292042e+07 +1.094292042e+07 +4.3819e+00 -7.9195e-01 -1.0886e-01 -1.7531e+00 -5.4761e-01 -1.7631e+00 -1.7167e+00 +9.8938e-01 -2.7917e-02 -3.8123e+00 +3.2248e+00 -3.7160e+00 -1.9178e+00 +4.4853e+00 +1.9028e-01 -4.1611e+00 -5.0063e-01 +7.9526e-01 -3.6428e+00 -1.7797e+00
6 +5.573366630e+06 +5.573366630e+06 +5.573330340e+06 +5.573330340e+06 -1.2226e+00 -4.9324e+00 -2.4784e+00 +3.7689e+00 -2.2839e+00 +9.3902e-01 -9.1556e-01 -7.4781e-01 +2.1801e+00 -3.8799e-01 -4.4922e+00 -4.4042e+00 -2.2166e+00 +2.9853e+00 -1.6843e+00 -2.3443e+00 -1.4902e+00 +4.3680e-01 -2.2945e+00 -5.2312e-01
8 +3.974734955e+06 +3.974734955e+06 +3.974698665e+06 +3.974698665e+06 -4.1318e+00 -4.0709e+00 +1.5256e+00 -8.6426e-01 -1.2291e+00 +2.7788e+00 +7.9781e-02 +3.4930e+00 -2.0937e+00 -1.7223e+00 +1.7042e+00 -1.1160e+00 -1.0440e+00 +3.5027e+00 +1.1830e+00 -1.8509e+00 +1.7159e+00 +1.5649e+00 -2.2843e+00 -6.3142e-01
179 +9.615262539e+05 +9.615262539e+05 +9.614899639e+05 +9.614899639e+05 +4.8723e+00 +1.9510e-01 +1.2655e+00 +4.5935e+00 +3.3252e-01 +3.0153e+00 +2.5610e+00 +4.9534e+00 +4.0826e+00 -3.1230e+00 -1.1090e+00 -1.9784e+00 +4.7029e+00 -2.8788e+00 +5.3077e-02 +9.2683e-01 +1.0053e+00 +2.6191e+00 -7.1531e-01 +5.1022e-01
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.183024679e+07 +1.183024679e+07 +1.183019839e+07 +1.183019839e+07 +9.9088e-01 -2.9058e+00 +3.8234e-01 -7.9656e-01 -3.1184e+00 +8.7681e-01 -3.2208e+00 +9.7436e-01 +4.2732e+00 -1.6895e+00 +1.4477e+00 -4.8294e+00 -4.8757e+00 +2.6375e+00 -4.8644e+00 +3.1145e+00 +3.0431e+00 +1.5604e+00 -3.6486e+00 -6.3681e-01
10 +3.229319930e+06 +3.229319930e+06 +3.229271530e+06 +3.229271530e+06 +3.2490e+00 -3.6183e+00 +1.1020e-01 +4.0626e+00 -2.3763e+00 +1.8085e+00 +4.0994e+00 -2.3345e-01 +3.8527e+00 -4.4830e+00 +3.3512e+00 -1.0843e+00 +3.0739e+00 -2.1024e+00 +5.7283e-01 +3.4388e+00 -2.0948e+00 -1.1842e+00 -3.7329e-01 -1.7016e-01
22 +1.780979975e+06 +1.780979975e+06 +1.780931575e+06 +1.780931575e+06 -7.7204e-02 -2.3611e+00 +3.4854e+00 -7.9237e-01 +3.8047e+00 -2.4598e+00 +1.9214e+00 +2.5154e+00 -4.0741e-01 +2.7737e-01 -4.3661e+00 +8.2844e-01 +2.3294e+00 -1.4816e+00 +2.4541e+00 -3.5819e+00 -2.9501e+00 -2.1045e+00 -9.1914e-01 -1.7602e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.749212351e+07 +1.749212351e+07 +1.749312351e+07 +1.749312351e+07 +4.9143e+00 +3.2245e+00 +9.5488e-03 -2.2116e+00 -2.5348e+00 -4.4409e+00 +2.4636e+00 +2.5259e+00 -1.3290e+00 +4.7484e+00 -1.4585e+00 +2.6049e+00 +1.4665e+00 +3.2119e-01 +2.4223e-01 -2.1542e-02 +3.2341e+00 -3.9709e+00 -3.2912e+00 +2.4074e+00
3 +1.489866970e+07 +1.489866970e+07 +1.489966970e+07 +1.489966970e+07 -2.4768e+00 +4.9722e+00 -1.9430e+00 -4.2306e+00 -2.5546e+00 -5.8581e-01 +4.0620e+00 -3.4550e+00 +8.8673e-01 -4.4202e+00 +1.9148e+00 +4.6973e+00 +1.4351e+00 +4.7203e+00 +4.4206e+00 -1.6454e+00 -4.9276e+00 -1.1181e+00 -1.2878e+00 +2.3758e+00
5 +3.953376146e+06 +3.953376146e+06 +3.954376146e+06 +3.954376146e+06 +2.2504e+00 -1.7957e-02 -1.6941e+00 -2.2489e+00 +4.8614e+00 +3.7334e+00 -3.1439e+00 +4.9568e+00 -3.7297e+00 -2.0918e-01 +1.2520e-01 +1.6774e+00 -3.8516e+00 +1.9468e+00 +4.7115e+00 +1.8335e+00 -5.8641e-01 +2.9680e+00 +2.2626e+00 +2.1512e+00
188 +1.859904415e+06 +1.859904415e+06 +1.860904415e+06 +1.860904415e+06 +3.0108e+00 +4.8699e+00 -1.2809e+00 -2.1951e+00 +1.4550e+00 -4.3976e+00 +1.3000e+00 +3.6439e+00 -1.4815e+00 -3.7721e+00 -2.9862e+00 -3.1415e+00 -6.4413e-02 -2.1538e+00 +6.3168e-01 -3.1905e-01 +1.6116e+00 +2.2045e+00 +7.4511e-01 +2.3711e+00
% function evaluation | noise-free fitness - Fopt (3.261100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.456661426e+07 +1.456661426e+07 +1.456694037e+07 +1.456694037e+07 +3.7773e+00 +2.5339e+00 -2.9154e+00 -4.2901e+00 +6.7698e-01 +1.8477e+00 -3.6123e+00 -2.7034e-01 +3.8260e+00 +3.0594e+00 -4.1591e+00 -1.2687e+00 -2.6984e+00 +3.1172e+00 +2.0248e+00 -4.7025e+00 +4.7768e+00 +1.8236e+00 -2.8909e+00 -8.5328e-01
4 +9.296921763e+06 +9.296921763e+06 +9.297247873e+06 +9.297247873e+06 -3.6637e+00 -4.7375e+00 +2.7801e+00 -2.8604e+00 -1.8120e-01 +2.3917e+00 +2.5955e+00 +2.0983e+00 -3.2390e+00 +2.2030e+00 -4.6099e+00 +1.1760e+00 +1.8435e+00 +5.2288e-01 +1.0479e+00 -7.1869e-01 +2.1548e+00 -1.2850e+00 -4.4538e+00 -3.4238e+00
44 +2.509387954e+06 +2.509387954e+06 +2.509714064e+06 +2.509714064e+06 -3.1311e+00 +4.0072e+00 -6.3411e-01 +9.5265e-01 -3.4205e-02 -3.4580e+00 +1.4020e-01 -3.5749e+00 -6.4790e-01 +4.6826e+00 -2.0800e+00 +3.3896e+00 -2.7061e+00 +2.7110e+00 -3.4520e+00 +3.5784e+00 -2.7714e+00 +2.9417e+00 -4.0748e+00 -1.9549e+00
% function evaluation | noise-free fitness - Fopt (-4.682000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.655360781e+07 +1.655360781e+07 +1.655356099e+07 +1.655356099e+07 -1.9362e+00 +4.6970e+00 +2.5802e+00 -1.2058e+00 +3.8717e+00 -4.5758e+00 -3.7403e+00 -3.3461e+00 -6.0043e-01 -4.5471e+00 -4.5596e+00 +9.3148e-01 -3.5771e-01 -4.6184e+00 -6.9569e-01 -2.0411e+00 +2.5073e+00 -4.1216e+00 +4.7741e+00 -4.8523e+00
3 +1.156578888e+07 +1.156578888e+07 +1.156574206e+07 +1.156574206e+07 -3.1152e+00 +2.6935e+00 +4.3841e+00 -4.6550e+00 -2.6193e+00 +4.1360e+00 +2.8207e+00 +4.5841e+00 -1.9834e+00 -4.4848e+00 -1.0344e+00 -4.7450e+00 +2.3889e-01 -2.0107e+00 -2.4690e+00 -1.8204e+00 -2.7753e+00 +3.2880e+00 +1.0896e+00 -3.1306e+00
5 +3.128041108e+06 +3.128041108e+06 +3.127994288e+06 +3.127994288e+06 +1.4910e+00 +3.2768e+00 +2.4031e+00 +3.7416e+00 -1.3189e-01 +3.2278e+00 +4.6425e-02 -2.3979e+00 -2.3000e+00 -3.8227e+00 +6.7446e-01 -4.6832e+00 -2.6065e+00 -4.1698e+00 -2.2548e+00 -1.3911e-01 +4.4255e+00 -6.4466e-01 -7.1374e-01 -2.7058e+00
117 +2.218217021e+06 +2.218217021e+06 +2.218170201e+06 +2.218170201e+06 -1.7682e-01 -1.4977e-02 +1.2110e+00 -1.6739e+00 -1.3472e+00 -4.5750e+00 -3.3752e+00 -2.5431e+00 +1.6926e+00 +7.0891e-01 -7.5708e-01 +4.4097e+00 +6.0791e-01 +7.2660e-01 -5.9205e-01 +2.4518e+00 -9.4440e-02 -3.9811e+00 +2.7859e-01 -2.5523e+00
% function evaluation | noise-free fitness - Fopt (-5.563000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702605227e+07 +2.702605227e+07 +2.702599664e+07 +2.702599664e+07 -3.8651e-01 +3.3511e+00 -3.8630e+00 -3.5956e+00 +3.1373e-01 +7.1445e-01 +3.8572e+00 -4.1291e+00 -3.5088e+00 -4.1208e+00 +4.4660e+00 +3.5979e+00 -2.9349e+00 +4.0670e+00 -4.7000e+00 -2.4069e+00 -2.5950e+00 -4.8421e+00 +4.9244e+00 -3.3535e+00
2 +1.429934037e+07 +1.429934037e+07 +1.429928474e+07 +1.429928474e+07 -4.2543e+00 +1.4585e+00 +6.7127e-01 +1.6397e+00 +1.2119e+00 +3.1982e+00 -3.9006e+00 +3.2359e+00 -2.4124e+00 +3.1184e+00 +4.6748e-01 +8.1667e-01 -2.5234e+00 -1.7009e+00 +2.6865e-01 -7.7652e-01 +3.2468e+00 -1.3042e+00 -3.1658e+00 +8.1723e-01
7 +8.943013048e+06 +8.943013048e+06 +8.942957418e+06 +8.942957418e+06 -4.3227e+00 -1.8869e+00 -2.1911e+00 -4.3636e+00 +1.2652e+00 +2.7681e-01 -4.7343e+00 +1.0507e+00 -4.1515e+00 -4.0268e+00 +3.9441e+00 +2.7174e+00 -2.1534e+00 +3.0917e+00 -2.1316e+00 +4.5809e+00 +3.1002e-01 +7.0772e-01 -6.0715e-01 +2.4646e+00
16 +4.641922278e+06 +4.641922278e+06 +4.641866648e+06 +4.641866648e+06 +2.9250e+00 -1.0179e+00 -4.6275e+00 +4.8585e+00 -2.0094e+00 +4.7572e+00 -2.5238e+00 +2.3390e+00 +4.3571e+00 +4.7670e+00 -4.8696e-03 -1.3002e+00 -3.0327e+00 -1.9594e+00 -2.0061e+00 -4.4336e+00 +2.6259e+00 -3.7015e+00 +7.7680e-01 +2.6270e-01
33 +2.644866239e+06 +2.644866239e+06 +2.644810609e+06 +2.644810609e+06 +3.2139e-01 +2.9005e+00 +3.0270e+00 -4.5753e+00 +2.8915e+00 -3.0398e+00 +2.2084e-01 +3.4209e+00 +7.3871e-01 +4.5301e+00 +2.1329e+00 +4.5233e+00 +2.8432e+00 -2.2349e+00 +3.6053e-01 +4.3900e+00 +1.6470e+00 -1.7794e+00 +2.6740e-01 +4.6113e-01
% function evaluation | noise-free fitness - Fopt (3.460000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.782812958e+07 +6.782812958e+07 +6.782816418e+07 +6.782816418e+07 +1.3932e+00 -1.0388e+00 -1.0351e+00 -4.0923e+00 -1.9066e-01 +3.3189e+00 +3.3942e+00 -3.9453e+00 +3.7838e+00 +1.9960e+00 -1.8100e+00 -3.0578e+00 +4.8501e-01 -3.3871e-01 +9.2467e-02 +6.4171e-01 -1.5868e+00 -4.9628e+00 +4.6874e+00 -3.2193e+00
2 +2.160255976e+07 +2.160255976e+07 +2.160259436e+07 +2.160259436e+07 +1.4716e+00 +3.7162e+00 -3.0546e+00 +3.0653e+00 -2.2380e+00 -2.6160e+00 +1.8057e+00 -8.5483e-01 +2.7870e+00 -1.5511e+00 -3.0942e+00 -1.4369e+00 +4.4081e+00 +4.2718e-01 -3.2617e-01 +1.3286e+00 +4.3466e+00 +4.4795e+00 -1.4929e+00 -1.2546e+00
3 +1.197794229e+07 +1.197794229e+07 +1.197797689e+07 +1.197797689e+07 -2.9523e+00 +1.7907e+00 -2.9403e+00 +4.6045e+00 -4.1876e+00 -2.9280e+00 -3.7877e+00 -1.5953e+00 +9.3172e-01 +4.3335e+00 -1.7303e+00 -1.7712e+00 +3.9656e+00 +4.5955e+00 -3.0000e+00 -2.2654e+00 +3.0146e+00 -3.9904e+00 -3.2691e+00 +4.5006e+00
9 +8.280832241e+06 +8.280832241e+06 +8.280866841e+06 +8.280866841e+06 +4.2416e+00 -2.9286e+00 +3.1581e+00 -3.5735e+00 +1.8208e+00 +2.2020e+00 +1.4366e+00 -3.4505e+00 -4.1368e+00 +1.9365e+00 -4.7234e+00 +2.2678e+00 +8.7935e-01 +2.4750e+00 -1.3091e+00 -8.6575e-01 -3.4706e+00 +9.8628e-01 -1.1930e-01 +4.5076e+00
36 +4.310585247e+06 +4.310585247e+06 +4.310619847e+06 +4.310619847e+06 +8.0256e-01 +1.2131e+00 +2.8517e-01 +4.9337e+00 -1.4311e+00 -2.1204e+00 +3.0325e-01 -4.3429e+00 -7.7542e-01 +5.7931e-01 +1.0713e+00 -3.9776e+00 +7.5165e-01 +2.4288e+00 -3.9846e+00 -1.9579e+00 +3.1615e+00 +1.6232e+00 +1.5468e+00 +3.1100e+00
65 +7.405439688e+05 +7.405439688e+05 +7.405785688e+05 +7.405785688e+05 -4.6413e-01 -4.1694e+00 +1.7470e+00 +3.2971e+00 -3.5039e-01 +1.0922e+00 +2.3396e+00 +1.7632e-02 +3.3557e+00 +2.4092e+00 -3.4360e+00 +5.1015e-01 +7.9968e-01 -1.7143e+00 -1.7822e+00 -2.2074e+00 +4.8691e+00 +2.2540e+00 -1.4825e+00 +2.9927e+00
% function evaluation | noise-free fitness - Fopt (8.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.048848036e+07 +2.048848036e+07 +2.048856852e+07 +2.048856852e+07 +3.0593e+00 -9.6922e-01 +1.9483e-01 -2.8737e+00 +1.2285e+00 +3.2248e+00 +3.6773e+00 +3.5405e-02 +3.2309e+00 +4.5372e+00 -1.2300e+00 -1.3158e+00 +2.4332e+00 +5.4233e-01 -3.4876e+00 -3.0276e+00 -4.4289e+00 +9.6840e-01 +3.4566e+00 +2.5924e+00
2 +1.174369791e+07 +1.174369791e+07 +1.174378607e+07 +1.174378607e+07 -3.2421e-01 -3.3173e+00 +3.8489e+00 +2.8959e+00 -1.0331e+00 -4.5665e+00 -1.9708e+00 -1.3340e+00 -8.1686e-01 -5.2455e-02 -1.8937e+00 +2.5963e+00 -3.4314e+00 +4.8690e+00 -4.7767e+00 +4.2298e+00 -2.5450e+00 -4.9890e-01 +3.1503e+00 -2.4047e+00
3 +4.012291064e+06 +4.012291064e+06 +4.012379224e+06 +4.012379224e+06 +1.6196e+00 -3.2508e+00 +3.2451e+00 -1.7106e+00 +4.8875e+00 -2.5100e+00 +1.9778e+00 -8.7299e-01 +2.2571e+00 +1.6926e+00 +3.0840e+00 +4.6127e+00 +1.6064e+00 +1.3822e+00 -3.6584e+00 -2.4045e+00 -2.6970e+00 -3.2428e+00 +1.3264e+00 +7.6734e-01
23 +2.212460949e+06 +2.212460949e+06 +2.212549109e+06 +2.212549109e+06 +1.8116e+00 +3.5752e+00 +3.7997e+00 -9.2835e-02 -4.5368e+00 +3.9091e+00 -2.8713e+00 +3.6356e+00 +1.6148e+00 -4.9897e+00 +1.8392e+00 +4.5384e-01 -1.8203e+00 +3.4157e+00 +4.0573e+00 -2.8994e-01 -3.1248e+00 -3.7226e+00 +1.8555e+00 -4.3305e-01
% function evaluation | noise-free fitness - Fopt (-1.866200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.276811896e+06 +4.276811896e+06 +4.276625276e+06 +4.276625276e+06 +3.3415e+00 +3.8559e+00 -1.5136e+00 +3.9154e-01 +1.7857e+00 +8.0389e-01 +3.2532e+00 -1.2647e+00 -1.7932e-01 -2.1475e+00 +3.4395e-01 +4.8047e+00 -2.8094e+00 -3.5302e+00 +2.8634e+00 +2.8290e+00 +1.6707e+00 +1.7283e+00 -3.2619e+00 +2.9209e-01
24 +1.406925140e+06 +1.406925140e+06 +1.406738520e+06 +1.406738520e+06 -4.5879e+00 +1.7774e+00 -4.7007e+00 -3.0722e+00 -3.0322e+00 -1.1684e+00 +2.5261e+00 +2.1556e+00 -4.1870e+00 +1.6253e+00 -3.3751e+00 -4.9257e+00 +3.7161e+00 -4.0307e+00 +1.4587e+00 -4.1834e+00 +2.1857e+00 +2.6197e+00 -3.3137e+00 +1.1424e+00
