% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
13 +1.511947410e+03 +1.511947410e+03 +1.470207410e+03 +1.470207410e+03 +3.1734e+00 -3.9627e+00 +2.3417e+00 -3.3602e+00 -3.0891e+00 -1.0456e+00 -4.9903e+00 +4.2192e-01 +2.6863e+00 +4.0405e+00 +3.6660e+00 +1.8880e+00 +1.5982e+00 +1.0110e+00 -9.3433e-01 +2.5370e-01 +3.4644e-01 +1.7414e+00 -1.1940e+00 +3.1321e+00
30 +7.545969016e+02 +7.545969016e+02 +7.128569016e+02 +7.128569016e+02 +2.5030e+00 +1.1096e+00 -1.9560e+00 +2.7314e+00 -2.9840e+00 +2.8715e+00 +1.5280e+00 -1.5247e-01 -7.7995e-02 -1.6020e+00 -1.9173e+00 +3.1516e+00 +1.9581e+00 -9.9470e-01 -1.3210e-01 -1.4323e+00 -3.5717e+00 -2.3548e+00 -1.9222e+00 +3.6982e+00
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.088399848e+03 +2.088399848e+03 +1.593539848e+03 +1.593539848e+03 -4.3438e+00 +3.3591e+00 +5.7404e-01 -2.0390e-01 -2.5366e-02 +4.9550e+00 -1.7942e+00 -5.4495e-01 +1.7509e+00 -1.0327e+00 +2.1111e+00 +1.3161e+00 -4.4860e+00 -3.5067e+00 -4.0583e+00 +2.4613e+00 +3.5472e-02 +3.0684e+00 -4.1972e+00 +3.3527e+00
3 +1.267349544e+03 +1.267349544e+03 +7.724895439e+02 +7.724895439e+02 -2.6397e+00 +6.9587e-01 +2.0147e+00 +3.3174e+00 +1.8368e+00 -2.0448e-01 +7.3012e-01 -5.2863e-01 +4.3212e+00 -9.5402e-01 +4.4548e+00 -1.0199e+00 -4.1182e+00 -5.6114e-02 -1.7693e+00 +4.6461e-02 -2.4732e+00 -2.1064e+00 +1.7982e+00 +4.2675e+00
20 +6.207221105e+02 +6.207221105e+02 +1.258621105e+02 +1.258621105e+02 +9.4675e-01 +1.6370e+00 +1.3854e+00 -4.2571e+00 -1.8443e+00 -2.6077e+00 -3.1194e+00 +3.4525e+00 +4.6290e+00 +6.0645e-01 +2.0207e+00 +1.1475e+00 +1.9325e+00 -1.9919e+00 +5.4676e-01 -1.0799e+00 +8.9840e-01 -7.3118e-01 +4.1585e+00 +2.1746e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.696381100e+03 +7.696381100e+03 +8.044781100e+03 +8.044781100e+03 +4.3067e+00 -2.6146e-01 +1.8214e+00 +2.5178e+00 +4.0483e+00 +2.6754e+00 -2.5590e+00 +9.6823e-01 +3.5227e-02 -1.1494e+00 -3.3283e-01 +3.0008e+00 -4.4734e+00 +4.1107e+00 -7.0591e-01 -2.6155e+00 -1.2252e+00 -1.5606e+00 +4.6974e+00 -4.2685e+00
2 +9.735398493e+02 +9.735398493e+02 +1.321939849e+03 +1.321939849e+03 +3.4418e-01 -3.6561e+00 +1.2958e+00 -2.5263e+00 -4.0623e+00 -4.1879e+00 +3.1420e+00 -3.3749e+00 -4.1753e+00 +2.5375e+00 -2.2291e+00 +4.1882e+00 -2.7521e+00 +3.0748e+00 -3.5476e+00 -1.1081e-01 -1.1239e+00 +2.4005e+00 -8.0115e-01 -1.1189e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.018814504e+03 +2.018814504e+03 +2.022584504e+03 +2.022584504e+03 -4.2478e+00 -1.4715e+00 -2.9879e+00 +2.1329e+00 -1.9499e+00 -4.9736e+00 +2.2861e+00 -3.4616e+00 +2.7473e+00 -2.0399e+00 -2.2878e+00 +8.2450e-01 -2.6987e+00 +2.3678e+00 -1.6985e+00 +4.9304e+00 +1.3007e-01 -3.4200e+00 -3.9884e+00 +4.0940e+00
2 +1.345143723e+03 +1.345143723e+03 +1.348913723e+03 +1.348913723e+03 -2.1521e+00 -3.8232e+00 -3.2912e+00 -2.1842e+00 +3.9336e+00 +3.6835e+00 -1.7003e+00 +1.1152e+00 -1.2451e+00 -2.8759e+00 -4.5816e+00 -1.2533e+00 -3.7136e+00 +3.3541e-01 -4.7044e+00 -4.2849e+00 -2.6824e+00 -7.7128e-01 -1.1224e+00 +2.3704e-01
37 +9.405978339e+02 +9.405978339e+02 +9.443678339e+02 +9.443678339e+02 -3.2986e+00 -3.7843e+00 +3.0814e+00 +2.6623e+00 -7.9840e-01 +2.7087e-01 +2.5810e+00 +3.0160e+00 -4.4730e+00 -3.2747e+00 +4.3828e+00 -2.8246e+00 -3.7792e+00 -3.4565e+00 +1.1237e+00 +3.7448e+00 -4.3048e+00 -2.6195e+00 +6.6761e-01 -6.0468e-01
46 +3.767014677e+02 +3.767014677e+02 +3.804714677e+02 +3.804714677e+02 -1.5894e+00 +4.5446e-01 -2.9747e+00 +1.2216e+00 -3.0468e+00 -1.3630e+00 +3.1929e+00 +1.8193e+00 -2.0806e+00 +1.3196e+00 +3.2244e+00 +3.9687e+00 +1.3165e+00 -4.6668e+00 -1.1735e+00 +3.1707e+00 -1.9311e+00 -2.0192e+00 +2.5546e+00 +2.6316e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.810102303e+03 +1.810102303e+03 +1.847802303e+03 +1.847802303e+03 +7.0342e-01 +2.3858e+00 -4.3150e+00 -5.8591e-02 -3.2128e+00 +2.8654e+00 +4.7630e+00 -6.2921e-01 -3.4313e+00 +4.8451e+00 +3.6873e+00 -2.8438e+00 -1.9221e+00 +3.5100e+00 +3.2828e-02 -3.3247e+00 -1.0133e-01 -4.8568e+00 -2.2397e+00 +4.5835e+00
3 +1.448726013e+03 +1.448726013e+03 +1.486426013e+03 +1.486426013e+03 +4.6829e+00 +3.1898e+00 +9.2316e-01 -2.1565e+00 +2.1446e+00 -7.7498e-01 +1.0822e+00 +2.5959e+00 -4.7082e+00 -4.0200e+00 +1.8266e+00 +3.4318e+00 -4.4457e+00 -1.5206e+00 -2.5105e+00 -8.2726e-01 -1.6232e+00 -4.0698e+00 +3.9302e+00 -2.6827e+00
8 +8.660678839e+02 +8.660678839e+02 +9.037678839e+02 +9.037678839e+02 -2.5902e-01 -3.8563e+00 +3.6146e+00 +4.4999e-01 -2.5044e+00 +7.0007e-01 +1.9557e+00 -5.0947e-01 -4.2767e-01 +4.7347e+00 +2.7465e+00 -6.7506e-01 -1.4484e+00 -1.4320e+00 -2.1849e+00 -1.8688e+00 -1.6942e+00 -1.4740e+00 +4.5602e+00 -2.0765e-01
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.460402732e+03 +6.460402732e+03 +7.156092732e+03 +7.156092732e+03 +1.4063e+00 -4.0772e+00 +2.3543e+00 -1.5035e+00 +1.3096e+00 -4.4107e+00 +4.3052e-01 -4.7962e+00 -2.0170e+00 +7.7167e-01 +2.6400e+00 -6.5304e-01 +3.5844e-01 +7.4110e-01 +4.3519e-02 +4.5348e+00 +7.2679e-01 +1.0220e+00 +3.4771e+00 +2.4603e+00
5 +1.918638496e+03 +1.918638496e+03 +2.614328496e+03 +2.614328496e+03 -2.6416e+00 +2.6463e+00 -1.1506e+00 -1.6963e+00 -1.2990e+00 +2.9347e+00 -3.8632e+00 +9.4296e-01 +2.6314e+00 -1.0555e+00 +4.3000e+00 +1.8272e+00 -3.9615e+00 -6.8746e-01 -4.7975e+00 -3.6977e+00 +3.7689e+00 -1.8043e-01 -1.5744e+00 +2.0487e+00
8 +1.096245869e+03 +1.096245869e+03 +1.791935869e+03 +1.791935869e+03 +1.2140e+00 +3.0894e+00 -9.8256e-01 -4.3943e+00 +1.6742e+00 -1.1290e+00 +3.7692e+00 +6.9545e-01 +2.0937e+00 +1.4448e+00 +4.9783e+00 -2.2825e+00 -2.8701e+00 -1.9603e+00 +9.6676e-01 -3.8104e+00 -4.7027e+00 +3.4231e+00 -2.8010e+00 -3.3921e+00
22 +9.959449429e+02 +9.959449429e+02 +1.691634943e+03 +1.691634943e+03 +2.8953e+00 +2.1179e+00 +1.6997e+00 -6.9111e-02 +1.9415e+00 +2.1560e+00 -2.0087e+00 +3.3414e+00 +4.2356e-01 -1.1161e+00 +2.6077e+00 -1.9864e+00 +2.4067e+00 -4.6381e+00 +6.7751e-01 -3.5407e+00 -1.0521e+00 -6.0278e-01 -4.4807e+00 +4.1748e-01
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.472483522e+03 +1.472483522e+03 +1.354453522e+03 +1.354453522e+03 +4.6089e+00 +3.5426e+00 +2.6191e+00 -1.1564e+00 -1.6752e+00 +4.0361e+00 -4.6778e+00 +7.5570e-01 -3.3973e+00 -6.4927e-01 +6.3965e-01 -4.9420e-01 -1.8865e+00 +3.3341e-01 +4.4815e+00 -9.7776e-01 +4.9163e+00 -1.9141e+00 -1.4984e+00 +6.9081e-01
3 +9.451949889e+02 +9.451949889e+02 +8.271649889e+02 +8.271649889e+02 +2.2008e+00 -1.5525e+00 -7.6819e-02 -1.8354e-02 -4.4461e+00 -1.3726e-01 -2.9514e+00 +3.2732e+00 +2.4327e-01 +2.9068e+00 -2.3338e+00 +7.0445e-01 -4.9667e-01 +5.7979e-01 -3.3557e+00 +1.1946e+00 +1.0361e-01 -1.1495e+00 -4.3179e+00 -2.9233e+00
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.817020996e+03 +1.817020996e+03 +1.865180996e+03 +1.865180996e+03 +2.2791e+00 +2.9103e+00 +9.3405e-01 +1.7301e-01 +4.3169e+00 +6.6692e-01 +1.8528e+00 +4.1880e+00 +1.1373e+00 +6.7155e-01 -1.2843e+00 +1.3088e-01 +1.4075e+00 -1.7187e-01 -8.1421e-01 +1.9726e+00 +3.6646e+00 +2.6750e+00 +1.5522e+00 +4.3281e+00
2 +9.125270185e+02 +9.125270185e+02 +9.606870185e+02 +9.606870185e+02 +2.7672e+00 -4.1948e+00 -2.1497e+00 -2.2341e+00 +9.2728e-01 -4.1450e-01 -1.7617e+00 +8.1905e-02 +1.5959e+00 +1.4939e+00 -7.7004e-01 +9.2576e-03 -4.8840e+00 +2.8544e+00 -1.0141e+00 +3.2741e+00 +1.1903e+00 -2.0061e+00 -2.2826e+00 -5.2741e-01
152 +6.013211786e+02 +6.013211786e+02 +6.494811786e+02 +6.494811786e+02 +3.8031e+00 +6.9547e-01 -4.1543e+00 -3.1895e+00 -1.3147e-01 +4.1262e+00 -2.1160e+00 +5.2667e-01 -1.0822e+00 +3.1833e+00 -2.7864e+00 +4.7705e-01 +7.1630e-01 +3.7545e+00 -4.9444e+00 +9.3133e-01 +1.3724e+00 -1.9985e+00 -2.8159e+00 -2.8924e+00
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.204639584e+03 +1.204639584e+03 +1.288479584e+03 +1.288479584e+03 +2.4790e+00 -3.0924e+00 +1.6112e-01 +2.3464e+00 +4.9740e+00 +1.5483e+00 -2.9277e+00 +3.8088e+00 +3.3208e+00 +1.9997e+00 -4.5075e+00 +2.2195e+00 +1.8475e+00 +3.1756e+00 -1.8760e+00 +1.1181e+00 -2.8460e+00 -2.4856e+00 -4.4059e+00 -3.2579e+00
19 +7.827664911e+02 +7.827664911e+02 +8.666064911e+02 +8.666064911e+02 +3.7925e+00 -8.5160e-02 +4.6161e+00 +4.0302e+00 -4.0120e+00 +6.7578e-01 +2.9034e+00 -7.3746e-01 -3.3529e-01 +3.7042e+00 -6.5153e-01 -2.6010e+00 -4.2721e+00 -1.2499e+00 +1.8459e+00 +8.2880e-01 +1.1174e+00 -2.4363e-02 -4.8753e+00 -3.1583e+00
109 +6.106523072e+02 +6.106523072e+02 +6.944923072e+02 +6.944923072e+02 +8.0080e-01 -2.4149e+00 +8.4359e-01 -2.6202e+00 +2.4046e+00 +3.7986e+00 +4.8350e-01 -4.2239e+00 +1.4278e+00 -8.0550e-01 -3.7079e+00 -3.0434e+00 -2.1786e+00 -2.4865e+00 +1.1243e+00 +4.3879e+00 -1.6138e+00 +7.1319e-01 -2.5447e+00 -3.3494e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.069360910e+04 +1.069360910e+04 +1.070896910e+04 +1.070896910e+04 -4.7182e+00 -4.0286e+00 +2.0244e-02 -2.7033e+00 +2.7465e+00 -3.7507e-01 -3.5072e+00 -2.7828e+00 +1.9897e+00 -3.9766e+00 +1.1321e+00 -3.0259e+00 -1.0452e-01 -4.5052e-01 -1.8029e+00 +4.6779e+00 +4.6327e+00 -1.3788e+00 +4.9095e+00 +4.1762e+00
2 +1.679174773e+03 +1.679174773e+03 +1.694534773e+03 +1.694534773e+03 -2.0255e+00 -2.7699e-01 -2.9622e+00 -2.7298e+00 +2.8415e+00 +1.2460e+00 +1.2433e+00 -2.7939e+00 -4.3790e-01 +2.1391e-01 -2.5637e+00 -8.5339e-01 -2.3349e+00 +3.5793e+00 -9.1061e-01 +1.2316e+00 -2.5230e+00 -4.3552e+00 -4.0999e+00 +1.0627e+00
7 +1.088598547e+03 +1.088598547e+03 +1.103958547e+03 +1.103958547e+03 -1.3620e+00 -2.2676e+00 -3.2917e+00 -3.7003e+00 +4.3010e-01 -2.2214e+00 +1.2973e+00 +4.7917e+00 -8.3432e-01 -4.9802e+00 +7.8680e-01 -3.4932e+00 -3.1175e-01 +4.6537e+00 +4.1572e+00 -3.7172e+00 +4.7530e+00 +4.7647e+00 -4.2115e+00 -1.2255e+00
19 +9.802990353e+02 +9.802990353e+02 +9.956590353e+02 +9.956590353e+02 -2.5861e+00 -4.8069e+00 +2.7420e+00 -6.1908e-01 -1.7852e+00 -1.4387e+00 +1.6275e+00 +2.0498e+00 -6.9210e-01 +4.2569e-01 -4.0434e+00 +1.2966e-01 +1.4557e+00 -3.0188e+00 +1.4735e+00 -4.8170e+00 +3.6032e+00 +2.4282e+00 -1.5380e+00 +1.2966e+00
