% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.853798923e+05 +1.853798923e+05 +1.852895623e+05 +1.852895623e+05 +9.6736e-01 -1.3867e+00 -7.6086e-01 -2.6766e+00 -3.9854e+00 +2.9507e+00 -3.7576e+00 -3.8285e+00 +3.5112e-01 -1.7465e+00 -1.9731e+00 +1.8370e+00 +6.4138e-01 -4.2582e+00 -2.4084e+00 -4.6258e+00 +3.2069e-01 -8.6479e-01 -2.6597e-01 -3.0732e+00
14 +8.985458475e+04 +8.985458475e+04 +8.976425475e+04 +8.976425475e+04 -8.8953e-01 -6.5305e-01 +2.1095e+00 +1.2904e+00 +8.0575e-01 -1.0361e+00 -2.1231e-01 +2.4027e+00 +1.2971e+00 +5.1662e-01 +2.7414e+00 -6.1240e-01 -2.1028e+00 +4.6295e+00 +1.9762e+00 +2.9377e+00 +2.5337e+00 +2.2801e+00 +1.1154e+00 +3.7413e+00
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.509399616e+05 +5.509399616e+05 +5.510055716e+05 +5.510055716e+05 -9.5867e-01 +3.7230e+00 +2.2791e+00 -1.0477e+00 +4.4358e+00 +1.3609e+00 -2.8276e+00 -4.7483e+00 +3.2532e+00 +4.0489e+00 +4.4782e+00 +1.3786e+00 -1.9164e-01 -3.6257e+00 -1.8993e+00 +3.0056e+00 +2.2547e+00 -4.0469e+00 -1.1355e-01 -2.3467e+00
5 +3.264149292e+05 +3.264149292e+05 +3.264805392e+05 +3.264805392e+05 -3.9239e+00 -4.9976e+00 +1.6961e+00 -1.9344e+00 +1.9965e+00 -2.4151e+00 +4.0901e-01 +3.1892e+00 -3.5932e+00 -3.9626e+00 -4.6523e+00 +2.3145e-01 +4.9423e+00 +1.4303e+00 -9.2687e-01 -1.6885e+00 -1.4807e+00 -3.3948e+00 -4.9674e+00 -3.8250e+00
9 +1.787369668e+05 +1.787369668e+05 +1.788025768e+05 +1.788025768e+05 +1.3235e+00 +3.1054e+00 -3.8636e-01 +1.6326e+00 -3.7032e+00 -2.3058e+00 -4.1136e-01 -7.0579e-01 +2.6662e+00 -2.7452e-01 -4.8812e+00 -1.9492e+00 -2.6682e-01 +1.6551e+00 +1.8988e+00 +1.8531e+00 +2.0712e+00 +2.5580e+00 +3.2662e+00 +1.1109e+00
15 +1.344428153e+05 +1.344428153e+05 +1.345084253e+05 +1.345084253e+05 +2.4730e+00 -3.5284e+00 -4.4030e+00 +1.2207e+00 -3.3661e+00 -3.9266e-01 +3.6224e+00 +3.6193e+00 -9.5272e-01 -3.4301e+00 +2.4211e+00 -4.9504e+00 +7.5742e-01 +4.8432e-01 -1.1740e+00 -3.8078e-01 +3.5134e-01 -1.4161e+00 +1.3819e+00 -1.9221e-01
38 +9.293470212e+04 +9.293470212e+04 +9.300031212e+04 +9.300031212e+04 -9.6872e-01 +1.8089e+00 -8.2803e-02 -3.0228e+00 -1.4977e+00 +7.1107e-01 +3.1117e+00 -1.0630e+00 -2.2766e+00 +1.0488e+00 -3.8354e+00 +1.0085e-01 +1.1670e+00 +9.5564e-01 -3.7214e+00 -4.0348e+00 -1.5887e+00 +1.0603e+00 +1.4954e+00 +1.1578e-01
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.306188778e+05 +1.306188778e+05 +1.306035178e+05 +1.306035178e+05 +4.2860e+00 -1.1523e+00 +3.3598e+00 +6.2548e-02 -2.4667e+00 +1.8843e+00 +3.4576e+00 +1.3708e-01 +2.9331e+00 +8.4268e-02 -6.0771e-02 +2.1137e+00 -2.1543e+00 -7.4592e-01 -3.4529e-01 -2.5459e+00 -2.5641e+00 +2.4187e+00 +3.7997e+00 -1.3163e+00
43 +9.374294280e+04 +9.374294280e+04 +9.372758280e+04 +9.372758280e+04 -1.8350e+00 +3.1487e+00 +3.0870e+00 +2.4378e+00 +1.0634e+00 +1.7147e+00 +1.6733e+00 +3.3944e+00 -4.3368e-01 -1.4703e+00 +2.0516e+00 -9.2569e-01 +3.5437e+00 +1.0636e+00 -1.4836e-01 +1.1580e+00 +3.1925e+00 +3.2504e+00 +4.1169e+00 +1.8081e+00
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.940369138e+05 +4.940369138e+05 +4.940237338e+05 +4.940237338e+05 +2.1439e+00 -4.5119e-01 -1.6142e+00 +4.4248e+00 -2.2286e-01 -4.2475e-01 -2.1279e+00 -4.9580e+00 +3.7738e+00 +2.1506e+00 +2.2793e-01 -4.2662e+00 -3.4236e+00 +1.7797e+00 +3.2590e+00 -3.8451e+00 +3.5511e+00 -3.1677e+00 +7.3724e-01 -3.6140e+00
2 +3.212161184e+05 +3.212161184e+05 +3.212029384e+05 +3.212029384e+05 +9.4640e-01 +4.4761e+00 +2.9255e+00 -2.8248e-01 +1.7719e+00 -2.8155e+00 +3.2027e+00 -5.8562e-01 +4.2365e+00 -3.0135e+00 +2.7120e+00 +3.4200e-01 -8.0639e-01 -4.6799e+00 +3.8490e-01 +1.4988e+00 -4.7937e+00 -8.1447e-02 -1.8614e+00 +2.8100e-01
10 +2.242525101e+05 +2.242525101e+05 +2.242393301e+05 +2.242393301e+05 +3.0219e+00 -4.8623e-01 +1.8947e-03 +7.8230e-02 +1.5986e-01 -4.9044e+00 -2.7890e+00 +3.2102e+00 -2.7635e+00 +1.1734e+00 +4.6127e+00 +3.9642e-01 -4.7105e+00 -6.5336e-01 +2.2867e+00 +1.3392e+00 +7.2522e-01 +3.9900e+00 +2.5501e+00 -3.0884e+00
47 +9.031568076e+04 +9.031568076e+04 +9.030250076e+04 +9.030250076e+04 -2.5196e+00 -2.4889e+00 -7.6082e-01 -2.7785e+00 -3.3199e+00 +1.7085e+00 +1.0880e+00 -1.6959e+00 -3.2427e+00 -1.1141e+00 -2.0634e+00 -3.8176e-01 -2.4602e+00 -2.2842e+00 +2.0489e+00 +2.4129e+00 -1.0699e-01 +3.9927e+00 +1.8745e+00 +1.2826e+00
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.325586773e+05 +8.325586773e+05 +8.324981573e+05 +8.324981573e+05 +3.5346e+00 +1.2053e+00 -4.3392e+00 +4.7591e+00 +9.7623e-01 +4.9639e+00 -4.9866e+00 +3.5911e+00 -3.7538e+00 +3.6248e+00 +3.4391e+00 +3.8296e+00 -4.3377e+00 -3.8960e+00 +2.0603e+00 +3.2043e+00 +8.5481e-01 +2.3811e+00 -2.2583e+00 +3.1698e+00
2 +4.275461684e+05 +4.275461684e+05 +4.274856484e+05 +4.274856484e+05 -2.0838e+00 +3.2722e+00 +4.5958e+00 -3.0721e+00 +1.9009e+00 -3.4905e+00 +2.5551e-01 -3.1506e-01 +1.9077e-01 -8.7085e-01 -4.3129e+00 +1.5600e+00 +2.4281e+00 +3.1909e+00 -2.0285e+00 +1.5332e+00 -3.8159e+00 -1.3709e+00 -4.9821e+00 -2.7869e+00
4 +2.832338943e+05 +2.832338943e+05 +2.831733743e+05 +2.831733743e+05 -2.8255e+00 +2.3951e+00 +2.6146e+00 -2.6086e+00 +7.8124e-02 -1.4265e+00 -4.0888e+00 -4.7014e+00 -3.1608e+00 -3.0359e+00 -4.2701e+00 +3.1505e+00 -5.9864e-01 -4.5723e+00 -3.3379e+00 -6.0268e-01 +2.4019e-02 -4.9317e-01 -1.0587e+00 +1.8321e+00
8 +1.566124444e+05 +1.566124444e+05 +1.565519244e+05 +1.565519244e+05 +1.0099e+00 -6.7118e-01 -2.5102e+00 -3.3663e+00 -5.7460e-01 +1.6708e+00 -7.1584e-01 +3.7289e+00 +1.4132e+00 -1.6337e+00 +3.6597e+00 -3.6366e+00 -1.7315e+00 -5.7564e-01 +1.9799e+00 -2.2227e+00 +1.5977e+00 -4.4168e+00 -3.5710e+00 -2.8085e+00
59 +8.766885409e+04 +8.766885409e+04 +8.760833409e+04 +8.760833409e+04 -2.4676e+00 -2.2725e+00 -4.3419e-01 -7.1489e-01 -2.2611e+00 +1.4018e+00 -2.4209e+00 -3.7040e+00 -4.1285e+00 +8.5259e-01 +1.2894e+00 -1.7308e-01 +9.5396e-01 -2.5460e+00 +9.9601e-01 +2.0001e+00 -8.1376e-01 -6.5616e-01 +7.0121e-02 -3.4894e+00
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.998448328e+05 +1.998448328e+05 +2.000292328e+05 +2.000292328e+05 -4.2131e+00 +2.7426e+00 +9.3975e-01 -2.3612e+00 +4.7252e+00 +3.6199e+00 -3.0988e-01 +1.3593e+00 +2.1210e+00 -1.6676e+00 +1.4486e+00 +1.6055e+00 -4.7275e+00 -2.6347e-01 -4.1034e+00 +3.2094e+00 -1.7693e+00 -1.7545e+00 +3.9582e+00 -1.0084e+00
65 +1.525314699e+05 +1.525314699e+05 +1.527158699e+05 +1.527158699e+05 +3.1856e+00 +1.7433e+00 -1.1832e+00 -3.3634e+00 +1.7368e+00 +3.4625e+00 -1.8626e+00 -1.4864e+00 +4.9627e+00 +1.9256e+00 +2.1664e+00 +2.8321e-01 -7.9281e-01 +2.9169e+00 -2.7477e+00 -1.8878e+00 -3.2363e+00 -2.5980e+00 -2.2460e+00 +3.7669e-01
67 +5.608740052e+04 +5.608740052e+04 +5.627180052e+04 +5.627180052e+04 -2.0232e+00 +1.8240e+00 -9.9062e-01 +1.8109e-01 +8.5442e-01 +3.2385e+00 -4.4628e+00 +1.3640e-01 +1.7715e+00 +1.5406e+00 +2.0095e+00 -1.3930e+00 +7.9860e-01 +1.4109e+00 +1.2163e+00 -1.3401e+00 -8.7644e-03 -1.9774e+00 -1.5394e+00 -3.0164e-01
% function evaluation | noise-free fitness - Fopt (2.277700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702004357e+05 +2.702004357e+05 +2.704282057e+05 +2.704282057e+05 -3.3296e+00 -2.5097e-01 -9.3205e-01 +2.4432e+00 -4.1065e+00 +3.0105e+00 +2.1631e+00 -3.4454e+00 +1.5394e+00 -3.1383e+00 -1.8644e+00 +3.0495e+00 +3.2496e+00 +6.0402e-03 +3.8819e+00 -3.2917e+00 -1.2544e+00 -4.0944e+00 -8.1719e-01 -1.6592e+00
27 +1.779361248e+05 +1.779361248e+05 +1.781638948e+05 +1.781638948e+05 -2.7687e+00 -2.0820e-01 -1.4634e+00 -1.4866e+00 -1.3132e+00 +3.8828e+00 +3.4781e+00 +3.2177e+00 -3.0445e+00 -3.4057e+00 +1.1434e+00 -2.2591e-01 -3.0855e+00 +2.4376e+00 +1.6062e+00 -3.0811e-02 -3.9385e-01 +4.3945e+00 +4.2648e+00 -1.4278e-01
61 +1.551378881e+05 +1.551378881e+05 +1.553656581e+05 +1.553656581e+05 +4.9384e+00 +4.9514e+00 -2.1259e+00 -2.1033e+00 +2.9127e-01 -3.7891e-01 +1.7161e-01 +1.2541e-02 +2.6840e+00 -1.6555e+00 +2.4406e+00 -3.2012e-02 -1.1121e+00 +4.6386e+00 +4.6015e+00 -4.0254e-01 -1.2811e+00 -1.3308e+00 -9.6881e-01 +3.4870e+00
% function evaluation | noise-free fitness - Fopt (9.640000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.213515775e+05 +2.213515775e+05 +2.214479775e+05 +2.214479775e+05 -1.8309e+00 +2.7361e+00 -1.4005e+00 -3.0127e+00 -4.5599e+00 -2.3951e+00 +2.9605e-01 -3.4931e+00 -1.9257e+00 +3.6119e+00 -3.3902e+00 -1.3050e+00 +2.5905e+00 -8.1536e-01 -4.6272e+00 +4.2340e+00 -1.2752e+00 -7.1719e-01 -1.8630e-01 +1.6408e+00
14 +1.266205683e+05 +1.266205683e+05 +1.267169683e+05 +1.267169683e+05 +2.9056e+00 -2.0898e+00 -7.2591e-01 -6.3258e-01 +1.3775e+00 +1.0451e+00 +3.1171e+00 -2.5181e+00 +1.1513e+00 -1.3995e+00 -4.6305e+00 +7.7426e-01 +3.0003e+00 +3.0961e-02 -1.6979e+00 +6.2524e-01 -4.8739e+00 -2.6765e-01 +2.9775e+00 -2.0179e+00
161 +8.237556091e+04 +8.237556091e+04 +8.247196091e+04 +8.247196091e+04 +1.2599e+00 -3.2964e+00 -9.9101e-03 -5.1232e-01 +3.9633e-01 +3.6554e+00 -1.9070e-01 +3.6382e-01 -1.8654e+00 -4.3706e+00 -3.3695e+00 +1.1074e+00 -3.5561e+00 -1.3514e-01 -2.5751e+00 +7.2554e-01 -9.7316e-01 +2.3578e+00 -2.5968e+00 +5.7647e-01
% function evaluation | noise-free fitness - Fopt (-9.045000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.166689387e+05 +4.166689387e+05 +4.165784887e+05 +4.165784887e+05 -1.3238e+00 -4.6834e+00 -4.4803e-01 -3.9809e+00 +4.4460e+00 -3.0992e-01 +1.6369e-01 +3.8622e+00 -4.2342e+00 +2.2880e+00 +6.5497e-01 +1.6097e+00 +2.6595e+00 +4.9662e+00 -1.8702e+00 -9.8415e-01 -1.5896e+00 -4.8580e+00 -1.2582e+00 +3.9014e+00
2 +2.470450270e+05 +2.470450270e+05 +2.469545770e+05 +2.469545770e+05 +1.9819e+00 -2.7889e+00 +9.9217e-01 -4.4233e+00 -3.8309e+00 +1.6939e+00 +1.4224e+00 +4.5283e+00 -4.7220e+00 -3.1811e-01 -3.8397e+00 -1.1307e+00 -3.4085e+00 -3.1458e+00 +2.0256e+00 +9.5319e-01 -1.1092e+00 -1.5216e+00 -3.8535e+00 -1.9942e+00
5 +8.771357832e+04 +8.771357832e+04 +8.762312832e+04 +8.762312832e+04 +1.4826e+00 -3.7672e+00 +3.2490e+00 -1.4478e+00 -2.3981e+00 -3.0884e+00 -1.8582e+00 -1.0295e+00 +1.2952e+00 +1.8814e+00 -1.9888e+00 +2.1061e+00 +3.7712e+00 -1.3348e+00 +6.4170e-01 -3.1278e+00 +1.2493e+00 -5.1436e-02 -2.3536e+00 +4.9432e+00
156 +6.113477489e+04 +6.113477489e+04 +6.104432489e+04 +6.104432489e+04 -2.7825e+00 -7.3949e-01 -2.1401e+00 -1.8086e+00 -8.4671e-01 +4.5161e-01 +7.2871e-02 +2.6607e+00 -2.1151e+00 +2.2355e+00 +8.8892e-01 -9.2369e-01 +3.7890e+00 +2.5680e+00 -6.9261e-01 -1.7871e+00 +2.3136e+00 +3.0742e+00 -1.6162e-01 +5.7956e-01
% function evaluation | noise-free fitness - Fopt (3.995000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.368058512e+05 +5.368058512e+05 +5.368458012e+05 +5.368458012e+05 -3.4758e+00 +2.1466e+00 +3.7946e+00 +4.9062e+00 -1.1627e+00 +1.8153e+00 +4.8646e+00 +3.7254e+00 +2.7433e+00 +3.3033e+00 -2.4404e+00 -2.0661e+00 +2.8875e+00 -2.2340e+00 -4.5879e+00 -3.0924e+00 +1.2675e+00 +3.4187e-01 -3.0457e+00 -2.5729e-01
2 +1.588137235e+05 +1.588137235e+05 +1.588536735e+05 +1.588536735e+05 +1.2653e+00 +1.4050e+00 -1.2606e+00 +2.6520e+00 -1.0840e+00 -9.1888e-01 -2.6262e+00 -2.7633e+00 -1.3471e+00 -1.2328e+00 +4.4556e+00 +1.7384e+00 +2.1647e+00 +3.6251e+00 +3.9220e+00 -4.6450e-01 +4.3404e+00 -2.3565e+00 -3.5073e+00 -1.4209e+00
5 +1.559142947e+05 +1.559142947e+05 +1.559542447e+05 +1.559542447e+05 -3.3662e+00 +1.0768e+00 +5.8551e-01 -2.6468e+00 -4.4762e+00 -4.2319e-02 -3.8223e+00 +1.2515e+00 -3.2855e+00 +2.9454e+00 -1.6708e+00 -1.6740e+00 -1.9838e+00 -3.3635e+00 +1.1575e-01 -2.7726e+00 +5.6303e-01 -2.5556e+00 +2.4183e+00 +3.7691e+00
170 +8.763416990e+04 +8.763416990e+04 +8.767411990e+04 +8.767411990e+04 -1.6520e+00 +2.0258e+00 +1.4459e+00 -1.9306e-01 +8.2003e-02 -6.7978e-01 +5.9567e-01 +2.1904e+00 -2.6686e+00 +4.7892e+00 -8.1944e-01 +8.4295e-01 +3.5622e-02 +3.9562e+00 +4.5360e+00 +1.9582e+00 +1.5946e+00 -2.6301e+00 +1.0214e+00 +4.7752e-01
% function evaluation | noise-free fitness - Fopt (7.762000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.126558899e+05 +2.126558899e+05 +2.127335099e+05 +2.127335099e+05 -4.7112e+00 +2.9389e+00 -1.5350e+00 -3.3422e+00 -1.7418e-01 +8.5667e-02 -1.7799e+00 -6.6223e-01 +1.7031e+00 +4.6520e+00 -3.9190e+00 +1.9340e+00 -3.8156e+00 +2.9814e+00 -6.9607e-01 -2.6661e+00 -1.0087e+00 -2.8091e+00 +1.4409e+00 -5.3558e-01
3 +1.224376871e+05 +1.224376871e+05 +1.225153071e+05 +1.225153071e+05 +3.4935e+00 +2.7292e+00 -1.8918e-01 +2.5623e+00 -2.1338e+00 +2.1642e+00 -1.4843e+00 -1.0992e+00 +4.4825e-01 +1.5348e+00 +3.9390e-01 -3.0927e+00 -1.9460e+00 -9.0140e-01 -3.5015e+00 +1.8874e+00 +1.3877e+00 -1.9123e+00 -3.3822e+00 +4.1382e+00
144 +8.131529314e+04 +8.131529314e+04 +8.139291314e+04 +8.139291314e+04 +5.6198e-01 +2.0224e+00 +3.2971e+00 +2.8967e+00 +4.9427e-01 -4.3968e+00 +3.9816e-01 +9.7412e-01 +7.5878e-02 +5.1663e-02 -1.4345e+00 -1.4619e+00 +1.5992e+00 +2.7965e+00 -1.7872e+00 +3.1446e+00 -3.6393e+00 -7.7493e-01 +1.6538e+00 +7.2440e-01
% function evaluation | noise-free fitness - Fopt (-1.092400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.665060282e+05 +8.665060282e+05 +8.663967882e+05 +8.663967882e+05 +1.1969e+00 -6.4167e-01 -3.6541e+00 +4.2495e+00 +4.1662e+00 -3.0861e+00 +1.5005e+00 +2.4348e+00 +1.3242e+00 +2.9741e+00 +4.3706e+00 +4.5522e+00 +6.4449e-01 -4.8573e+00 -4.4516e+00 -4.6559e+00 -1.7929e-01 -2.0312e+00 +2.4815e+00 +1.3578e+00
2 +4.409344930e+05 +4.409344930e+05 +4.408252530e+05 +4.408252530e+05 -3.8359e+00 -2.4837e+00 +6.2436e-01 -4.8883e+00 -1.7462e+00 +1.7825e+00 +3.4962e+00 +1.3094e+00 +1.9186e+00 -3.8491e+00 -2.9805e+00 -2.2787e+00 +2.0747e+00 -3.5140e+00 -4.2780e+00 +2.6021e+00 -4.3474e+00 -1.5370e+00 +4.5876e+00 +3.3283e+00
3 +2.167735310e+05 +2.167735310e+05 +2.166642910e+05 +2.166642910e+05 +5.9482e-01 +1.8379e+00 +3.5391e+00 +5.0088e-01 +2.9245e+00 -4.1591e+00 -2.8495e+00 +4.8699e+00 -4.0436e-01 +1.3780e-01 +3.1762e+00 -2.0340e+00 +3.9180e+00 +3.2300e+00 -4.0435e+00 -2.5590e+00 -9.8950e-01 -8.2044e-01 -3.8751e+00 +1.1911e+00
12 +1.349856240e+05 +1.349856240e+05 +1.348763840e+05 +1.348763840e+05 +2.9759e+00 +1.2386e+00 +2.2802e+00 -2.5898e+00 +3.7142e-01 -4.7406e+00 -2.4833e-01 -1.1741e-02 -5.5255e-01 -4.9473e-01 +3.6940e+00 +1.8350e+00 +1.1297e+00 -1.7342e+00 -3.3398e+00 -3.9784e-01 +4.1338e+00 -1.9707e+00 -9.4444e-01 +4.3760e+00
32 +6.234618500e+04 +6.234618500e+04 +6.223694500e+04 +6.223694500e+04 +2.8364e+00 -8.1557e-02 -2.4390e+00 +3.4048e+00 +3.8709e-01 +3.6489e+00 +1.1638e-01 -1.9656e-01 -1.2810e+00 +1.6378e+00 +2.7545e+00 +1.2929e+00 -1.8859e-01 -2.6159e+00 +4.2615e+00 +1.3046e+00 -2.4675e+00 -1.1089e+00 +9.8679e-01 +1.4373e+00
