% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.171321247e+07 +2.171321247e+07 +2.171304227e+07 +2.171304227e+07 -4.1695e-01 +2.4037e-01 +6.4188e-01 +1.9726e+00 -3.0644e+00 +4.7379e+00 +4.9791e+00 +3.7553e+00 +3.0134e+00 -1.7061e+00 -3.1325e+00 +1.0193e+00 +3.2067e+00 -3.4895e+00 +4.6743e+00 -4.6473e+00 -1.5547e+00 -1.8015e+00 +4.9076e+00 -2.4576e+00
4 +4.654685613e+06 +4.654685613e+06 +4.654515413e+06 +4.654515413e+06 -2.3271e+00 -3.8355e+00 +3.0909e+00 -1.2580e+00 +5.1137e-01 +2.4259e+00 -1.4543e+00 +1.9293e-01 -3.4986e+00 +1.8769e+00 +1.0290e+00 +4.7684e+00 -1.0944e+00 -4.7601e+00 -1.1572e+00 -1.2744e-01 -1.9124e+00 -1.3006e+00 -2.7872e-01 +8.9579e-01
13 +3.709494506e+06 +3.709494506e+06 +3.709324306e+06 +3.709324306e+06 -1.6825e+00 +1.4215e+00 -4.1638e+00 -2.0526e+00 +8.4534e-01 +2.7913e+00 -4.6906e+00 +3.1780e+00 -4.7350e+00 -4.7385e+00 -1.0819e+00 -2.9224e+00 -3.9701e+00 -2.9444e+00 -2.6777e-01 -4.3052e+00 -3.9846e+00 -3.5934e+00 -1.3098e-01 -3.8940e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.948373768e+07 +1.948373768e+07 +1.948326793e+07 +1.948326793e+07 +6.0287e-01 -1.6861e+00 -1.0495e+00 -2.4525e+00 -4.6610e+00 -3.8960e+00 -6.6454e-01 -2.0766e-01 +2.5552e+00 -7.1937e-01 -3.2373e-01 +4.2429e+00 +1.7630e+00 +2.3097e+00 -2.7030e+00 +1.7927e+00 +3.8934e+00 -4.3776e+00 +1.6929e+00 +4.2683e+00
4 +1.119626557e+07 +1.119626557e+07 +1.119579582e+07 +1.119579582e+07 -3.6909e+00 -7.1566e-01 +1.3774e-01 +3.6831e+00 -3.0787e+00 +2.9537e+00 -4.6100e+00 -6.6691e-01 +2.0656e+00 +2.1160e+00 +2.6106e+00 +7.7239e-01 +3.7247e+00 +3.7563e-01 +1.3475e+00 -4.5221e+00 +1.9542e+00 +1.1950e+00 -2.6660e+00 -4.9949e+00
15 +9.884437609e+06 +9.884437609e+06 +9.883967859e+06 +9.883967859e+06 -1.8399e+00 -9.3859e-01 -1.4049e-01 +3.9891e+00 -8.2963e-01 +4.9910e+00 +1.8997e+00 -2.6679e+00 -3.2294e+00 +2.7722e+00 +1.9732e+00 -1.7973e+00 -3.3761e+00 +3.2967e+00 +1.1135e-01 +3.6151e+00 -2.7421e+00 -1.6922e+00 +2.9863e+00 -3.0589e+00
47 +3.215778469e+06 +3.215778469e+06 +3.215308719e+06 +3.215308719e+06 +6.3092e-01 -2.9419e+00 +4.7252e+00 -3.3944e+00 -9.4132e-01 +5.5003e-01 +4.3688e+00 -4.8188e+00 +7.3498e-01 +3.8601e+00 -1.1097e+00 -2.4895e+00 +3.7529e+00 +1.8871e+00 +3.1497e-01 -2.1782e+00 -1.0696e-01 +7.1613e-01 +1.0337e+00 +3.6109e+00
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.764378370e+06 +8.764378370e+06 +8.764578280e+06 +8.764578280e+06 +3.9073e+00 -1.6934e+00 +4.3614e+00 +2.4873e-01 -4.7159e-02 -3.9363e+00 -1.4841e+00 +1.0174e+00 -3.4384e+00 +2.0624e+00 +1.7795e+00 -4.5547e+00 +1.7231e+00 -2.4548e+00 +8.8688e-01 -2.0492e+00 -7.2122e-01 -4.9358e+00 +2.4385e+00 -1.8516e+00
2 +5.693804283e+06 +5.693804283e+06 +5.694004193e+06 +5.694004193e+06 -4.5975e+00 +1.1536e-01 +3.0381e+00 -1.1816e+00 -4.0226e+00 -4.8483e+00 +7.7740e-02 +9.2312e-01 -3.1192e+00 +2.1242e+00 -1.8607e+00 +4.4031e+00 -3.3504e+00 -9.3917e-01 +2.8007e+00 -3.6870e+00 -4.2104e+00 -4.7769e+00 -4.3225e+00 -2.9184e+00
12 +3.357291171e+06 +3.357291171e+06 +3.357491081e+06 +3.357491081e+06 -1.7402e+00 +3.5846e+00 +4.0671e+00 -3.8983e+00 -3.8219e+00 -1.6504e+00 -7.3627e-01 -1.4198e+00 -1.4283e+00 -4.2764e+00 -2.9338e-01 +2.7050e+00 +1.3694e+00 -2.0543e+00 +3.8091e+00 -1.8462e+00 -1.8432e+00 -4.6030e+00 +1.8398e+00 -1.6477e+00
33 +1.641785764e+06 +1.641785764e+06 +1.641985674e+06 +1.641985674e+06 +4.0136e+00 +3.8277e+00 +9.5583e-01 -2.8206e+00 -4.3444e+00 +4.1179e+00 -8.3509e-01 +4.3353e+00 +2.4480e-01 -2.5425e+00 +4.1117e+00 -1.8643e+00 +1.2899e+00 -4.1733e+00 +2.3483e+00 -6.8212e-01 +2.9111e+00 -4.5843e+00 +1.8527e+00 +3.5237e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.812127070e+07 +2.812127070e+07 +2.812084110e+07 +2.812084110e+07 -3.0829e+00 -1.3738e+00 -3.8865e+00 -3.4491e+00 +3.3388e+00 +3.1600e-01 +1.3253e+00 +1.8190e+00 -1.8795e+00 +4.0248e+00 +1.8215e+00 +9.9461e-01 -2.3818e-01 +7.8877e-01 -5.5681e-01 -2.2948e+00 +3.0203e+00 -2.5475e+00 +2.5358e+00 -8.2730e-01
2 +1.453035691e+07 +1.453035691e+07 +1.452992731e+07 +1.452992731e+07 +4.4886e+00 +4.1873e+00 +9.8370e-02 -4.1294e+00 -2.6238e+00 +1.3949e+00 -2.8522e+00 +3.9323e+00 +4.0159e+00 -2.4954e+00 -3.9694e+00 -1.9786e+00 -2.1410e+00 +4.8207e+00 +1.2080e+00 +7.0209e-01 -7.9468e-01 -1.5651e+00 -1.7958e+00 +4.9137e+00
4 +3.886186253e+06 +3.886186253e+06 +3.885756653e+06 +3.885756653e+06 +4.7497e+00 -3.5527e+00 -1.2767e+00 +3.5725e-01 -3.3082e+00 +2.5499e+00 -3.9154e-01 -3.9489e+00 -5.8901e-01 +4.9733e+00 -3.3748e+00 -4.0028e+00 -4.5300e-01 -3.0166e+00 -3.5975e+00 -2.6055e+00 +1.0315e+00 +2.3391e+00 -4.5411e+00 -2.8382e+00
17 +2.423510508e+06 +2.423510508e+06 +2.423080908e+06 +2.423080908e+06 -3.0526e+00 -4.0758e-01 -5.9194e-01 -1.4093e+00 -9.6038e-01 +2.9635e-01 -4.2958e+00 -4.8840e+00 -4.8054e-02 +2.2331e+00 -3.9237e-01 -3.8107e+00 +3.9180e-01 +9.3061e-01 +2.1782e-01 +5.1100e-01 -1.7648e+00 +2.6270e+00 -1.6396e+00 -3.9963e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.231366905e+06 +2.231366905e+06 +2.232366905e+06 +2.232366905e+06 -4.1815e+00 -8.7670e-01 -2.7281e+00 -2.7258e+00 +2.2276e+00 +1.9342e+00 +1.4886e+00 +1.6747e+00 -1.7105e+00 -2.9367e-01 -3.8779e+00 -1.0115e+00 -1.0889e+00 +2.5744e+00 +3.7619e+00 +1.5073e+00 +3.8061e+00 -8.4775e-01 -2.6702e+00 -1.4288e+00
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.637120944e+07 +3.637120944e+07 +3.637140459e+07 +3.637140459e+07 +9.2748e-01 -7.3503e-01 -4.5052e+00 -1.3064e+00 +8.1846e-01 +3.5129e+00 +2.2144e+00 +5.4666e-02 +2.2388e+00 -1.9677e+00 +1.5847e-01 -4.0426e+00 -4.7392e+00 +1.6201e+00 +2.7932e+00 -2.7857e+00 +6.2721e-01 -2.7297e+00 +6.0855e-01 +1.3251e+00
2 +1.516262673e+07 +1.516262673e+07 +1.516282188e+07 +1.516282188e+07 +3.4744e+00 +3.1431e+00 -1.4594e+00 -7.7306e-01 -2.2668e-01 -4.4514e+00 -2.8305e+00 -4.2340e+00 +1.6461e+00 +4.2206e+00 +2.0764e+00 +4.6351e+00 +3.8625e+00 -1.2475e+00 +3.6447e+00 +3.9361e+00 -2.3538e+00 +4.8868e+00 -3.2979e+00 +3.8640e+00
4 +5.466261385e+06 +5.466261385e+06 +5.466456535e+06 +5.466456535e+06 +4.7530e+00 -4.7381e-01 -6.5059e-01 +1.9933e+00 -2.2573e+00 -1.1926e+00 +1.8011e+00 +3.7543e+00 -1.1617e+00 -1.4913e+00 -2.7209e+00 -4.7438e+00 -3.0907e+00 -4.9003e+00 +1.1633e+00 -3.7917e+00 -4.8223e+00 -2.1092e+00 -1.1311e+00 -6.7249e-01
15 +1.680769809e+06 +1.680769809e+06 +1.680964959e+06 +1.680964959e+06 -9.3183e-01 -3.7608e+00 +3.7668e+00 -8.4084e-01 -8.6787e-01 +3.3468e+00 -4.0274e+00 +3.1580e+00 +1.5519e+00 +4.6822e+00 +1.6718e+00 -1.0301e+00 +4.9219e+00 -1.7299e+00 -3.9613e+00 +3.4676e+00 +1.5268e+00 +7.1983e-02 +6.0803e-01 +2.4780e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.372876770e+07 +1.372876770e+07 +1.372872435e+07 +1.372872435e+07 +2.6143e+00 +4.1562e+00 -4.3101e+00 -1.1398e+00 -2.5862e+00 -4.3693e+00 -2.9990e+00 -3.6286e+00 +1.6318e+00 +3.6819e-02 +3.5806e+00 -3.0504e+00 -4.6930e+00 -2.7228e+00 +1.4529e+00 -1.6224e+00 -1.2644e+00 -1.7406e+00 +1.5855e+00 -4.7292e+00
19 +3.677378458e+06 +3.677378458e+06 +3.677335108e+06 +3.677335108e+06 -3.4487e+00 +2.3656e-01 -3.7101e+00 -4.4982e+00 -3.2235e+00 -4.6551e+00 -4.6172e+00 +1.7356e+00 +4.5202e+00 -3.0340e+00 +1.1515e+00 -3.2767e+00 +6.6971e-02 +4.4670e+00 +2.5818e+00 +2.7259e+00 -4.3595e+00 +3.3493e+00 +2.8071e+00 -3.5840e-01
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.884921133e+07 +3.884921133e+07 +3.884949042e+07 +3.884949042e+07 +3.2279e+00 -3.9379e+00 +3.4942e+00 +2.9381e+00 -3.5452e+00 +3.6438e+00 +4.7059e+00 +1.1033e+00 -7.1812e-01 -4.2341e+00 -2.0253e+00 +2.5873e+00 -1.2080e+00 +8.3774e-01 +4.1395e+00 -4.4272e+00 -1.3473e+00 -4.0195e+00 +3.7252e+00 +3.2391e+00
2 +9.721735206e+06 +9.721735206e+06 +9.722014296e+06 +9.722014296e+06 +2.5581e+00 -1.8357e+00 -2.9322e+00 -1.3947e+00 +1.7479e+00 -4.2423e+00 +2.8612e+00 +1.1932e+00 +2.6365e+00 -3.7620e+00 +3.2397e-01 -4.2013e+00 -2.5522e+00 -6.7915e-01 -3.7321e+00 +3.6724e+00 -9.1932e-01 -2.2723e+00 -4.7476e+00 +6.6500e-01
3 +4.992244628e+06 +4.992244628e+06 +4.992523718e+06 +4.992523718e+06 -2.8036e+00 -8.8648e-01 -4.6526e+00 -3.3956e+00 +4.3538e+00 -9.9757e-01 +1.8727e+00 +3.6316e+00 +1.7530e+00 -3.6646e+00 +1.3343e+00 -3.7012e-01 +1.8612e+00 +2.7193e+00 +3.9072e+00 +4.3487e+00 +1.1433e+00 +5.6429e-01 -1.5668e+00 +3.4390e+00
14 +3.280799029e+06 +3.280799029e+06 +3.281078119e+06 +3.281078119e+06 +3.4142e+00 +3.8578e+00 +3.7033e-01 -7.4334e-02 -8.2636e-01 -2.7656e+00 +2.7687e+00 +2.9536e+00 +3.6735e+00 -1.9283e+00 +3.0042e+00 -3.6111e+00 -4.9071e+00 -2.2147e+00 -3.1321e+00 -3.6575e+00 +3.9191e+00 -6.8244e-01 -2.6724e+00 +1.4690e+00
145 +1.730524076e+06 +1.730524076e+06 +1.730803166e+06 +1.730803166e+06 +6.3426e-01 -2.1909e+00 +2.5190e+00 -1.4587e+00 -3.5826e+00 -2.0079e-01 -4.1310e-01 +1.8079e+00 +1.4349e+00 -3.3348e+00 -6.7492e-01 -1.2771e+00 +3.1071e+00 +1.2200e+00 -3.0006e+00 +3.6597e+00 -8.6813e-01 +3.4511e+00 -2.2865e+00 +2.9784e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.791800330e+07 +4.791800330e+07 +4.791900330e+07 +4.791900330e+07 +4.9637e+00 -4.4334e+00 -2.1531e+00 +2.3972e+00 +1.6401e+00 +2.9961e+00 -7.5903e-01 +2.5981e+00 +1.9708e+00 -3.1984e+00 +3.2316e+00 -3.9629e+00 +4.5079e+00 -2.1776e-01 -7.6207e-01 +1.4637e+00 +3.2909e-01 -3.5341e+00 +3.3102e+00 -1.2286e+00
2 +2.748591544e+07 +2.748591544e+07 +2.748691544e+07 +2.748691544e+07 -5.1711e-02 +3.6272e+00 -1.6892e+00 +3.6303e+00 -2.0033e+00 -4.4683e+00 -3.8274e+00 -2.5272e+00 -2.2120e+00 -2.8388e+00 -7.6236e-01 -3.3270e+00 +2.6781e+00 -2.4685e+00 +2.0671e+00 -2.1174e+00 -3.4863e+00 -1.7209e+00 -2.4318e+00 +1.8016e+00
3 +6.479473702e+06 +6.479473702e+06 +6.480473702e+06 +6.480473702e+06 -2.5417e+00 +7.7892e-01 +4.2831e-01 -3.9081e+00 +2.8442e+00 -1.7417e-01 -2.5122e+00 +2.1271e-01 -3.5628e+00 -1.0437e+00 +3.1088e+00 +3.2694e+00 +2.5924e+00 -7.8460e-02 -4.3970e-01 +4.6322e+00 -2.4282e+00 +9.1333e-01 +2.7189e+00 -6.4380e-01
4 +5.977773397e+06 +5.977773397e+06 +5.978773397e+06 +5.978773397e+06 +3.0526e+00 -3.3117e-01 +3.2573e-01 -2.6565e+00 -4.5633e+00 -1.5870e+00 -2.9547e+00 -1.3481e+00 -1.6760e+00 -3.8334e+00 +2.4610e+00 -1.8364e-01 +8.6991e-01 -1.4088e+00 -5.6754e-01 -1.4052e+00 +1.2262e+00 -2.6669e+00 -1.2242e+00 +4.2247e+00
21 +1.677818448e+06 +1.677818448e+06 +1.678818448e+06 +1.678818448e+06 -3.5599e+00 +8.9315e-01 -4.5491e+00 +2.9601e+00 +3.9506e+00 -2.2079e+00 +8.3372e-01 -1.4744e+00 +4.6911e+00 -1.1192e+00 +3.9179e+00 +2.6016e-01 +4.9656e+00 +4.8544e+00 +1.3019e+00 +1.1552e+00 -8.1734e-01 +4.8760e+00 -1.9307e+00 +3.0997e+00
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.010028743e+07 +2.010028743e+07 +2.010017262e+07 +2.010017262e+07 +2.6738e-01 -3.3577e+00 -4.2976e+00 +4.6141e+00 +3.5705e-01 -6.7831e-01 +1.8861e+00 -2.4116e+00 +5.4689e-02 +1.0297e+00 +2.6482e+00 +1.2925e+00 +1.4141e+00 +3.8622e+00 +4.9691e+00 -4.7938e+00 +1.6674e-01 -3.4451e+00 -1.4636e+00 +9.4895e-01
3 +5.128505694e+06 +5.128505694e+06 +5.128390884e+06 +5.128390884e+06 +7.2973e-01 -3.7015e+00 +3.9815e+00 +2.0496e+00 +4.7027e+00 -8.7249e-01 -6.2892e-01 +1.2913e+00 +6.2738e-01 -3.9591e+00 +3.5429e+00 -3.0965e+00 -4.1375e+00 -6.3734e-01 +3.4924e+00 +2.6641e+00 +6.8928e-01 -5.9836e-01 -4.0162e+00 +2.8060e+00
39 +2.435966472e+06 +2.435966472e+06 +2.435851662e+06 +2.435851662e+06 -1.9882e+00 -1.8180e+00 -4.2837e+00 -4.7474e+00 +1.2119e+00 +5.0829e-01 +2.1524e+00 -1.4152e+00 +4.3140e+00 -9.1958e-01 +4.7141e+00 +2.0233e+00 +1.2481e+00 -3.9749e+00 +4.3686e+00 -1.2072e+00 +3.0996e+00 +3.6017e+00 -4.8760e+00 -1.2036e-01
% function evaluation | noise-free fitness - Fopt (-3.505800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.379787219e+07 +1.379787219e+07 +1.379752161e+07 +1.379752161e+07 +1.8708e+00 +3.0692e+00 -1.3651e+00 +8.4939e-02 +3.3381e+00 +1.7534e+00 -3.6873e-01 +2.9922e+00 +3.7835e+00 +4.3053e+00 +2.5950e+00 -3.1385e+00 +3.0930e+00 +1.6842e-01 -3.6010e+00 -2.0674e+00 +4.9049e-01 +4.0415e+00 +2.1659e+00 -3.7085e-01
4 +9.068600843e+06 +9.068600843e+06 +9.068250263e+06 +9.068250263e+06 +3.3946e+00 +3.8289e+00 -4.1357e+00 -3.0503e+00 -2.8645e+00 +3.4434e+00 -3.5995e+00 -4.4165e+00 +1.6928e+00 +1.8115e+00 +2.9307e+00 -2.8028e+00 +4.9078e+00 -1.6396e+00 -2.4934e+00 +3.9689e+00 +1.0211e+00 -3.4574e+00 +1.8214e+00 -2.0711e+00
7 +5.287731920e+06 +5.287731920e+06 +5.287381340e+06 +5.287381340e+06 -1.4787e+00 -1.6107e+00 -4.9071e+00 -1.0721e+00 +2.3357e+00 -3.5915e+00 +4.3211e+00 -1.9258e+00 -4.3391e+00 +3.9453e+00 +4.1874e-02 +3.6028e+00 +3.8712e+00 +4.5983e+00 +3.1260e+00 +3.8199e-01 +1.1169e+00 +1.1299e+00 -1.5354e+00 -2.3115e+00
22 +1.221144372e+06 +1.221144372e+06 +1.220793792e+06 +1.220793792e+06 -3.6956e+00 -1.3533e+00 -1.8028e+00 +3.0645e+00 +1.1567e+00 +1.7231e-01 +2.3707e-01 +9.4995e-01 -3.7497e+00 +9.0825e-01 +2.2973e+00 +4.3639e+00 +4.5441e+00 +4.3294e+00 -1.2822e+00 +1.4494e+00 +3.6391e+00 -1.1782e+00 -1.1524e+00 -1.4936e+00
% function evaluation | noise-free fitness - Fopt (-5.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.186461830e+07 +2.186461830e+07 +2.186461260e+07 +2.186461260e+07 -1.0861e+00 +4.6165e+00 +1.1865e+00 -4.3488e-01 +4.9850e+00 +3.2101e+00 +1.4742e-01 -9.6086e-01 -3.6898e+00 +1.8166e+00 +1.7388e-02 -1.8154e-02 +1.1007e+00 -1.6273e+00 -2.7104e-01 +1.0559e+00 +3.6144e+00 -7.2386e-01 -2.7073e+00 -2.2331e+00
2 +1.477514244e+07 +1.477514244e+07 +1.477513674e+07 +1.477513674e+07 +4.7744e+00 -3.5663e+00 +1.2213e+00 -2.7452e+00 -7.6242e-01 -3.4549e+00 -2.1794e+00 -3.1546e+00 +2.8444e+00 -4.6517e+00 -5.9130e-01 -3.6381e+00 -2.4567e-01 +1.1298e+00 -9.8359e-01 -3.6202e+00 -3.3169e+00 +1.4151e+00 +1.4405e+00 -8.1054e-01
12 +7.924131884e+06 +7.924131884e+06 +7.924126184e+06 +7.924126184e+06 -4.7750e+00 +3.9824e+00 +2.2597e+00 -1.9131e+00 +4.0421e+00 +4.4344e+00 +2.3591e+00 -3.3736e+00 +3.9938e+00 +1.9157e+00 +1.7038e+00 +5.1643e-01 -4.6944e+00 -3.1777e+00 +4.2838e+00 -4.9078e+00 +2.5806e+00 -2.2982e+00 -1.7751e-01 +3.2532e+00
16 +6.119324515e+06 +6.119324515e+06 +6.119318815e+06 +6.119318815e+06 -1.3938e+00 +2.4455e+00 -5.7750e-01 +3.7764e+00 +4.2866e+00 -2.8485e+00 +3.2538e+00 -2.1209e+00 +1.9400e+00 -1.7591e+00 -4.9375e+00 +5.9324e-01 +2.3300e+00 -1.2358e+00 +1.5696e+00 -2.9458e+00 -8.2874e-01 +1.2637e+00 -9.5848e-01 -1.0384e+00
129 +3.533604590e+06 +3.533604590e+06 +3.533598890e+06 +3.533598890e+06 -1.0080e+00 +2.7846e+00 -3.6562e+00 +3.0574e+00 -1.8802e+00 +3.3571e+00 +4.5517e+00 +1.7838e+00 +2.8170e+00 +1.2170e+00 +7.1427e-01 +2.9470e+00 +4.2899e+00 +1.8540e+00 -2.0042e+00 -1.9355e+00 +4.3680e+00 -1.2986e+00 -2.8774e+00 -4.1147e+00
