% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.349996550e+05 +9.349996550e+05 +9.349525050e+05 +9.349525050e+05 -2.8400e+00 -7.4807e-01 +3.5517e+00 -1.2280e+00 +1.3586e+00 +3.0133e+00 +2.9417e-01 +2.5002e+00 -1.2638e+00 +3.5946e+00 -4.6784e+00 +3.6298e+00 -2.7940e+00 +4.3402e-01 -9.2271e-01 +3.9487e+00 -2.4453e+00 -4.4410e+00 -4.4927e+00 +4.3318e+00
3 +6.003582838e+05 +6.003582838e+05 +6.003111338e+05 +6.003111338e+05 -2.2768e+00 -3.9248e+00 +4.1152e+00 -3.8264e+00 +4.4421e+00 +1.4206e+00 +6.1940e-02 -2.6697e+00 -1.7413e+00 -3.0902e+00 +4.4415e+00 -4.7918e+00 +4.4564e+00 -8.4835e-01 -1.4680e+00 -1.3529e+00 -4.8535e+00 +3.5278e+00 +4.0765e+00 -4.6380e+00
13 +3.559683645e+05 +3.559683645e+05 +3.559212145e+05 +3.559212145e+05 -4.7152e+00 +5.3520e-01 -3.3968e+00 +7.9280e-01 -1.3591e+00 +3.4791e+00 +1.3399e+00 -4.5861e+00 -2.6609e+00 +4.1459e-01 +4.2004e+00 +6.2478e-01 +4.0791e+00 -1.5955e+00 +4.7139e+00 -2.9425e+00 +3.4690e+00 +1.7404e+00 +4.7569e+00 +3.2069e+00
16 +1.456010881e+05 +1.456010881e+05 +1.455539381e+05 +1.455539381e+05 -1.5209e+00 +1.4911e+00 +1.3612e+00 +5.8264e-01 +1.6093e+00 -1.8638e+00 -4.4636e+00 -4.1124e+00 +3.3695e+00 -2.6958e+00 +2.3492e+00 -2.2801e+00 +1.6593e+00 -4.3092e-01 -2.3229e-01 +3.0222e-01 -2.5067e+00 -5.2267e-01 -4.7645e-01 -3.0342e+00
185 +9.374154657e+04 +9.374154657e+04 +9.369439657e+04 +9.369439657e+04 -4.9826e+00 -2.4336e+00 -6.3042e-01 -1.9782e+00 -1.0925e+00 -3.1391e+00 +5.6130e-01 +1.5521e+00 -1.3062e-01 -3.8999e+00 -2.9016e-01 -8.4527e-01 +4.9215e+00 -3.4859e+00 +2.4096e+00 -1.7868e+00 +8.5308e-01 -1.8669e+00 -2.5063e+00 -6.9642e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.770707361e+05 +7.770707361e+05 +7.771082561e+05 +7.771082561e+05 +3.2868e+00 -2.9504e+00 +1.4313e+00 +1.5956e+00 -2.3483e+00 +3.6239e+00 -3.8647e-02 +1.5062e+00 -3.0200e+00 -1.7643e+00 -4.4496e+00 -1.5167e+00 -4.5407e+00 -1.6926e+00 +3.1400e-01 +2.0919e+00 +4.2151e+00 +3.7141e+00 -2.0828e+00 +3.3074e-01
3 +3.023814337e+05 +3.023814337e+05 +3.024189537e+05 +3.024189537e+05 +3.2440e+00 +1.8289e+00 +3.3849e+00 -4.9004e-01 +4.4172e+00 -4.8273e-01 +2.9229e+00 -4.2266e+00 +3.4396e+00 +1.6224e+00 +4.7300e+00 +2.5233e+00 +1.1525e+00 +1.5211e+00 +9.1857e-01 +3.2994e+00 +2.3768e-01 +1.2127e+00 -1.9074e-01 +2.9756e+00
4 +1.963911684e+05 +1.963911684e+05 +1.964286884e+05 +1.964286884e+05 +7.4562e-01 -2.7541e+00 +2.2007e+00 +2.6080e-04 -1.5730e+00 +3.8125e+00 +8.1377e-01 +3.5595e+00 -5.8264e-01 -1.5556e-02 +4.1855e+00 +1.4772e-01 -4.1229e+00 +1.0416e+00 +3.9433e-01 -3.5694e+00 +3.0462e+00 -2.4747e+00 -4.7489e+00 -1.7629e+00
96 +1.428896775e+05 +1.428896775e+05 +1.429271975e+05 +1.429271975e+05 +5.0757e-01 -3.4282e+00 +2.5015e+00 +8.6966e-01 +4.8965e-01 +9.0800e-01 -2.9541e+00 +2.4023e+00 -8.5473e-01 +1.2565e+00 +1.0301e+00 +7.5649e-01 +2.6502e+00 -1.5069e+00 -3.5427e+00 +2.8262e+00 -9.1684e-01 +1.0925e-02 -1.5442e+00 -1.1152e+00
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.900699908e+05 +6.900699908e+05 +6.900401908e+05 +6.900401908e+05 -3.2957e+00 -4.7684e+00 -2.4791e-01 -5.4237e-01 +2.3384e-01 -3.7211e+00 -4.6788e-01 -2.4741e+00 +2.8563e+00 +3.2764e+00 +2.7707e+00 -3.8190e+00 +3.6679e+00 +3.6167e+00 -8.2914e-01 +2.0709e+00 +4.0811e+00 -1.7772e+00 -1.9964e+00 +4.5539e+00
5 +2.333298097e+05 +2.333298097e+05 +2.333000097e+05 +2.333000097e+05 -1.1800e+00 -3.8864e+00 +4.6828e+00 +1.1897e+00 +1.7120e+00 +2.5923e+00 -4.5001e+00 -1.8585e+00 +4.3172e+00 -4.1202e+00 +2.8807e+00 +1.3981e+00 -2.1790e+00 -3.7191e-01 +3.3909e-01 -3.4964e+00 -4.3610e+00 -4.4716e-01 -1.1877e+00 -8.1470e-01
52 +1.139925267e+05 +1.139925267e+05 +1.139627267e+05 +1.139627267e+05 -2.3485e-01 +1.0770e+00 -1.8296e+00 +9.7549e-01 +3.7803e+00 +2.4231e+00 +8.0249e-01 -1.2598e+00 -6.7046e-01 -2.5901e+00 -1.7340e-01 +1.9951e-01 -3.7602e+00 -5.8181e-01 +3.7620e+00 -8.8083e-01 -2.1189e+00 +1.2922e+00 +2.0778e+00 -4.9522e+00
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.939363965e+05 +6.939363965e+05 +6.940177965e+05 +6.940177965e+05 -1.2299e+00 -8.5244e-01 +1.4913e+00 +2.9381e+00 -3.5457e+00 -1.5240e+00 -3.4981e+00 -3.9807e-01 +1.9984e+00 -3.8374e-01 +4.0139e+00 -2.4590e+00 -1.1082e+00 -9.7689e-01 -4.4460e+00 +5.0652e-01 +2.7382e+00 -2.1654e+00 -4.4823e+00 -2.4891e+00
4 +3.231932938e+05 +3.231932938e+05 +3.232746938e+05 +3.232746938e+05 -1.6212e-01 -3.7317e+00 +2.8958e+00 +1.0826e+00 -7.8119e-01 +3.9092e-01 +1.0329e+00 +5.5276e-01 -2.3948e+00 +4.8099e+00 -1.4000e+00 +1.9261e+00 -1.3294e+00 -4.0928e+00 -1.7206e+00 +1.8829e+00 +1.7359e+00 +4.6996e+00 +3.5527e+00 +4.0912e+00
19 +1.028750912e+05 +1.028750912e+05 +1.029564912e+05 +1.029564912e+05 +7.7199e-01 -5.9983e-01 -9.4707e-01 +2.9908e+00 +3.1917e-01 +2.8382e+00 +2.2009e+00 -6.3869e-01 -3.4881e+00 -8.0557e-01 -4.4189e+00 +2.6634e-02 -1.3159e+00 -4.3193e+00 +9.6081e-01 -4.6595e-01 -2.4998e+00 +6.4385e-01 +6.0576e-01 -4.0673e+00
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.195123140e+05 +5.195123140e+05 +5.194939640e+05 +5.194939640e+05 -4.0489e+00 -3.1780e+00 -5.0234e-01 +2.8543e-02 +4.7028e-01 +2.6755e+00 -1.0038e+00 -2.8265e+00 -6.5028e-01 -1.3667e+00 +8.5725e-01 -4.6709e+00 -4.1378e+00 -4.8872e+00 -1.0145e+00 +5.2606e-01 +5.5459e-01 -2.3907e+00 +2.8666e+00 +1.8619e+00
6 +2.686285823e+05 +2.686285823e+05 +2.686102323e+05 +2.686102323e+05 +6.9818e-01 +1.7677e+00 -2.9813e+00 +4.4981e+00 +3.9119e-01 +2.8100e+00 +1.4961e+00 +2.6216e+00 -1.3258e-01 -2.4455e+00 -3.4998e+00 +1.9463e+00 -2.9757e+00 +2.1945e+00 +1.2471e+00 +3.8678e+00 +1.0471e+00 -1.1643e+00 +8.5232e-01 -4.7176e+00
9 +1.970142416e+05 +1.970142416e+05 +1.969958916e+05 +1.969958916e+05 +2.0592e+00 +2.3367e+00 +3.7947e-01 +1.0213e+00 -4.0448e+00 -3.4491e+00 -2.7352e-01 -2.3738e+00 -4.4754e+00 +1.4898e+00 -9.2926e-02 -1.1600e-01 -4.3712e+00 +4.3116e+00 -3.9087e+00 -2.0739e+00 +7.2489e-01 -2.6679e+00 -4.2434e+00 -1.8329e+00
28 +1.360894840e+05 +1.360894840e+05 +1.360711340e+05 +1.360711340e+05 -2.3068e+00 +7.0807e-01 +3.5017e+00 +1.1059e-01 +3.4890e+00 +3.4054e+00 -5.9609e-01 -2.6569e+00 +1.7140e+00 -1.2317e+00 -4.0814e+00 -8.5920e-01 +2.7730e+00 +2.9986e+00 -8.5806e-01 -8.4294e-01 -1.7422e+00 -1.2863e+00 -1.4628e+00 +3.7186e+00
84 +8.622599074e+04 +8.622599074e+04 +8.620764074e+04 +8.620764074e+04 +2.0227e+00 +3.8146e+00 +1.0788e+00 -2.4394e+00 +1.6965e+00 +1.6131e+00 +1.4943e+00 +8.4943e-01 +1.8552e+00 +1.2895e+00 -3.1862e+00 -3.2713e+00 -5.5783e-01 +3.6767e+00 +5.1453e-01 +1.4489e+00 +3.5635e-02 -2.4475e+00 -3.5206e+00 -4.5612e+00
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.950708547e+05 +5.950708547e+05 +5.949709847e+05 +5.949709847e+05 +2.0131e+00 -8.1910e-01 -4.3598e+00 +4.9398e+00 +4.0345e+00 +2.5824e+00 -2.8409e+00 +2.6106e+00 -6.9618e-01 +2.7897e+00 -3.0019e+00 +4.5472e+00 +4.1387e+00 -1.4132e+00 -2.8801e+00 -3.7454e+00 +4.9874e+00 +1.1669e+00 +1.0716e+00 -4.7344e+00
2 +3.844676796e+05 +3.844676796e+05 +3.843678096e+05 +3.843678096e+05 -3.4584e+00 -1.5662e+00 +3.2020e+00 +4.2807e+00 -2.6679e+00 +2.5989e-01 +3.4268e+00 -3.5819e+00 +4.8491e+00 +8.7027e-01 -2.2649e+00 +1.3251e-01 +1.4971e+00 +4.8039e+00 -2.5211e+00 -2.6124e+00 +4.2190e+00 +2.7630e+00 +1.7809e+00 -4.9594e+00
3 +2.481654587e+05 +2.481654587e+05 +2.480655887e+05 +2.480655887e+05 -6.7301e-01 -8.9890e-01 +2.1674e+00 -3.3084e+00 +1.2894e+00 -2.0850e+00 -1.2221e+00 +1.4090e+00 +1.0428e+00 -2.8100e+00 -1.7805e+00 +2.8945e+00 +2.4248e+00 -4.6977e+00 +1.7207e+00 +1.2452e+00 +4.4528e+00 -4.1244e+00 +1.6987e-01 +8.2868e-01
54 +6.620021386e+04 +6.620021386e+04 +6.610034386e+04 +6.610034386e+04 -3.5198e+00 -4.5890e+00 +1.1655e+00 -7.5305e-03 -1.5477e+00 -4.2329e+00 -7.7747e-02 -2.3252e+00 -7.7596e-01 -1.7447e+00 -2.1099e+00 +1.0487e+00 +1.0193e+00 -1.0159e+00 +4.7637e-02 +4.8122e-01 +3.7295e+00 +6.3684e-01 -3.4320e+00 -3.7349e+00
% function evaluation | noise-free fitness - Fopt (7.680000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.485614377e+05 +2.485614377e+05 +2.485691177e+05 +2.485691177e+05 -1.1308e+00 +2.1741e+00 +5.3394e-01 +1.7776e+00 -6.7831e-01 -1.0408e+00 -3.4260e+00 -3.6074e+00 -3.3624e+00 -2.8727e+00 -2.4110e+00 +4.2447e+00 -3.4942e-01 -4.0173e-02 +1.8741e+00 -2.0765e-01 -1.8530e+00 -2.9082e+00 -5.3711e-01 -7.4400e-01
7 +1.463614192e+05 +1.463614192e+05 +1.463690992e+05 +1.463690992e+05 -2.4622e+00 -5.7646e-01 -7.5617e-01 -1.8884e+00 -2.6812e+00 -1.4871e+00 +1.4047e+00 +2.5945e+00 -4.6808e+00 -4.1126e+00 +3.2471e+00 +2.5445e+00 -3.5230e+00 -3.2121e+00 +2.9441e-01 -3.7370e+00 -1.0521e+00 -2.8975e+00 +5.7271e-01 -3.5744e+00
% function evaluation | noise-free fitness - Fopt (-1.809300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.326520123e+05 +6.326520123e+05 +6.324710823e+05 +6.324710823e+05 -1.2764e-01 -9.7483e-01 -2.0761e+00 -2.1073e+00 +2.4178e+00 +1.8592e+00 -4.2055e+00 +2.5755e+00 +3.2681e+00 +8.3810e-01 +2.1276e+00 -4.1406e+00 -4.9695e+00 +9.6114e-01 -4.1237e+00 +3.4299e+00 +3.3016e+00 -1.3674e+00 -2.5711e+00 +4.9354e+00
6 +2.882971575e+05 +2.882971575e+05 +2.881162275e+05 +2.881162275e+05 -4.1290e+00 -1.8373e+00 +2.3318e+00 +3.0904e+00 -3.8919e+00 +2.6873e-01 -1.4587e+00 -3.9342e+00 +1.1812e+00 -4.0615e+00 -4.3271e+00 +2.9870e+00 +4.0865e+00 -3.0214e+00 -2.6582e-01 +3.3400e+00 +1.7668e+00 +4.0797e+00 +7.6444e-01 +2.9755e+00
63 +1.756467138e+05 +1.756467138e+05 +1.754657838e+05 +1.754657838e+05 -2.0387e+00 +4.4277e-01 +2.6208e+00 -2.4669e+00 +7.2987e-01 -3.5888e+00 -1.1566e+00 -1.7085e+00 -5.3015e-01 -1.6494e+00 +4.0217e+00 -2.9578e+00 +1.7564e+00 -1.4763e+00 +2.7110e+00 +6.7869e-01 +2.8904e+00 -8.6170e-01 +1.7626e+00 +6.8773e-01
% function evaluation | noise-free fitness - Fopt (-3.674000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.056139368e+05 +4.056139368e+05 +4.055771968e+05 +4.055771968e+05 +4.8882e-01 +9.9587e-01 +9.5801e-01 -8.7971e-01 +2.5669e+00 +1.8026e+00 -1.5895e+00 -6.3800e-01 -3.9239e+00 +3.1445e+00 +1.8255e+00 -4.4960e-01 -1.2288e+00 -4.2653e+00 +2.1642e+00 -2.6867e+00 -2.9921e+00 +2.4843e+00 -2.0705e+00 -4.1224e+00
8 +3.824942416e+05 +3.824942416e+05 +3.824575016e+05 +3.824575016e+05 +1.5500e+00 -1.6559e+00 -1.3525e+00 +1.3375e+00 -2.4142e+00 -3.9332e+00 -1.8980e+00 +4.6760e+00 -3.2550e+00 -2.1602e+00 -3.4232e+00 -7.4541e-02 -4.7378e+00 +6.6874e-01 -2.4601e+00 -4.0887e-01 -6.7138e-01 -3.1709e+00 -1.2351e+00 -2.6163e+00
69 +2.494031324e+05 +2.494031324e+05 +2.493663924e+05 +2.493663924e+05 -3.0042e+00 +4.4949e+00 +1.2837e-01 +1.3786e+00 +3.5309e+00 -5.6886e-01 -7.3846e-01 -4.3251e+00 -1.9099e+00 -4.7368e+00 -2.1051e-01 -3.9361e+00 +4.2555e+00 -3.3541e+00 +2.7562e+00 +1.4793e+00 -2.2386e-01 +1.0269e+00 +4.8352e-01 +4.3030e-01
158 +1.493447634e+05 +1.493447634e+05 +1.493080234e+05 +1.493080234e+05 -3.8836e+00 -2.3925e+00 -4.2461e+00 +2.8782e+00 -1.9294e-01 +3.4848e+00 -2.0204e-01 +4.2892e-01 -4.7509e+00 -2.7622e+00 -1.7562e+00 -4.5821e+00 +2.0886e+00 -1.5630e+00 +1.9937e+00 +3.1025e+00 -1.8993e+00 +4.0114e-01 -3.7604e+00 +4.7426e+00
% function evaluation | noise-free fitness - Fopt (1.151100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.023113859e+06 +1.023113859e+06 +1.023228969e+06 +1.023228969e+06 +3.3493e+00 +4.6829e+00 +2.8820e-01 +2.4893e+00 -4.2704e+00 -2.4191e+00 +3.6821e+00 +4.3429e+00 -9.7490e-01 +2.9727e+00 +2.3743e+00 -4.7043e+00 +3.5078e+00 -2.8658e+00 +2.5258e+00 -2.2965e+00 -4.1164e+00 -1.1723e+00 +1.8923e+00 +2.0747e+00
2 +9.910706688e+05 +9.910706688e+05 +9.911857788e+05 +9.911857788e+05 +1.8609e+00 -3.9352e+00 +3.7118e+00 +4.9452e+00 +2.3098e+00 +4.9060e+00 -3.8501e+00 -2.7583e-01 -1.3429e+00 +7.0616e-01 -3.1202e+00 +1.0778e+00 -2.6102e+00 +5.0338e-02 -4.7356e+00 -8.6391e-01 -2.1657e+00 -4.3199e+00 -4.2974e+00 +4.7918e+00
6 +4.777550643e+05 +4.777550643e+05 +4.778701743e+05 +4.778701743e+05 +1.2390e+00 -4.2917e+00 -3.8978e+00 +3.9632e+00 +4.5205e+00 +2.7810e+00 -4.2609e+00 +2.7551e+00 -1.9201e+00 +1.7092e+00 -2.6877e+00 -4.9276e+00 -3.8021e+00 -6.1866e-01 -4.3109e+00 -1.6265e+00 -5.2722e-02 +3.3498e+00 -1.3897e+00 -3.8977e+00
52 +8.157468583e+04 +8.157468583e+04 +8.168979583e+04 +8.168979583e+04 -1.6533e+00 -6.4561e-01 -2.5213e+00 -1.2158e+00 +4.1726e+00 -2.0888e+00 +1.9269e+00 -1.3092e+00 -4.0992e+00 -1.8106e+00 +7.2806e-01 -8.9733e-01 -1.0816e-01 -2.2106e+00 +2.0280e-01 -1.9891e+00 -2.9569e+00 +4.3969e+00 -2.9986e+00 +4.6170e+00
% function evaluation | noise-free fitness - Fopt (1.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.032110172e+05 +9.032110172e+05 +9.032286072e+05 +9.032286072e+05 +1.8092e+00 -2.4635e+00 -2.5656e+00 +4.2979e+00 +2.6447e+00 -2.9321e+00 +1.6505e+00 +4.1380e+00 +4.9391e+00 -7.4689e-01 +4.0637e+00 -3.3051e+00 -4.7437e+00 -2.5217e+00 +3.9213e-01 -4.6255e+00 +1.6866e+00 -2.3526e+00 +2.5512e+00 -1.6146e+00
3 +5.566203441e+05 +5.566203441e+05 +5.566379341e+05 +5.566379341e+05 +7.2243e-01 -2.7410e+00 -4.6205e+00 -4.3401e+00 -2.3051e+00 +2.6653e+00 +3.0451e-01 +4.8683e+00 +2.5185e+00 +9.5517e-01 +2.4038e+00 -4.1460e+00 +2.4619e+00 +2.8041e+00 -6.6271e-02 +3.5269e+00 -2.2307e+00 +4.8466e+00 -3.8866e+00 -6.2316e-01
10 +3.121791121e+05 +3.121791121e+05 +3.121967021e+05 +3.121967021e+05 -4.1902e+00 +2.0964e+00 +3.7969e+00 -3.3179e+00 +9.6153e-01 -2.5968e+00 +2.5317e+00 -1.3291e+00 +2.2279e+00 -1.3103e+00 -8.4558e-01 -3.7013e+00 +6.1661e-01 +2.0678e+00 -2.7420e+00 +1.0594e+00 -3.1711e-02 -3.6250e+00 -6.5510e-01 -3.6923e+00
126 +2.313442749e+05 +2.313442749e+05 +2.313618649e+05 +2.313618649e+05 -1.4546e+00 +3.4890e+00 -3.4372e+00 -6.8105e-01 -1.3871e+00 -2.7704e+00 -2.3892e+00 +1.5037e-01 -1.1705e+00 -1.0494e+00 +1.6717e+00 +6.9933e-01 -3.0921e+00 -2.0535e+00 -3.7514e-01 -1.1327e+00 -2.6496e+00 -2.6222e+00 -8.1118e-01 -4.6935e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.484027516e+06 +1.484027516e+06 +1.485027516e+06 +1.485027516e+06 +4.6031e+00 +3.4160e+00 -1.2559e+00 -4.2889e-01 +2.1881e+00 -3.6466e+00 -4.6877e+00 +2.0500e+00 -3.5242e+00 +4.0632e+00 +4.1502e+00 -2.8922e+00 +1.3334e+00 +2.6963e+00 -1.9171e+00 -2.9449e+00 -1.4226e+00 +3.2855e+00 -3.1495e+00 -1.0887e+00
2 +4.395751153e+05 +4.395751153e+05 +4.405751153e+05 +4.405751153e+05 +2.6060e+00 +2.9795e-01 -4.3578e+00 +2.2474e+00 +5.4141e-02 -1.8025e+00 -2.7876e+00 -3.1477e+00 +2.2115e+00 -9.3219e-01 -7.3464e-01 +7.7450e-01 -4.8344e+00 -2.5658e+00 +3.5678e+00 -6.5613e-01 -7.4027e-01 -4.6737e+00 -2.5603e+00 +3.4371e+00
14 +3.085332776e+05 +3.085332776e+05 +3.095332776e+05 +3.095332776e+05 -1.9478e+00 -4.9169e+00 -2.7484e+00 -2.6562e+00 -3.7095e+00 -2.0599e+00 +4.9215e+00 +4.8612e+00 +3.9182e+00 -2.4152e+00 -3.1141e+00 -8.2577e-01 +1.2839e+00 -2.2368e-01 +4.9033e+00 +3.2461e+00 +1.4113e+00 -3.8119e+00 -1.1720e+00 +2.4693e+00
22 +7.580245358e+04 +7.580245358e+04 +7.680245358e+04 +7.680245358e+04 +5.1363e-01 -2.9456e+00 -3.9999e+00 -3.9237e-02 -3.8462e-01 -1.0725e+00 +3.0254e+00 -1.7368e+00 +4.0380e+00 -2.6757e+00 -6.1525e-01 -1.5437e+00 +3.9086e+00 -1.9294e+00 +2.6174e-01 -3.4854e+00 +2.9856e+00 +3.5586e-01 -2.0254e+00 -4.8542e+00
