% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.932793036e+03 +1.932793036e+03 +1.958263036e+03 +1.958263036e+03 +1.4703e+00 -1.7749e+00 -4.8281e+00 -8.4902e-01 +3.0689e+00 +4.6526e+00 -1.2166e+00 +5.4562e-01 +3.7390e+00 +4.8381e+00 +4.1396e+00 +4.9552e-01 -1.5399e+00 +3.3973e+00 +4.1628e+00 -4.3819e+00 +2.7976e+00 -6.1752e-01 +2.1459e+00 +3.4104e+00
6 +1.291692967e+03 +1.291692967e+03 +1.317162967e+03 +1.317162967e+03 -3.7136e-01 -3.7194e+00 -4.9323e+00 +3.5933e+00 +4.4444e+00 +3.0769e+00 -3.4703e+00 +1.9265e+00 -5.5744e-01 +4.3165e-03 -1.0910e+00 +1.8893e+00 +4.9016e+00 -3.3677e+00 -4.8670e-01 -3.7336e+00 -2.8131e+00 +4.9938e+00 +1.7419e+00 -3.7062e+00
28 +9.779076793e+02 +9.779076793e+02 +1.003377679e+03 +1.003377679e+03 -2.1470e+00 -4.2516e+00 -4.9887e+00 -4.7340e+00 -3.4449e+00 +2.5594e+00 +3.4568e+00 +1.5745e+00 +2.6624e+00 +9.0527e-01 -4.3767e+00 +3.0474e+00 +4.4400e+00 +4.5983e+00 +5.4842e-01 -4.4133e+00 +2.0114e+00 +2.6917e+00 +1.4349e+00 -2.6852e-01
49 +6.116896598e+02 +6.116896598e+02 +6.371596598e+02 +6.371596598e+02 -2.4431e+00 -3.5146e+00 -2.8263e+00 -2.2969e-01 +3.1586e+00 +8.1895e-01 +1.0317e-01 +4.4865e+00 +3.1816e+00 +3.2689e+00 -3.0570e+00 -4.7452e+00 +2.5973e+00 +3.0940e+00 +3.0778e+00 +2.4467e+00 +3.1689e-01 +3.3365e+00 +3.8802e+00 -4.0700e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.363520176e+02 +8.363520176e+02 +7.355420176e+02 +7.355420176e+02 +2.3233e+00 +4.8348e-01 -2.1245e-03 -2.8134e-01 +1.3315e+00 +4.8983e+00 +2.8647e-01 +3.7696e+00 -4.3895e+00 -3.6703e+00 +2.2979e+00 +1.0243e+00 -2.8237e+00 -2.0318e+00 -1.5293e+00 +4.9668e+00 +1.9028e+00 -4.3951e-01 +2.5208e+00 -3.8121e+00
105 +5.964793259e+02 +5.964793259e+02 +4.956693259e+02 +4.956693259e+02 +3.1366e+00 +6.4749e-01 -4.5609e+00 -8.9585e-01 +3.8316e-01 +1.6962e+00 -2.5348e+00 -2.9914e+00 -3.1573e+00 -2.1085e+00 +5.7581e-01 -9.8585e-01 -3.9402e+00 -4.1440e+00 +2.7945e+00 +1.3967e+00 +2.4165e+00 -3.1179e-01 -4.3726e+00 +1.8142e+00
% function evaluation | noise-free fitness - Fopt (4.017300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.940370005e+03 +1.940370005e+03 +2.342100005e+03 +2.342100005e+03 -1.8988e+00 +3.6468e+00 +1.2982e-01 -2.2161e+00 +4.6374e+00 -4.4419e+00 -4.4052e-01 +2.9824e+00 -4.1017e+00 -3.7715e+00 -3.4565e+00 +3.3729e+00 +2.0233e+00 +2.1185e+00 -6.8099e-01 -2.7584e-02 +3.7898e+00 +1.5518e+00 +1.5980e-01 +1.0061e+00
7 +1.137403933e+03 +1.137403933e+03 +1.539133933e+03 +1.539133933e+03 +8.5105e-01 -3.4306e+00 -3.2711e+00 +3.0999e+00 -4.5260e+00 +1.3916e+00 -3.8465e+00 -2.3866e+00 +1.5155e+00 -7.6582e-01 -1.0993e-01 +3.6281e+00 -3.7136e+00 +3.2395e+00 -3.2769e+00 -4.1135e+00 +1.2345e+00 +1.7880e+00 +3.7144e-01 -3.4213e+00
20 +8.285261226e+02 +8.285261226e+02 +1.230256123e+03 +1.230256123e+03 -4.3556e+00 -5.2381e-01 +3.2175e+00 +2.8032e+00 -2.2052e-01 +5.6505e-01 -4.3170e-01 -1.4405e+00 +3.0469e+00 -3.7514e+00 +4.7075e+00 +4.4765e+00 +3.7802e+00 -1.3762e+00 -2.5582e+00 +3.7462e+00 -3.5143e+00 +2.4987e+00 +3.2359e+00 -9.7890e-02
76 +6.020794082e+02 +6.020794082e+02 +1.003809408e+03 +1.003809408e+03 +2.2057e+00 -3.0427e+00 +4.1959e+00 +6.8727e-01 +4.9890e+00 +4.7651e+00 -1.8245e+00 -3.4380e+00 +1.0648e+00 +2.0763e+00 +1.3449e+00 +3.3527e+00 +3.3767e+00 -3.9489e+00 -2.4617e+00 -2.6214e+00 +3.1640e+00 +3.2736e+00 -5.8531e-01 +8.2945e-01
% function evaluation | noise-free fitness - Fopt (-9.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.140688983e+03 +2.140688983e+03 +2.044938983e+03 +2.044938983e+03 +1.1914e+00 +2.6523e+00 +7.4107e-01 -3.0576e+00 -4.6024e+00 -4.4453e+00 -3.3156e+00 +4.5781e+00 +1.2890e+00 +3.1508e+00 -1.3049e+00 -2.0123e+00 +1.6851e+00 +4.0748e+00 -4.7168e+00 +1.6334e+00 -3.5536e+00 -2.8596e+00 +1.0411e+00 +4.2376e+00
8 +1.182636984e+03 +1.182636984e+03 +1.086886984e+03 +1.086886984e+03 +2.4103e+00 +4.9221e+00 -4.8145e+00 +8.4419e-01 -3.9566e+00 -4.5263e+00 +6.8902e-01 -1.0236e+00 +2.2378e+00 -8.8612e-01 +4.3925e-01 +1.1721e+00 +4.3513e+00 -4.6966e+00 +2.0640e+00 +1.0842e+00 +3.5345e+00 -3.4652e+00 +1.3666e+00 +2.5447e+00
15 +7.794766216e+02 +7.794766216e+02 +6.837266216e+02 +6.837266216e+02 -4.3520e+00 +3.3577e+00 -2.0398e-01 +2.0048e+00 +4.6112e+00 -2.6974e+00 -2.7134e+00 +1.2870e+00 +2.0915e+00 +5.9026e-01 +4.6508e+00 -1.3380e+00 -1.0836e+00 -3.3155e+00 -7.2007e-01 +2.2935e+00 -5.2840e-01 +2.0642e+00 +3.3771e+00 -2.2108e+00
103 +5.921115771e+02 +5.921115771e+02 +4.963615771e+02 +4.963615771e+02 +3.0986e+00 +8.4306e-01 +6.5874e-01 -8.4532e-01 +2.9427e+00 +4.1351e-01 -1.4148e+00 -3.8566e+00 +2.4773e+00 +2.6927e+00 +2.7828e+00 -2.4726e+00 -1.3616e-02 -3.4116e+00 +2.5760e+00 -2.9623e+00 +1.9103e+00 -1.3441e+00 +3.6012e+00 -3.5965e+00
% function evaluation | noise-free fitness - Fopt (-9.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.245720442e+03 +1.245720442e+03 +1.154360442e+03 +1.154360442e+03 +2.7915e+00 +4.6604e+00 -4.6037e+00 -3.5041e+00 -1.5354e+00 -3.9811e+00 +8.6383e-01 -2.7725e+00 +2.3884e+00 +3.1388e+00 +1.2594e+00 -3.5354e+00 -5.1403e-01 -2.7343e+00 +2.1846e+00 +1.0148e+00 -1.7501e+00 +2.5530e+00 +1.5465e+00 -3.7104e+00
6 +8.967611281e+02 +8.967611281e+02 +8.054011281e+02 +8.054011281e+02 +1.2084e+00 +2.6832e+00 +8.1152e-02 -1.7248e+00 +6.6399e-01 -4.5262e+00 -1.1105e+00 +2.0385e+00 -4.3612e+00 -2.8893e+00 -4.9715e+00 +2.0793e+00 -1.7232e-01 -3.9317e+00 +1.8572e+00 +1.9126e+00 -1.5018e+00 +1.7252e+00 -4.9928e+00 -2.0723e+00
164 +4.991908895e+02 +4.991908895e+02 +4.078308895e+02 +4.078308895e+02 -4.0140e+00 +2.0128e+00 +8.5469e-02 +3.9432e+00 +5.3419e-01 -3.0503e+00 -8.2893e-01 +3.3300e+00 +1.3278e+00 -1.5235e+00 -2.7220e+00 -2.7767e+00 +5.0521e-01 +3.5274e-02 -2.7876e+00 -3.5119e-01 +2.3590e+00 -1.2832e+00 -1.0441e+00 -7.3695e-01
% function evaluation | noise-free fitness - Fopt (2.315300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.277351434e+03 +2.277351434e+03 +2.508881434e+03 +2.508881434e+03 +3.1082e+00 -2.2274e+00 -2.9718e+00 -4.1490e+00 +1.0253e+00 -2.7025e+00 -9.3031e-01 -4.1937e+00 -4.5184e+00 +3.8396e-01 +3.4900e+00 -2.5618e+00 +2.4915e+00 +1.4549e+00 -3.4726e-01 +1.3305e-01 -1.7621e+00 -1.3198e+00 -4.2074e+00 -7.1695e-01
5 +1.093119616e+03 +1.093119616e+03 +1.324649616e+03 +1.324649616e+03 -3.4553e+00 -3.3815e+00 -8.0765e-01 +4.7336e+00 +4.8217e-01 -4.7962e+00 -3.4457e+00 +1.8090e+00 +1.7025e+00 +1.9766e+00 +3.9679e+00 +2.6255e+00 +3.1934e+00 -3.2392e+00 -1.4567e+00 +4.4354e+00 -7.3593e-01 -2.2508e+00 -4.6282e+00 +8.1233e-01
10 +8.952621296e+02 +8.952621296e+02 +1.126792130e+03 +1.126792130e+03 +3.8238e-01 +4.0580e-01 +2.5194e+00 +1.6507e+00 -6.1724e-01 +3.3887e+00 +4.5809e+00 +9.1184e-01 -2.1137e+00 +9.5730e-02 -1.1208e+00 +7.6361e-01 +1.8107e+00 -4.1535e+00 +2.1559e+00 +2.9211e+00 +1.5983e-01 +2.9153e+00 -4.3652e+00 -7.4741e-01
% function evaluation | noise-free fitness - Fopt (-1.397700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.106150557e+04 +1.106150557e+04 +1.092173557e+04 +1.092173557e+04 +4.6542e+00 -3.4445e+00 +3.1505e+00 -1.9431e+00 +3.1012e+00 +2.4574e+00 -3.4918e+00 +2.1568e+00 -1.0612e-01 +1.5857e+00 +3.3651e+00 +3.8019e+00 +3.5118e+00 +4.0406e+00 -4.1797e+00 -3.4958e+00 -1.7362e+00 +2.3171e+00 -8.8608e-01 +7.5530e-01
2 +3.026652007e+03 +3.026652007e+03 +2.886882007e+03 +2.886882007e+03 +9.3932e-01 -8.0882e-01 +3.9072e+00 +3.4578e+00 -4.2198e+00 +1.3303e+00 +3.5323e+00 -1.4117e+00 -4.5067e+00 -1.2599e+00 +3.0251e+00 -1.0540e-01 +4.2398e+00 -6.5714e-01 -3.7252e+00 -2.2098e+00 +1.5322e+00 +3.6684e+00 -1.8091e+00 +1.7624e+00
6 +1.955560893e+03 +1.955560893e+03 +1.815790893e+03 +1.815790893e+03 -1.8257e+00 -5.2710e-01 +3.3088e+00 -7.0546e-01 -3.4837e+00 +2.6058e-01 -2.4506e+00 -4.2873e+00 +4.5818e+00 +1.2201e+00 -3.6196e+00 -4.1104e+00 +4.5754e+00 +2.5715e+00 +3.9986e-01 +2.7938e+00 -1.7476e+00 -4.9133e+00 +2.6404e+00 -4.4259e+00
19 +1.306372342e+03 +1.306372342e+03 +1.166602342e+03 +1.166602342e+03 +2.8180e+00 +1.8859e+00 -3.3265e+00 +4.2236e-01 -5.2940e-01 -2.3049e+00 -3.7769e+00 -3.9438e+00 -3.1825e+00 -4.9151e+00 -7.6313e-01 -2.0481e+00 -5.1153e-02 -2.5035e+00 +5.3106e-01 -2.6481e+00 -3.7544e+00 +1.7045e+00 -2.0091e+00 -4.1480e+00
24 +8.176753565e+02 +8.176753565e+02 +6.779053565e+02 +6.779053565e+02 -8.6408e-01 -3.4666e+00 -4.4448e+00 -9.1209e-01 -3.3800e+00 -3.8555e+00 +1.1998e+00 -3.4382e+00 -1.7425e+00 +3.7419e-01 +1.9293e+00 -4.7848e+00 -2.3172e-01 +6.8481e-01 +2.0665e+00 +1.5505e+00 -1.0895e+00 -2.1581e-01 -3.8031e+00 +2.9454e+00
108 +6.286926420e+02 +6.286926420e+02 +4.889226420e+02 +4.889226420e+02 +1.0062e+00 +4.5157e+00 -2.0221e+00 +2.8952e+00 -3.5011e+00 -2.5489e+00 +1.4621e+00 -4.1111e-01 -3.8484e+00 +3.2426e-01 +4.0606e+00 -2.0454e+00 -4.7007e+00 +2.7157e+00 +1.5229e+00 -3.3589e+00 +4.5428e+00 -6.3111e-02 +6.0775e-02 +3.7400e-01
% function evaluation | noise-free fitness - Fopt (9.830000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.843529615e+03 +3.843529615e+03 +3.853359615e+03 +3.853359615e+03 -4.1369e+00 +2.8288e+00 -4.9573e+00 +2.8548e+00 +8.2994e-01 -1.4749e+00 +1.3386e+00 +2.4069e+00 +2.9447e+00 +4.8754e+00 -4.6773e-01 +4.1536e+00 +3.8348e+00 -1.5746e+00 +4.2837e+00 -2.5679e+00 -4.7250e+00 +1.0160e+00 -6.9218e-02 -2.7258e-01
2 +1.432729340e+03 +1.432729340e+03 +1.442559340e+03 +1.442559340e+03 +1.4768e+00 -3.8100e+00 +3.4499e+00 +1.8021e+00 -4.7034e-01 +2.8416e+00 -4.7320e+00 +1.1130e+00 -3.6492e+00 +3.1076e+00 -3.2078e+00 +4.7727e+00 +1.8309e+00 +2.8578e+00 -3.4971e+00 -2.2908e+00 +3.5176e+00 +9.2718e-01 -3.3787e+00 +6.4017e-01
12 +9.250255642e+02 +9.250255642e+02 +9.348555642e+02 +9.348555642e+02 +4.1715e+00 +2.5613e+00 +1.6992e+00 -3.5853e+00 +4.8533e+00 +4.3807e+00 +3.9257e-01 +4.0987e+00 -2.4711e+00 +7.6004e-01 -4.5515e+00 -1.6475e+00 +1.4651e-01 -1.3980e+00 -2.2733e+00 -9.9833e-01 +1.6784e+00 +4.0885e-01 +2.1123e+00 -2.2006e+00
% function evaluation | noise-free fitness - Fopt (6.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.379119028e+03 +3.379119028e+03 +3.446329028e+03 +3.446329028e+03 -2.3610e+00 +6.1448e-01 -3.6144e+00 -2.3092e+00 -4.5937e+00 +7.8903e-01 +1.0597e+00 +1.8556e+00 +3.3987e+00 +3.4552e+00 -2.1348e+00 -4.9561e+00 -2.7423e+00 -3.0662e+00 +2.9999e+00 +2.1396e+00 +1.1692e+00 +5.7862e-01 -1.8362e+00 -2.7002e+00
4 +2.483155489e+03 +2.483155489e+03 +2.550365489e+03 +2.550365489e+03 +3.1030e+00 +2.1169e+00 -3.0376e-01 -1.2668e+00 -1.4557e+00 -2.0900e+00 +1.0076e+00 -2.2060e+00 +3.4053e+00 +8.9232e-01 +2.6056e+00 +5.3363e-01 +2.5193e+00 -2.4785e-01 -3.3925e+00 -1.1326e+00 -3.8234e+00 +2.7826e+00 +4.9654e+00 +4.5224e+00
5 +1.238399015e+03 +1.238399015e+03 +1.305609015e+03 +1.305609015e+03 +4.6742e-01 +1.9769e+00 -2.9229e+00 +4.0047e+00 +1.3644e+00 -1.3899e+00 -6.7738e-01 -1.5304e+00 -2.9051e+00 -1.4696e+00 +3.8089e-01 +2.9274e+00 +2.0331e+00 -2.0579e+00 +7.7080e-01 -2.8238e+00 +3.8635e+00 +2.2063e+00 -1.3343e+00 -3.6471e-01
11 +9.876872379e+02 +9.876872379e+02 +1.054897238e+03 +1.054897238e+03 +4.7119e-01 -4.0438e+00 -5.8990e-01 -4.4774e-01 -1.5349e+00 +5.5877e-01 +4.2709e+00 +7.9558e-01 -3.8974e-01 +1.1560e+00 -1.3556e+00 +4.1640e+00 +4.1814e+00 +2.4375e+00 +4.4238e+00 -1.3137e+00 +3.7036e+00 +4.8389e+00 -3.1064e+00 -1.2617e+00
% function evaluation | noise-free fitness - Fopt (-5.296000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.580421825e+03 +1.580421825e+03 +1.527461825e+03 +1.527461825e+03 -4.2895e+00 -3.7487e+00 -2.9592e+00 +1.4709e+00 -2.0109e+00 +3.2548e+00 -4.3791e+00 +3.1019e+00 -4.9669e+00 -2.3496e+00 +2.7957e+00 -2.2620e+00 -1.1752e+00 +1.3759e+00 -2.7374e+00 -1.4774e+00 -1.6428e+00 -7.1552e-01 +4.4382e+00 -4.0273e+00
8 +9.294891315e+02 +9.294891315e+02 +8.765291315e+02 +8.765291315e+02 +1.8226e+00 +4.6376e+00 -5.9900e-01 +3.0521e+00 -2.4563e+00 -4.4120e+00 -2.6293e+00 -3.0327e+00 -6.3581e-01 -1.1540e+00 -1.1599e+00 +3.1723e+00 -2.1660e+00 +8.6607e-01 -1.0363e+00 +4.9731e-01 +1.0544e+00 +2.4952e+00 +8.6768e-02 +4.4437e+00
% function evaluation | noise-free fitness - Fopt (8.806000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.788584345e+03 +2.788584345e+03 +2.876644345e+03 +2.876644345e+03 +2.8228e+00 +4.5602e+00 +1.2919e+00 +2.9045e+00 +4.3600e+00 +8.9886e-01 +1.9251e+00 +1.3275e+00 -1.1814e+00 -9.6549e-01 +1.3625e+00 +1.0895e+00 +1.5375e+00 +3.8060e+00 -1.6297e+00 -4.8097e+00 +4.9922e+00 +4.5459e+00 -2.8052e+00 -2.3320e+00
2 +1.056477665e+03 +1.056477665e+03 +1.144537665e+03 +1.144537665e+03 -4.3352e+00 -1.9107e+00 +5.0694e-01 -2.7683e-01 -5.0648e-01 +1.3637e+00 -4.4717e+00 -1.0317e+00 -2.1182e+00 -4.9494e+00 -4.6249e+00 +3.9556e+00 +2.0741e+00 +1.2703e-01 +4.6839e+00 +1.6564e+00 +6.3321e-01 -2.7014e-01 +3.3108e+00 +2.3075e+00
31 +8.108059507e+02 +8.108059507e+02 +8.988659507e+02 +8.988659507e+02 -5.1442e-01 -4.0615e+00 +4.1488e+00 -1.1647e+00 -1.1456e+00 +1.1567e+00 -1.6603e+00 -2.9272e+00 -1.6115e+00 -3.2011e+00 -5.2289e-03 -2.6600e+00 +4.4859e+00 -2.6414e+00 +9.6717e-01 +4.5296e+00 +1.9060e+00 +3.9529e+00 +8.7281e-01 +8.0959e-01
% function evaluation | noise-free fitness - Fopt (7.853000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.787923215e+03 +2.787923215e+03 +2.866453215e+03 +2.866453215e+03 +2.7489e+00 +2.3464e+00 -4.7538e+00 -4.2477e-01 -4.9308e+00 +3.5697e+00 +1.7636e+00 +2.3494e+00 -3.7048e+00 +2.4599e+00 +1.8733e+00 -4.4705e+00 +3.2629e+00 +2.3234e-01 -4.3315e+00 +2.2441e+00 -1.4855e+00 +3.2493e+00 -2.8811e+00 -2.7935e+00
2 +1.188861624e+03 +1.188861624e+03 +1.267391624e+03 +1.267391624e+03 +6.3745e-01 -6.8209e-01 +6.0960e-02 +3.1567e+00 -7.0918e-01 +2.4145e+00 +2.1759e+00 -5.1533e-01 +4.7338e+00 +1.7300e+00 +7.4525e-01 -4.4419e+00 -2.2915e-01 +1.9824e+00 +1.8302e+00 -1.3615e-01 +1.8387e+00 -2.4076e+00 +3.4771e+00 -4.0327e-01
8 +9.291367375e+02 +9.291367375e+02 +1.007666737e+03 +1.007666737e+03 +2.7033e+00 -4.1263e+00 +4.0186e-01 +3.7878e+00 +1.5343e+00 -2.7148e+00 -2.7502e+00 +1.8647e-01 +1.3598e+00 -2.9361e+00 +4.4857e+00 -4.6641e+00 +3.0167e+00 +3.3558e+00 +1.9631e+00 +5.9261e-01 -8.8231e-01 +3.9850e+00 +7.4268e-02 -3.8980e+00
62 +6.273974922e+02 +6.273974922e+02 +7.059274922e+02 +7.059274922e+02 +4.3877e+00 -5.1687e-02 -1.7474e-03 -1.1536e+00 +4.9482e+00 -7.2737e-01 -6.8785e-01 -3.6601e+00 -2.6985e+00 -2.3667e-01 +4.1198e+00 -5.2341e-01 +3.9891e+00 -1.1322e+00 -1.9953e+00 -1.1418e-01 -1.6571e+00 +3.0234e+00 +3.1405e+00 +8.0026e-01
