% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (2.275200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.966529755e+02 +7.966529755e+02 +1.024172976e+03 +1.024172976e+03 -1.0728e+00 -2.6442e+00 -1.9118e+00 -2.0952e+00 -4.3997e+00 -4.5292e+00 -1.1087e+00 +3.2771e+00 +1.2337e+00 +3.9528e+00 -1.1140e+00 -1.1196e+00 -2.0124e+00 -2.6818e+00 -1.1720e+00 -3.5195e+00 +4.4971e+00 +1.4924e+00 -1.4838e-01 +4.3890e+00
17 +5.773988767e+02 +5.773988767e+02 +8.049188767e+02 +8.049188767e+02 -3.1715e-02 -1.0926e-01 +6.0659e-02 -4.0923e+00 -3.7673e+00 -2.6804e+00 +1.3724e+00 +3.9265e+00 +1.2679e+00 -3.0861e-01 -2.8762e-01 +2.7519e+00 -2.7471e+00 +6.8089e-01 -2.3220e-02 -1.5980e+00 -2.2977e+00 +1.0118e+00 -8.4947e-02 -4.0902e+00
% function evaluation | noise-free fitness - Fopt (6.370000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.587937446e+02 +9.587937446e+02 +9.651637446e+02 +9.651637446e+02 -3.0585e+00 -2.2008e+00 -3.2402e+00 -1.8443e+00 +1.9122e+00 -1.5846e+00 +2.9649e-01 +1.5141e+00 +4.7983e+00 -4.3594e+00 -1.2436e+00 -6.0649e-01 +4.8668e+00 -4.1015e+00 +4.0610e+00 -1.7678e+00 -2.6659e+00 +2.1201e+00 -3.0198e+00 +1.1437e+00
4 +5.725918132e+02 +5.725918132e+02 +5.789618132e+02 +5.789618132e+02 +4.6280e-01 +1.3252e+00 -1.0604e+00 +2.6444e-01 +9.5747e-01 -2.9700e+00 +1.1994e+00 -4.7487e+00 -2.5084e+00 -9.9948e-01 -1.2804e-01 +3.7781e+00 +2.3556e+00 +1.8641e+00 -5.0459e-01 -1.2811e+00 -1.1757e-01 +1.9600e+00 -4.7030e+00 +4.8657e+00
% function evaluation | noise-free fitness - Fopt (-1.082600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.832489949e+02 +9.832489949e+02 +8.749889949e+02 +8.749889949e+02 -1.0419e+00 +4.9080e+00 -4.4557e+00 -4.1464e+00 -2.6081e+00 +5.5367e-01 -3.1093e+00 -4.6081e+00 -8.1093e-01 -3.5101e+00 +1.2420e+00 +1.1996e+00 +1.6691e+00 -4.3980e+00 -1.1291e+00 -4.6158e+00 +2.7382e+00 +6.7186e-01 -4.9883e+00 -1.6542e+00
20 +4.795175913e+02 +4.795175913e+02 +3.712575913e+02 +3.712575913e+02 -1.8166e+00 +1.5862e+00 -2.6866e+00 -3.4039e+00 -9.1633e-02 +3.6728e+00 +2.6999e+00 +2.7133e+00 -9.5684e-01 -1.5786e+00 +2.1791e+00 -5.2794e-01 +3.6366e+00 +3.5128e+00 +2.0832e+00 -2.6372e-01 +3.0350e+00 -6.1884e-01 +2.1219e+00 +2.7059e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.075647889e+02 +8.075647889e+02 -1.924352111e+02 -1.924352111e+02 -3.2741e+00 -3.5979e+00 -4.2519e+00 -1.1932e+00 +4.6378e-01 +3.6708e+00 -2.6046e-01 -1.2081e+00 -4.6295e+00 -4.5714e-01 -1.9708e+00 -4.6661e+00 +3.9850e+00 -2.4059e-01 -9.2820e-01 +2.0063e+00 +3.4481e+00 +2.7517e+00 +2.3989e+00 +3.0525e+00
4 +4.836913135e+02 +4.836913135e+02 -5.163086865e+02 -5.163086865e+02 +2.8324e+00 -2.0213e-01 -9.0226e-01 +1.3774e+00 -4.5983e+00 +1.6918e+00 +1.9805e+00 +4.1965e-01 -7.7255e-01 +1.5277e+00 +3.3943e+00 +2.8508e+00 -1.2972e+00 -2.5965e+00 -2.0840e+00 -1.8307e+00 +3.0750e+00 +3.4641e+00 +3.0994e+00 -4.9379e+00
% function evaluation | noise-free fitness - Fopt (-8.434000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.574510012e+02 +8.574510012e+02 +7.731110012e+02 +7.731110012e+02 -2.0017e+00 -5.0156e-01 +2.8709e+00 -2.5860e+00 -4.2644e-01 -3.9332e+00 +4.7547e+00 +1.0412e+00 +2.2635e-01 +4.1705e+00 +2.8594e+00 -4.8757e+00 +1.2416e+00 -2.4851e+00 +9.8494e-01 -1.1691e+00 +3.6253e+00 -3.1211e+00 +1.5823e-01 +2.3653e+00
16 +5.228195835e+02 +5.228195835e+02 +4.384795835e+02 +4.384795835e+02 +2.3733e+00 +1.4298e+00 -1.6830e+00 +1.0773e-01 +3.3479e+00 -2.3562e+00 -1.2426e+00 +5.3042e-01 +3.9667e+00 -2.6361e+00 -7.6984e-01 +2.5636e+00 +4.6829e+00 +2.4501e-01 +3.8607e+00 -1.3873e+00 -2.5659e+00 +1.2307e+00 +1.2878e+00 -2.1800e+00
% function evaluation | noise-free fitness - Fopt (7.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.315478361e+02 +8.315478361e+02 +9.036778361e+02 +9.036778361e+02 +1.0965e-01 -4.3237e+00 -3.6038e+00 +1.9211e+00 -8.7413e-01 +3.5526e+00 -1.0752e+00 +4.8503e+00 -1.6536e+00 +1.3063e+00 -1.5031e+00 +4.3415e+00 -3.8040e+00 -3.7372e+00 +2.5181e+00 +3.6220e+00 +2.0705e+00 -2.4642e+00 +4.5748e+00 -3.1192e+00
7 +5.981124993e+02 +5.981124993e+02 +6.702424993e+02 +6.702424993e+02 -3.6420e+00 -3.2785e+00 +2.2997e+00 +2.3560e+00 -4.0785e+00 +3.4893e+00 +5.0278e-02 -3.7282e+00 +2.4903e-01 -2.8902e+00 +2.1080e+00 +3.0338e+00 +7.1567e-01 -2.7641e+00 +1.9514e+00 -1.7982e+00 +3.3711e+00 +2.2867e+00 +3.8775e+00 +7.7757e-01
% function evaluation | noise-free fitness - Fopt (-1.338000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.706018232e+02 +8.706018232e+02 +7.368018232e+02 +7.368018232e+02 +2.4117e+00 -2.8247e+00 -1.8727e+00 -4.0156e+00 -4.2500e+00 +4.1979e+00 +1.1094e+00 -2.2058e+00 +4.4918e-01 -4.6779e+00 +3.5137e-01 -2.5111e+00 -3.5180e+00 +1.9496e-01 +2.3095e+00 -2.5990e-02 -4.5401e+00 +1.6910e-01 -3.7692e+00 +5.1324e-01
4 +5.254965175e+02 +5.254965175e+02 +3.916965175e+02 +3.916965175e+02 +1.4173e+00 +4.6864e+00 +9.6855e-01 -1.7516e+00 -6.6317e-01 +2.7375e+00 +2.7137e+00 -1.4067e+00 +4.2539e+00 -2.2066e+00 +1.4591e+00 -5.6249e-01 -5.7096e-01 +3.4586e+00 -1.3566e+00 +2.0048e+00 +4.5723e+00 -3.7425e-02 +4.8192e-01 -6.1225e-01
