% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
12 +1.154629036e+03 +1.154629036e+03 +6.597690363e+02 +6.597690363e+02 +5.7033e-02 +3.0169e+00 +1.3151e+00 +2.6916e+00 +4.1731e-01 +6.6960e-01 +1.4929e+00 +2.0032e+00 -8.8576e-01 -8.8797e-01 -4.0484e+00 +3.0089e+00 +9.5445e-01 +8.7775e-01 +1.3420e+00 -4.0961e-01 -2.2574e+00 -3.3184e+00 +1.6214e-01 +4.1587e+00
49 +8.863922529e+02 +8.863922529e+02 +3.915322529e+02 +3.915322529e+02 -6.5449e-01 -2.8782e+00 +4.0311e+00 -6.0077e-01 -3.4874e+00 +1.4057e+00 -3.4247e+00 -1.0139e+00 +4.4754e-01 -1.0541e+00 -3.7941e+00 -3.1897e+00 +1.8770e+00 -5.5044e-02 +9.8413e-01 -2.7200e+00 +4.5726e-01 +8.6100e-02 +2.6926e-01 -2.8479e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.714413200e+03 +1.714413200e+03 +2.062813200e+03 +2.062813200e+03 -3.2775e+00 +9.5309e-02 -2.3524e+00 +3.9572e+00 +4.9359e-01 -8.1887e-01 -2.0714e-01 +1.4301e+00 -2.5750e+00 -5.1745e-01 +3.7557e+00 -6.3682e-01 +6.6605e-01 -4.6148e+00 +2.7004e+00 +2.0312e+00 +3.6379e+00 -4.2281e+00 +2.2978e+00 +1.7609e+00
4 +1.578170622e+03 +1.578170622e+03 +1.926570622e+03 +1.926570622e+03 -1.7247e+00 -9.4502e-01 -3.9864e+00 +1.5379e+00 -5.7327e-01 +3.6189e+00 -7.8922e-01 -3.3376e-01 +2.5983e+00 +2.9797e+00 +1.6701e+00 -1.7046e+00 -2.9818e+00 -1.4827e+00 -3.8760e+00 -3.2320e+00 -8.2473e-01 +3.7254e+00 +4.7953e+00 +1.2549e+00
12 +9.321275480e+02 +9.321275480e+02 +1.280527548e+03 +1.280527548e+03 -4.2817e+00 +3.6477e+00 -7.5419e-01 +1.4942e+00 +1.0066e+00 -2.6247e+00 -3.5641e+00 -1.5301e+00 -1.8741e+00 -2.7652e+00 -1.1304e+00 +4.1881e+00 -3.6549e-01 +6.8309e-01 +1.0428e+00 +2.6822e+00 -3.2557e-01 +1.3730e+00 +4.0007e-01 +2.3231e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.231869915e+03 +1.231869915e+03 +1.235639915e+03 +1.235639915e+03 +4.6882e+00 -2.0873e+00 -4.1125e-01 -3.5000e+00 -9.1356e-01 +6.1741e-01 -1.3035e+00 +2.8907e+00 +1.3154e+00 +9.7340e-01 -3.1575e+00 +3.4520e+00 -1.8248e+00 +3.1066e+00 +1.3211e+00 +2.0507e+00 +6.2045e-01 -4.4410e+00 -2.5148e-01 +3.7804e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.361110089e+03 +6.361110089e+03 +6.398810089e+03 +6.398810089e+03 +3.9290e+00 +2.2400e+00 +1.8667e+00 +4.7048e+00 +3.8994e-01 -1.4074e+00 +4.6975e+00 -1.3665e+00 +3.8758e+00 -1.2589e+00 -3.5451e+00 -4.4440e+00 +4.2972e+00 +3.6760e+00 +2.8599e+00 +2.0724e-01 -2.2027e+00 -5.7124e-01 +2.7418e+00 +3.9120e+00
3 +5.714373580e+03 +5.714373580e+03 +5.752073580e+03 +5.752073580e+03 -4.6991e+00 +1.0145e+00 +7.0575e-01 +3.9334e+00 -3.1937e+00 +1.7117e+00 -1.3909e+00 -4.3223e+00 +2.0321e+00 +2.8600e+00 +1.6579e-01 +4.4909e-01 +2.1856e+00 -2.2781e+00 +4.6654e+00 -3.0917e-01 -2.8616e+00 -4.1177e+00 -3.6062e+00 -4.7967e+00
4 +1.971525423e+03 +1.971525423e+03 +2.009225423e+03 +2.009225423e+03 +1.1077e+00 +1.0898e+00 +4.0288e+00 +2.8717e+00 -2.0805e+00 +4.4782e+00 -3.6667e+00 -3.7272e+00 +4.9856e+00 +2.1315e+00 -2.0714e+00 -3.5440e+00 +1.2654e+00 -4.6319e+00 +3.4153e-01 +3.9425e+00 -2.8032e+00 +5.9649e-01 -3.8251e+00 +3.6866e+00
9 +1.058608056e+03 +1.058608056e+03 +1.096308056e+03 +1.096308056e+03 -6.7434e-01 -3.1691e+00 -1.6785e+00 -3.4823e+00 +1.2128e+00 -2.8789e+00 +3.0955e+00 -2.1727e+00 +1.8504e+00 -1.5287e+00 -5.1906e-01 +6.0087e-01 -4.5838e+00 -3.2056e-01 +1.4469e+00 +1.4252e-01 -4.4724e+00 -6.4307e-01 -1.2151e+00 +3.7122e+00
58 +9.997100215e+02 +9.997100215e+02 +1.037410021e+03 +1.037410021e+03 -7.9501e-01 -1.8935e+00 -2.6261e+00 +1.5404e+00 +1.8532e+00 +1.3605e-02 -4.6131e-01 +4.6129e+00 +3.8753e+00 +4.8127e+00 +5.3325e-01 -1.6931e+00 -2.1335e-01 +1.6959e+00 -2.0502e+00 +3.1147e+00 -7.0105e-01 -2.2127e-01 +9.9142e-01 +4.7272e+00
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.856775752e+03 +5.856775752e+03 +6.552465752e+03 +6.552465752e+03 -4.9412e+00 +4.4694e+00 +3.6532e+00 -4.6337e+00 -1.9993e+00 +4.3467e+00 -2.2282e+00 -1.1376e+00 -2.5304e+00 -4.8089e+00 +3.2055e+00 +1.3232e+00 -1.8365e+00 +6.8004e-01 +3.2559e+00 +1.6610e+00 +4.1533e+00 -1.2146e+00 -6.3858e-01 -6.5902e-01
2 +3.315852919e+03 +3.315852919e+03 +4.011542919e+03 +4.011542919e+03 +3.5170e-01 +1.8962e+00 -3.3636e+00 +2.9410e+00 +2.4353e+00 -2.0406e+00 +4.8050e+00 -7.0756e-01 -9.1138e-01 +2.2352e+00 -4.3403e+00 -3.4623e+00 +4.0715e+00 +3.0472e+00 -3.3167e+00 +2.4594e+00 -1.0153e+00 -3.0407e+00 -3.1804e+00 +4.9243e+00
5 +2.379639599e+03 +2.379639599e+03 +3.075329599e+03 +3.075329599e+03 -1.7673e+00 +1.6372e+00 +4.6665e+00 -3.7244e+00 +2.4649e+00 -2.8941e+00 +4.1960e+00 -1.9892e+00 -1.1020e+00 +1.6257e+00 +9.3314e-01 -3.2602e+00 +4.3254e+00 -3.4560e+00 +8.2145e-01 -4.1075e-01 +1.5419e+00 +2.3106e+00 -2.4491e+00 -2.5844e+00
10 +7.757134229e+02 +7.757134229e+02 +1.471403423e+03 +1.471403423e+03 -3.2825e+00 -1.2045e+00 +3.2309e+00 -4.5115e+00 -4.7568e+00 -3.8719e+00 -1.2570e+00 -1.7559e+00 -6.8164e-01 +4.4217e-01 -1.1514e-01 -2.4685e+00 +6.7370e-01 -2.0314e+00 +1.7661e+00 -1.3579e+00 +2.7308e+00 +9.8686e-01 +3.0283e+00 -6.0370e-01
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.893589114e+03 +3.893589114e+03 +3.775559114e+03 +3.775559114e+03 +3.5568e+00 +6.5166e-02 +1.9563e+00 -6.8188e-01 +3.5041e+00 -2.3578e-01 -3.6840e+00 +8.3856e-01 +4.1930e+00 +2.7222e+00 +3.5106e+00 -2.3341e+00 +3.7628e+00 -4.2763e+00 -2.8413e+00 -1.6877e+00 +6.0554e-01 +1.7245e+00 -2.6570e+00 +2.4039e+00
4 +1.461082726e+03 +1.461082726e+03 +1.343052726e+03 +1.343052726e+03 -2.0392e+00 -2.7664e+00 -1.7544e+00 +2.0436e+00 +1.3952e+00 -2.4054e+00 +3.6024e-01 +1.4308e+00 +3.4610e+00 +1.9142e+00 +3.1805e+00 +3.0958e+00 -4.2312e+00 +4.4726e-01 -3.5587e+00 -3.6211e+00 +6.6908e-01 +2.2303e+00 -4.0282e-01 -3.0514e+00
39 +7.158830561e+02 +7.158830561e+02 +5.978530561e+02 +5.978530561e+02 +1.1446e+00 +3.4201e+00 +9.2703e-02 -1.6966e+00 -1.1622e+00 -2.7515e+00 +3.5125e+00 +2.4196e+00 +2.3229e-01 +3.6109e+00 -1.4108e+00 +5.7694e-01 +2.0699e-01 -3.6008e+00 -3.7023e+00 +4.2394e+00 +1.3392e+00 -1.1498e+00 +1.3225e-01 -1.4769e+00
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.397399527e+03 +3.397399527e+03 +3.445559527e+03 +3.445559527e+03 -4.4865e-01 -3.7591e+00 +1.7264e+00 +4.4647e-01 -1.1225e+00 -1.7798e+00 +1.2663e+00 -4.0618e+00 -4.3311e+00 +3.6055e+00 -3.3757e+00 -2.6149e+00 -3.4896e+00 +4.9006e+00 +4.3767e+00 -4.5863e-01 +3.8204e+00 -4.8852e-01 -3.0006e+00 +2.8297e+00
6 +2.382993190e+03 +2.382993190e+03 +2.431153190e+03 +2.431153190e+03 +2.3255e+00 +1.8137e+00 -4.4104e-01 +1.0200e+00 -2.1430e+00 +3.5518e+00 -8.8237e-01 +2.8401e+00 +1.9746e+00 +5.5219e-01 -2.9026e+00 +3.9472e+00 +2.9733e+00 -4.8263e+00 +3.4565e+00 -4.8920e+00 -4.2407e+00 -2.4684e+00 -3.1291e+00 +4.4889e+00
10 +1.259481597e+03 +1.259481597e+03 +1.307641597e+03 +1.307641597e+03 +2.9922e-01 -1.8744e+00 +4.6374e+00 +1.3977e+00 +1.8041e-01 +3.7247e+00 -4.5054e+00 +7.5082e-01 +1.0663e+00 -4.3461e+00 -1.0769e+00 -1.2296e+00 +3.3615e+00 -1.0887e+00 -2.6152e+00 +4.2264e+00 -2.0843e-02 +2.0776e+00 +8.0442e-01 +6.7423e-01
14 +8.136958506e+02 +8.136958506e+02 +8.618558506e+02 +8.618558506e+02 -1.9549e+00 +1.4311e+00 +3.5110e+00 +3.6967e+00 +8.0178e-01 +4.2314e+00 +1.3271e+00 -4.8788e-01 -9.9668e-01 -1.7533e+00 -2.5161e+00 +3.9518e-01 +1.0578e+00 +3.1878e+00 +8.4299e-01 -2.7557e+00 +2.4200e+00 +1.3980e-01 -4.8157e+00 +2.5347e+00
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.704401869e+04 +1.704401869e+04 +1.712785869e+04 +1.712785869e+04 +3.2117e-01 -2.0261e+00 +2.0974e+00 -4.9611e-01 +1.3305e-01 -4.6210e+00 -2.9969e+00 +2.3717e+00 +4.7575e+00 +2.3562e+00 -3.8668e+00 +1.4640e+00 +2.2146e+00 +3.3925e+00 +1.0386e+00 -1.8512e+00 +4.7316e+00 -1.9293e-01 +4.7693e+00 +7.1360e-01
2 +7.712180413e+03 +7.712180413e+03 +7.796020413e+03 +7.796020413e+03 +1.0198e+00 +1.9150e+00 +3.9875e+00 -4.7576e+00 -1.7478e+00 +8.5175e-01 +2.5855e+00 +1.1998e+00 +3.0338e+00 +4.6870e-01 -4.7304e+00 +4.8371e+00 -3.8465e+00 +2.1944e+00 +4.0894e+00 +4.6697e+00 -4.4018e+00 -5.7053e-02 -7.8287e-01 +4.0754e+00
5 +1.972970829e+03 +1.972970829e+03 +2.056810829e+03 +2.056810829e+03 +1.5376e+00 +2.5338e+00 +9.7845e-01 -4.7089e+00 -1.2119e+00 -2.9333e-01 +1.3698e+00 -4.9466e-02 -9.5906e-01 -2.4886e+00 +1.0140e+00 -4.7493e+00 -1.1759e-01 +3.6366e-01 +2.8055e+00 -4.5294e+00 -2.3251e+00 -1.8716e-01 +1.7390e+00 -4.3397e+00
11 +1.518338673e+03 +1.518338673e+03 +1.602178673e+03 +1.602178673e+03 +1.8817e+00 +3.1904e+00 -4.6851e+00 -3.3420e+00 -1.2188e+00 +4.5979e+00 -2.6582e+00 +5.7268e-01 -3.1890e+00 -4.0225e+00 +7.0789e-01 -2.3734e+00 -3.5399e+00 -1.5822e+00 -2.9707e+00 -4.6899e+00 +1.2583e+00 +4.6776e+00 +2.4356e+00 -4.2710e+00
27 +8.408643377e+02 +8.408643377e+02 +9.247043377e+02 +9.247043377e+02 -3.9264e+00 -2.7069e+00 -3.7473e+00 +4.0730e+00 +1.8123e+00 -9.2065e-01 -8.5131e-02 +2.6492e-01 -1.5758e+00 +3.8348e+00 -4.9035e+00 +2.1701e+00 +6.9528e-02 -4.7555e-01 -2.7656e+00 +3.6860e+00 -2.4059e+00 +2.4417e+00 +3.0973e+00 -3.7607e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.925592788e+03 +2.925592788e+03 +2.940952788e+03 +2.940952788e+03 -3.4325e+00 +3.8587e+00 +1.9720e+00 +1.7807e+00 +3.6915e+00 +1.3910e+00 -2.0499e+00 -6.2175e-01 -1.6030e+00 -3.0014e+00 +3.1631e+00 +1.8393e-01 +1.4902e+00 -1.5544e+00 -4.0256e+00 +3.1505e-01 +3.5897e+00 -4.5705e+00 +1.3411e+00 -5.0244e-01
4 +2.316543562e+03 +2.316543562e+03 +2.331903562e+03 +2.331903562e+03 -3.3247e+00 +2.3435e+00 -1.7370e+00 +3.8885e+00 -4.3134e+00 +3.4553e+00 +4.0521e+00 +1.8722e+00 -4.5953e+00 -4.6496e+00 -4.5831e+00 -3.6199e+00 +1.5983e+00 -1.8902e-01 -1.4059e+00 -7.8491e-01 -2.5428e+00 -1.6466e+00 -3.2392e+00 -9.2897e-01
10 +1.393204876e+03 +1.393204876e+03 +1.408564876e+03 +1.408564876e+03 +1.2749e+00 -1.3977e+00 +4.0230e+00 +3.4136e+00 +3.0502e+00 +2.6677e+00 -2.2708e+00 +4.3079e-01 -2.8982e+00 +1.8044e+00 +2.5236e+00 -1.5393e+00 -2.7252e+00 -3.7059e+00 +3.7309e+00 -2.2425e+00 -3.8003e+00 +1.7839e+00 -3.7587e+00 -2.3632e+00
136 +9.252825529e+02 +9.252825529e+02 +9.406425529e+02 +9.406425529e+02 +2.2103e+00 -1.4097e+00 -1.4044e+00 +4.7029e+00 -2.4246e+00 +3.7196e+00 +1.8772e+00 -3.4779e+00 -4.0335e+00 +2.5902e+00 -2.3910e+00 +7.0296e-01 -3.0501e+00 +1.3939e+00 +2.5271e+00 -1.8734e+00 +1.5193e+00 +2.1898e+00 +3.5256e+00 -7.6237e-01
