% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.024138071e+03 +3.024138071e+03 +3.137448071e+03 +3.137448071e+03 +2.6780e+00 -1.1305e+00 +4.7081e-01 +2.2141e+00 -3.5552e+00 -4.7351e+00 +4.2589e+00 -1.1298e+00 +3.8472e-01 -4.0057e-01 +1.3634e+00 -3.3172e+00 -3.7440e+00 -2.7116e+00 +1.5945e-01 -7.5285e-01 +4.9296e+00 -4.1721e+00 -2.5152e+00 -2.7292e+00
44 +2.238344498e+03 +2.238344498e+03 +2.351654498e+03 +2.351654498e+03 +4.4209e+00 +3.0948e+00 +1.2518e-01 +4.6071e+00 +1.7333e+00 -1.3199e-01 +4.2246e+00 -4.7093e+00 -2.4762e+00 -3.0848e-01 -3.6746e+00 +3.5917e+00 +1.6015e+00 -1.6857e+00 -1.1364e+00 +3.5071e+00 +3.1098e+00 +3.5634e+00 +2.7785e+00 -3.3804e+00
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.851050891e+03 +2.851050891e+03 +2.755860891e+03 +2.755860891e+03 +1.3434e+00 -3.7151e+00 +1.8007e+00 +1.8203e+00 -4.7414e+00 -3.1494e+00 -2.3892e+00 -7.4087e-01 +6.6642e-01 -4.0480e+00 -4.3835e+00 +1.3078e+00 +4.6448e+00 -2.3261e+00 +1.8953e+00 -2.1803e+00 -1.5467e+00 +3.9892e+00 +4.4193e-01 +3.7245e+00
15 +2.511575323e+03 +2.511575323e+03 +2.416385323e+03 +2.416385323e+03 +4.8085e+00 +8.6118e-01 +3.6955e+00 +4.5274e+00 -2.3286e-01 -3.0125e+00 +1.9846e+00 +2.3787e+00 -3.7302e+00 +1.5040e+00 -1.1383e+00 +1.6134e+00 -2.5476e+00 -2.9285e+00 -3.5021e+00 -1.7554e+00 -4.9810e+00 +1.8659e+00 +8.4615e-01 -2.5872e+00
% function evaluation | noise-free fitness - Fopt (-7.663000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.564924779e+03 +3.564924779e+03 +3.488294779e+03 +3.488294779e+03 +2.4438e+00 -2.0444e+00 -2.8748e+00 +2.2096e+00 -1.4422e+00 +2.3657e+00 +7.6063e-03 -3.2539e+00 +1.8871e+00 +3.6772e+00 -3.3678e+00 -2.9972e+00 -2.7023e+00 -1.6770e+00 -3.6146e+00 -3.5083e-01 -4.0897e+00 +3.8965e+00 +3.9687e+00 -7.5664e-01
89 +2.399672434e+03 +2.399672434e+03 +2.323042434e+03 +2.323042434e+03 +1.1629e+00 +2.0128e+00 -6.7150e-01 +3.1522e-01 +4.2661e+00 +2.9455e+00 -5.1688e-01 +1.9746e+00 -2.3671e-01 +3.7096e+00 -2.4636e+00 -4.6741e+00 -4.7925e+00 +2.6618e+00 +3.3097e+00 +3.0656e+00 +1.6711e+00 +4.3337e+00 -3.2711e+00 +3.5781e+00
% function evaluation | noise-free fitness - Fopt (1.152600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.973979858e+03 +2.973979858e+03 +3.089239858e+03 +3.089239858e+03 +8.4989e-01 -3.5872e+00 -2.8241e+00 -2.0320e+00 +3.1487e+00 +1.6571e+00 +1.1126e+00 -4.9612e+00 -2.7604e-01 -1.7920e+00 -1.9960e+00 -2.2829e+00 -2.8623e+00 -3.3595e+00 +3.3640e+00 -2.6258e+00 +2.2411e+00 -4.4922e+00 +4.5147e+00 +2.7132e+00
39 +2.397924141e+03 +2.397924141e+03 +2.513184141e+03 +2.513184141e+03 -3.8034e-01 +4.0274e+00 +2.5350e+00 +2.5200e+00 +1.8786e+00 +1.4401e+00 -4.7569e+00 +4.6813e+00 +1.2470e+00 +4.5637e+00 +4.8458e+00 +1.2866e+00 -4.2981e+00 +4.5747e+00 -4.5778e-02 +3.3581e+00 +7.9365e-02 +3.5865e+00 -1.8430e-01 +1.5825e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.832936715e+03 +3.832936715e+03 +3.832836715e+03 +3.832836715e+03 -2.3871e+00 +4.6692e+00 +1.4622e+00 -3.4574e+00 -4.3340e+00 -2.3452e+00 +2.5622e+00 -1.7570e+00 -1.6436e+00 -1.1417e+00 +5.2722e-01 -1.2517e+00 +2.2465e+00 -8.2128e-01 +4.2581e+00 -3.9398e+00 -2.1777e-01 +2.9614e-01 -3.3904e+00 -1.3932e+00
23 +2.091660034e+03 +2.091660034e+03 +2.091560034e+03 +2.091560034e+03 +1.4240e-01 +4.5033e+00 +1.9237e+00 -1.3026e+00 -5.4558e-01 -2.0480e+00 -1.0282e+00 +2.3098e+00 +4.5020e+00 +4.1327e-01 -3.0408e+00 +4.5196e+00 -1.4800e+00 +4.7786e-01 -8.3138e-01 +3.3924e+00 +8.1115e-01 -1.2387e+00 -2.4422e-01 +1.8141e+00
% function evaluation | noise-free fitness - Fopt (-1.502400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.211294919e+03 +3.211294919e+03 +3.061054919e+03 +3.061054919e+03 +3.8712e+00 +2.9803e+00 +7.9911e-01 +3.9862e+00 -3.5291e+00 -3.5853e+00 +4.8925e-01 -1.8810e+00 -3.9028e+00 +2.5132e+00 +1.1909e-01 -4.9019e+00 -8.1012e-01 +3.5431e+00 -1.8635e+00 -3.6209e+00 +3.3591e+00 +2.4994e+00 -3.0792e+00 -3.1043e+00
12 +2.412890146e+03 +2.412890146e+03 +2.262650146e+03 +2.262650146e+03 -4.7195e+00 -4.8792e+00 -3.0045e+00 +1.3327e+00 +3.3184e+00 -1.2336e+00 -4.2517e+00 +3.2501e+00 -2.2034e+00 -2.5597e+00 -1.6772e+00 +2.0827e+00 +2.0372e+00 +3.7083e+00 +6.3035e-01 -3.0326e+00 +4.8655e+00 +6.2537e-02 +3.5249e+00 -2.7207e+00
% function evaluation | noise-free fitness - Fopt (7.470000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.598724617e+03 +3.598724617e+03 +3.673424617e+03 +3.673424617e+03 +3.1497e+00 -2.3653e+00 -2.7750e+00 -2.3341e+00 +4.3051e+00 +2.3181e+00 +1.7798e+00 +3.9275e+00 -4.7433e+00 +2.3660e+00 -1.5345e+00 -2.8669e+00 +2.7785e+00 -3.2845e+00 -4.3723e+00 +1.0179e+00 -2.4380e+00 +2.7807e+00 -4.5851e+00 -1.8855e+00
67 +2.100991315e+03 +2.100991315e+03 +2.175691315e+03 +2.175691315e+03 +4.8290e+00 +1.4653e+00 +4.6334e+00 -2.7798e+00 +4.3935e+00 -1.8765e+00 +1.2430e+00 -3.1011e+00 -2.0614e+00 -4.5798e+00 -1.3923e+00 -3.3826e+00 -2.5003e-01 +3.5676e+00 +4.4597e+00 +3.1632e-01 -1.9048e+00 +1.4759e+00 -4.4260e+00 +4.9454e+00
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.370946572e+03 +2.370946572e+03 +2.286166572e+03 +2.286166572e+03 -3.1572e-01 +4.7814e+00 -3.4316e+00 -3.0636e+00 +2.2816e+00 -2.2090e+00 -3.8594e+00 -2.0494e+00 +2.9918e+00 +1.1921e+00 -2.4648e+00 +2.3096e+00 -2.0705e+00 +1.5741e+00 +3.7470e+00 +3.2788e+00 -7.8526e-01 -1.6578e-01 -1.7319e+00 +5.7010e-01
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.415225170e+03 +3.415225170e+03 +3.577275170e+03 +3.577275170e+03 -5.5872e-02 +2.7542e+00 +1.3401e-01 -4.5417e+00 +2.9084e+00 -4.0305e+00 +9.3627e-01 -2.7202e+00 -4.6234e+00 -3.4788e+00 +4.1937e+00 +4.6172e+00 -2.9605e+00 -7.5745e-01 -5.2778e-01 -1.0034e+00 +6.5728e-01 +3.0131e+00 +4.2626e+00 +4.7144e-01
8 +2.370354783e+03 +2.370354783e+03 +2.532404783e+03 +2.532404783e+03 +3.3916e+00 -3.0963e+00 +1.3750e+00 +7.2261e-01 +4.7228e+00 -3.7125e+00 +2.9190e+00 -9.8638e-01 -3.0352e+00 -1.2857e-01 +9.3484e-01 -2.2952e+00 +9.8734e-01 +3.2277e+00 +4.3538e+00 -1.4350e+00 -3.5629e+00 -3.9165e+00 -2.9566e+00 -1.2482e-01
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.453635838e+03 +4.453635838e+03 +4.418145838e+03 +4.418145838e+03 +4.4623e+00 +8.6852e-01 +3.3201e+00 -1.7144e+00 -1.6730e+00 -4.9458e+00 -3.0935e+00 -1.0537e+00 -4.9104e+00 +2.1931e+00 -4.7457e+00 -2.6337e+00 +3.0718e+00 -2.1126e-01 -7.5260e-01 +4.2696e+00 -2.6565e+00 +1.7693e+00 +1.6196e+00 +2.0760e+00
2 +3.266964544e+03 +3.266964544e+03 +3.231474544e+03 +3.231474544e+03 -1.8547e+00 +3.6615e+00 -2.3824e+00 +3.6391e+00 -6.0486e-01 -4.5099e+00 +2.3149e+00 +1.3191e+00 -1.0481e+00 +3.5507e+00 +4.4210e+00 -2.0619e+00 +2.3513e+00 +3.2674e+00 -2.3040e+00 +7.5951e-01 -2.3603e+00 -4.8330e+00 +3.4908e+00 -3.9013e+00
14 +2.477424649e+03 +2.477424649e+03 +2.441934649e+03 +2.441934649e+03 -4.6929e+00 -3.2018e+00 -1.4232e+00 -1.6188e+00 -1.9680e+00 +3.7494e+00 +4.6039e+00 -9.4289e-01 -3.2799e+00 +3.2917e+00 -2.6601e+00 -1.0158e+00 -1.8591e+00 -3.6244e+00 -1.0195e+00 +2.9345e-01 +3.2693e+00 -2.8214e+00 +4.0958e+00 -6.6948e-03
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.659359874e+03 +2.659359874e+03 +2.835559874e+03 +2.835559874e+03 -2.7999e+00 -2.8562e+00 -2.0133e+00 +2.2987e+00 +3.7956e+00 -3.5278e+00 -3.3406e+00 +2.3055e-02 -3.1173e+00 +7.8142e-01 +4.7600e+00 -4.7087e+00 -1.2064e+00 -6.0926e-01 -2.2617e+00 -4.5957e+00 -4.0255e+00 -2.5862e+00 +2.5140e-01 +9.9063e-01
3 +2.510892880e+03 +2.510892880e+03 +2.687092880e+03 +2.687092880e+03 +1.7812e+00 +4.9501e-01 -9.5767e-02 -4.9345e+00 -8.7130e-01 +2.4831e+00 +3.2077e-01 +4.9415e+00 +1.0590e+00 -4.3496e+00 +3.2708e+00 -4.8752e+00 +4.8334e+00 +4.2338e-01 +1.9786e+00 +3.3111e+00 +2.9941e+00 -1.3601e+00 -1.3751e+00 -1.0033e+00
