% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
141 +5.673495956e+01 +5.673495956e+01 +2.054849596e+02 +2.054849596e+02 +2.3062e+00 +1.2032e+00 -4.1768e+00 +4.6059e+00 +1.4181e-01 +4.5139e+00 -3.8721e-01 +4.7089e+00 +9.5921e-01 +2.8720e+00 +1.4961e+00 -3.9674e+00 +1.8240e+00 +2.1182e+00 -1.2205e+00 +3.9005e+00 +2.7886e-01 +3.7461e+00 +5.3507e-01 -1.2571e-01
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.725547672e+02 +2.725547672e+02 +1.242547672e+02 +1.242547672e+02 +2.5427e+00 -3.0814e+00 +3.1207e+00 -1.6597e+00 -4.2897e+00 -2.4617e+00 +4.5157e+00 +4.9825e+00 -3.1575e+00 +2.5894e+00 -1.6136e+00 +2.9406e+00 -1.2956e+00 -1.2245e-01 +3.4174e+00 +1.7771e+00 +4.8929e+00 -2.8957e+00 -1.8458e+00 +3.0536e-01
2 +2.116070192e+02 +2.116070192e+02 +6.330701919e+01 +6.330701919e+01 +3.3481e-01 +1.1385e+00 +1.2938e+00 -3.8482e+00 -4.3140e-01 -3.7952e+00 +3.2604e+00 -3.9508e+00 +9.1795e-01 +3.6629e+00 -4.7144e+00 +1.7649e+00 -1.8658e+00 +2.4786e+00 -2.8155e+00 +3.4204e+00 +2.7612e+00 -2.5349e+00 -4.6901e+00 +1.9960e+00
3 +1.179583713e+02 +1.179583713e+02 -3.034162867e+01 -3.034162867e+01 -1.7846e+00 -4.9406e+00 -2.0482e+00 -4.6147e+00 -1.2111e+00 -3.0156e+00 +4.1776e+00 -1.6106e+00 -4.2153e+00 -2.2940e+00 -4.4458e+00 +1.2533e+00 -4.5786e+00 +3.7385e+00 -3.3985e-01 +9.0436e-01 -1.3377e+00 +1.0838e+00 +1.0810e+00 -1.3703e+00
4 +7.185138835e+01 +7.185138835e+01 -7.644861165e+01 -7.644861165e+01 -3.3594e+00 -6.8325e-01 -2.7620e+00 -7.3192e-02 -1.4726e+00 +1.6601e+00 +3.7378e+00 -6.4691e-01 -3.4294e+00 +1.7427e+00 -4.2219e-02 -1.0753e+00 +2.5406e+00 -2.0990e+00 +2.1680e+00 +4.3902e+00 -5.7523e-01 +2.4569e+00 +1.4650e+00 -1.2599e+00
148 +5.760225927e+01 +5.760225927e+01 -9.069774073e+01 -9.069774073e+01 +2.9442e+00 -7.2716e-01 -8.3838e-01 +4.7844e+00 +2.9758e+00 -3.9430e+00 -6.1178e-01 -4.7543e-01 -7.1563e-01 -4.5008e-01 +8.3012e-01 +8.3849e-01 +6.1258e-01 -2.6872e+00 -2.5544e+00 +2.6454e+00 -1.8020e-01 +3.4467e+00 +1.5559e+00 +1.7716e+00
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.383990840e+02 +8.383990840e+02 +8.554190840e+02 +8.554190840e+02 -4.5505e+00 -6.1244e-01 -2.6843e+00 +9.5431e-01 -6.6458e-01 -3.8519e-01 +8.0927e-01 -1.5568e+00 +4.5166e+00 +3.2040e+00 -2.5123e+00 -4.1480e+00 -3.4290e+00 +3.4281e+00 -8.5800e-01 -2.5866e+00 -4.8687e+00 -3.5833e+00 -1.1058e+00 -1.0118e+00
2 +2.194248966e+02 +2.194248966e+02 +2.364448966e+02 +2.364448966e+02 +3.1580e-01 -1.5403e-02 -2.6117e+00 +4.6644e+00 -4.2943e+00 +1.2375e+00 +1.9643e+00 +1.1943e+00 -1.5771e+00 -4.0489e-01 +1.8861e+00 -3.3400e+00 +2.7669e+00 +3.4375e+00 -8.3264e-01 -8.2050e-01 +3.1763e+00 +3.5900e+00 -1.7531e+00 +1.9370e+00
3 +1.220204298e+02 +1.220204298e+02 +1.390404298e+02 +1.390404298e+02 +1.0849e+00 -4.7143e+00 -1.3720e+00 +2.8024e+00 +1.8883e-03 +1.7176e+00 -1.5586e+00 +4.7956e+00 -3.9089e+00 -2.7389e+00 +1.6597e-01 -2.4470e+00 +4.9617e+00 +2.8890e+00 -1.4308e+00 +4.4727e+00 -1.5627e+00 +3.4379e+00 -3.8388e+00 +7.1876e-01
14 +6.989636458e+01 +6.989636458e+01 +8.691636458e+01 +8.691636458e+01 +1.6622e+00 -4.3926e+00 -4.3278e-01 -1.4332e+00 +3.8957e+00 -3.6646e+00 +1.0901e+00 -3.6431e+00 -4.9465e+00 -1.8643e+00 +3.0555e+00 +2.6889e+00 -3.2250e+00 -4.0121e+00 -6.1633e-01 +6.5631e-01 +4.7890e+00 +3.4883e-01 -7.9888e-01 -3.2506e-01
62 +5.390781845e+01 +5.390781845e+01 +7.092781845e+01 +7.092781845e+01 -3.1308e+00 +2.0955e+00 -2.0044e+00 -5.6370e-01 -2.5763e+00 -3.2008e+00 +4.2725e+00 -1.4595e+00 -4.7412e+00 -2.1783e-01 +2.0625e+00 +3.6915e+00 -3.9954e+00 -2.4942e+00 +3.1030e+00 -4.6014e+00 -4.7302e-01 -3.6682e+00 -2.2089e+00 -3.6307e+00
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.216769065e+02 +2.216769065e+02 +1.476906486e+00 +1.476906486e+00 +1.7127e+00 +4.4787e+00 -4.6499e+00 -4.8999e+00 +2.8152e+00 +1.0999e-01 +6.0984e-01 -2.0694e+00 +1.1434e+00 -1.8738e+00 -1.4159e+00 -1.9146e+00 +2.0919e+00 -9.4700e-01 -1.7635e+00 -2.3499e+00 -4.1496e+00 -2.2665e+00 +3.0382e-01 +4.9669e+00
2 +1.204869444e+02 +1.204869444e+02 -9.971305563e+01 -9.971305563e+01 -3.3952e+00 -2.1001e+00 +4.2907e+00 -3.9610e-01 +4.7489e+00 +2.0186e+00 +3.7528e+00 -3.1015e+00 -1.0518e+00 +2.1054e-01 +2.2890e+00 +1.0098e+00 +2.3198e+00 +4.9823e+00 -1.8026e+00 -2.4808e+00 -3.4710e+00 -1.2153e-01 +4.7311e+00 +2.6083e-01
13 +9.372213949e+01 +9.372213949e+01 -1.264778605e+02 -1.264778605e+02 -4.4337e+00 +1.5086e+00 -4.3117e+00 -8.6591e-01 -7.8892e-01 -1.8454e+00 -1.3652e+00 -4.9652e+00 -2.2687e+00 +4.8111e+00 -7.8007e-01 +4.5380e+00 +3.6460e+00 +9.2035e-01 +2.0100e+00 -2.3084e+00 +1.3076e+00 +2.2447e+00 -2.6103e+00 +8.1660e-01
44 +5.691295593e+01 +5.691295593e+01 -1.632870441e+02 -1.632870441e+02 -3.2068e+00 -2.7332e+00 +1.9064e+00 +6.6511e-01 -4.9845e+00 +4.1706e+00 -3.8048e+00 -1.5028e+00 +1.1658e+00 -4.2871e+00 +3.6520e+00 +2.3467e+00 -2.3864e+00 +4.3610e+00 +1.7995e-01 -1.9100e+00 -3.2950e+00 +1.2976e+00 -3.3167e+00 +1.7020e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.371719449e+02 +1.371719449e+02 +1.167619449e+02 +1.167619449e+02 -1.7125e-01 -2.0525e+00 -1.1841e+00 -3.2595e+00 +2.1462e-01 -3.2506e+00 -5.8844e-01 -4.2979e+00 -4.2577e+00 +1.7783e+00 -4.9314e+00 +3.3650e+00 +1.0673e+00 +2.6145e+00 +1.1859e+00 +3.8218e+00 -1.4756e+00 -2.2341e+00 -4.7114e+00 -1.4526e+00
6 +8.712501937e+01 +8.712501937e+01 +6.671501937e+01 +6.671501937e+01 -2.5465e-02 +3.7443e-01 +2.5664e-01 -4.4906e+00 +2.2841e+00 -3.1643e+00 -2.3068e+00 -5.7941e-01 +2.9671e+00 -1.3997e-01 -1.1000e+00 -3.1885e+00 +6.9338e-01 +3.6802e+00 -4.3691e+00 +2.7197e+00 -4.3701e-01 -4.0449e+00 +3.7186e+00 -1.5420e+00
8 +5.497704995e+01 +5.497704995e+01 +3.456704995e+01 +3.456704995e+01 +1.5416e+00 +1.9502e+00 -3.1379e+00 +2.9889e+00 -4.2562e+00 +2.2744e+00 +1.5043e+00 -1.9429e+00 +3.8959e+00 +3.9771e+00 -2.3477e+00 +4.2084e+00 +2.5827e+00 -2.6779e-01 +4.0355e-01 +3.9532e+00 -3.4522e+00 +5.4242e-01 +4.7180e+00 +4.9899e+00
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.113939548e+02 +1.113939548e+02 +1.722039548e+02 +1.722039548e+02 +2.4466e+00 -2.2748e+00 +4.5438e+00 -2.9168e+00 +6.3302e-01 +4.0222e+00 -1.1007e+00 -2.0256e+00 -4.5749e-01 +6.2450e-01 -3.4858e+00 +1.2307e+00 +4.9139e+00 +3.0761e+00 -3.7623e+00 +1.9622e+00 -3.8845e+00 +3.5392e+00 -1.1155e+00 +1.0579e+00
7 +4.329068977e+01 +4.329068977e+01 +1.041006898e+02 +1.041006898e+02 -1.0520e+00 +1.4741e+00 -2.0168e+00 -1.7086e+00 -2.4098e+00 -1.8741e+00 -4.3839e+00 +1.5445e+00 -3.6490e-01 +4.8781e+00 +4.7456e+00 +8.7658e-01 +2.7865e+00 -3.8530e+00 +9.8957e-02 +1.4911e+00 -4.0041e+00 -2.4552e+00 -7.7482e-01 -1.3937e+00
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.043619117e+02 +3.043619117e+02 -3.132680883e+02 -3.132680883e+02 -1.8746e+00 -3.2863e+00 -1.0736e-02 +1.0665e+00 -4.9478e+00 +1.1771e+00 -4.7536e+00 -3.7413e+00 -1.2987e+00 -4.9386e+00 -2.5010e+00 -2.6363e+00 +6.9692e-01 +1.8560e+00 -2.7913e+00 -2.3001e+00 +6.0499e-01 +1.9926e+00 -3.8901e+00 -2.6797e-01
5 +1.801647173e+02 +1.801647173e+02 -4.374652827e+02 -4.374652827e+02 -2.4064e+00 -1.7552e-01 +3.4625e+00 -1.3190e-01 +4.1732e+00 +4.8645e+00 +3.8955e+00 +3.8321e+00 +3.7528e+00 -3.7777e+00 -4.2441e+00 +4.6687e+00 +3.9700e-01 +2.8374e+00 +2.4761e+00 +4.2821e+00 -2.7609e+00 -2.7698e+00 +4.2251e+00 +1.9188e+00
13 +1.441866807e+02 +1.441866807e+02 -4.734433193e+02 -4.734433193e+02 -2.9109e+00 -4.9008e+00 -1.6379e+00 +4.0887e-01 -4.3691e+00 +4.4510e+00 +3.5936e+00 -9.9625e-01 +2.5697e+00 +4.6953e+00 +4.4373e+00 -2.1568e+00 +4.1899e+00 -1.9992e+00 +5.3434e-01 +1.1224e+00 +3.3344e+00 +3.5884e+00 +2.0709e+00 -2.3933e+00
33 +8.835785468e+01 +8.835785468e+01 -5.292721453e+02 -5.292721453e+02 +4.4333e+00 +4.9767e+00 +8.5307e-01 -4.5018e+00 -4.1915e+00 -3.7272e+00 -2.5836e-01 -4.5087e-01 +3.0552e+00 -1.3251e+00 -3.0325e-01 +6.9885e-01 +3.5335e+00 +4.6969e+00 -2.8364e+00 -1.0030e+00 -2.2665e+00 +1.8440e+00 +1.5918e+00 -1.6716e+00
82 +4.929298558e+01 +4.929298558e+01 -5.683370144e+02 -5.683370144e+02 -3.4234e+00 +1.1212e+00 +5.7677e-01 -4.8342e+00 +4.9235e-01 -1.2993e+00 -9.3582e-01 +6.1754e-01 -8.4798e-01 +8.8837e-01 +1.7880e+00 -2.8401e+00 +4.8057e+00 +1.3987e-01 -3.1319e+00 +2.7124e+00 +2.2554e+00 +5.2145e-01 +4.4338e+00 -4.4162e+00
