% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.556929550e+09 +1.556929550e+09 +1.556929607e+09 +1.556929607e+09 -1.0918e+00 -1.0894e+00 -8.5783e-01 -3.4953e+00 -1.2802e+00 -1.8434e+00 -3.6711e+00 -3.2823e+00 +3.8944e+00 +1.2109e+00 +4.4554e+00 -4.7752e-01 +3.9443e-01 +1.5579e+00 +4.7838e+00 +3.0453e+00 -2.2469e+00 -6.6348e-01 +3.9653e+00 -4.7453e+00
4 +7.264403412e+08 +7.264403412e+08 +7.264403978e+08 +7.264403978e+08 -3.8603e+00 -2.7175e+00 +3.7928e+00 -2.3761e+00 +4.7378e+00 -4.4632e+00 +3.5534e+00 -6.8319e-01 +2.8869e-01 +1.8421e+00 +4.6445e-01 -3.0637e+00 +1.3026e+00 +7.9116e-01 -4.0770e+00 -1.5287e+00 -4.9114e+00 +4.0576e+00 +1.6213e+00 -4.8272e+00
15 +2.029812772e+08 +2.029812772e+08 +2.029813338e+08 +2.029813338e+08 -3.0570e+00 +1.5109e+00 -2.7945e+00 -1.3142e+00 +1.1443e+00 +2.3391e+00 -6.4032e-02 -2.6636e+00 -1.1832e+00 +1.6364e+00 +2.0334e+00 +7.0712e-01 -3.8423e+00 +2.0815e+00 -4.5161e+00 +2.2565e+00 +6.6673e-01 -1.2700e+00 +9.1368e-01 +5.3379e-01
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.871868194e+08 +2.871868194e+08 +2.871868013e+08 +2.871868013e+08 +4.6084e+00 +6.5232e-02 +1.0901e+00 -3.9548e+00 +3.7914e+00 +1.0729e-01 -3.4928e+00 +9.5421e-01 +4.2180e+00 +4.4391e+00 +2.6110e+00 +5.2937e-01 -1.8177e-01 +6.8354e-01 +1.1337e+00 +3.5278e+00 -3.8005e+00 -2.0159e+00 -2.7127e+00 +4.8727e+00
20 +2.455365287e+08 +2.455365287e+08 +2.455365106e+08 +2.455365106e+08 +2.8177e+00 +3.0867e+00 -8.4724e-01 -2.2208e+00 -3.8486e+00 +3.9135e+00 +1.5607e+00 -3.9810e+00 -3.6209e+00 +1.2450e+00 +5.9583e-01 -1.9008e+00 +2.2657e-02 -3.6576e+00 -6.4329e-01 +4.4863e+00 -3.2301e+00 -3.0973e+00 +4.1409e+00 +2.9015e+00
118 +1.277418858e+08 +1.277418858e+08 +1.277418677e+08 +1.277418677e+08 +3.1179e+00 +6.1233e-01 +2.5226e+00 +1.5966e+00 -2.3053e+00 -3.5567e+00 +4.3040e+00 +6.5290e-01 -2.7239e+00 +4.3826e+00 -3.9618e+00 -3.2073e+00 +4.6925e+00 +1.1172e+00 -6.0184e-01 +1.6592e+00 +2.2277e+00 -1.9074e+00 +3.5014e+00 +2.0874e+00
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.302768671e+08 +3.302768671e+08 +3.302769048e+08 +3.302769048e+08 +1.9272e+00 +4.4298e+00 +1.7342e-01 +3.3533e+00 +1.7841e+00 +6.7036e-01 -2.9629e+00 -4.4437e+00 +3.2824e+00 +2.5846e-01 -3.8010e+00 +4.1481e+00 -1.0891e+00 -3.5789e-01 -1.2860e+00 +4.7561e+00 -9.0507e-01 -2.4191e+00 +4.6619e+00 -3.3225e+00
2 +2.191371216e+08 +2.191371216e+08 +2.191371594e+08 +2.191371594e+08 -1.1412e+00 -1.0825e+00 -1.8903e+00 +3.8689e+00 +1.3608e+00 -4.8929e+00 -3.0198e+00 -3.7099e+00 +3.6427e-01 -4.3243e+00 -5.6972e-01 +4.2690e+00 -9.1285e-01 -9.3061e-01 -1.7372e+00 -2.1501e+00 -3.1376e+00 +9.0304e-01 +3.9253e+00 -3.2628e+00
12 +1.533201436e+08 +1.533201436e+08 +1.533201813e+08 +1.533201813e+08 +1.7970e+00 +3.4175e+00 +4.7444e+00 +9.4039e-01 +3.7840e+00 -1.9364e+00 -2.1222e+00 -3.8680e+00 +3.4517e+00 -4.9903e+00 -4.2456e-01 -4.5067e-01 -4.0580e+00 +3.2011e-01 -3.5389e+00 -7.8869e-01 -4.5699e+00 -3.1593e+00 +4.4201e+00 -4.6967e-01
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.325868867e+08 +4.325868867e+08 +4.325868195e+08 +4.325868195e+08 +1.9007e+00 -1.1495e+00 -1.1700e+00 -1.2362e+00 +4.0241e+00 +2.8919e+00 +7.0358e-01 +3.8999e+00 +3.9590e+00 -7.9268e-01 +3.2138e-01 +1.2395e+00 -4.1837e+00 -1.7085e+00 +4.7886e+00 -1.8907e+00 +3.2756e+00 +3.3426e+00 -1.5746e+00 -1.6962e+00
3 +3.821886260e+08 +3.821886260e+08 +3.821885588e+08 +3.821885588e+08 +1.5013e+00 -1.5289e+00 -1.9793e+00 -1.4732e+00 -8.1980e-01 +1.4016e+00 +3.5575e+00 +9.1162e-02 +1.9124e+00 -4.5533e+00 -3.6129e+00 +2.3223e+00 -1.3723e+00 +4.8150e+00 -7.5809e-01 +1.3941e+00 -1.7457e+00 +1.6394e+00 +2.0255e+00 +6.4855e-01
144 +1.550606296e+08 +1.550606296e+08 +1.550605624e+08 +1.550605624e+08 +3.5051e+00 -9.3391e-01 -3.3354e+00 -3.4993e+00 +1.1886e-01 -2.1767e+00 -2.8799e+00 +5.4492e-01 +1.4640e+00 +9.1508e-01 +4.1626e+00 +1.6429e+00 +1.1057e+00 +4.4586e+00 -4.0647e+00 +3.0129e+00 -4.2067e+00 -1.6786e+00 -2.7387e-01 +4.0721e+00
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.479215255e+08 +6.479215255e+08 +6.479215185e+08 +6.479215185e+08 +4.8719e+00 +2.6473e+00 +2.7361e+00 -2.8947e+00 -1.4747e+00 +6.4797e-01 -1.4953e+00 +9.4971e-01 -4.3386e+00 +4.7137e+00 +7.8621e-01 +4.7308e+00 -1.4912e+00 +4.1218e+00 -4.2095e-01 +4.3444e+00 +3.8898e+00 +3.7804e+00 +8.0082e-01 -2.1136e-02
7 +5.999724940e+08 +5.999724940e+08 +5.999724870e+08 +5.999724870e+08 -1.7307e+00 +3.5271e+00 -3.2181e-01 -2.7609e+00 +3.8231e+00 -4.2392e+00 -6.8189e-01 +1.4889e+00 -9.0162e-01 -2.8904e+00 -1.0514e+00 -2.5214e+00 +1.1177e+00 -3.7290e+00 -2.6334e+00 -8.8948e-01 +3.0246e+00 +2.3128e+00 -4.7007e+00 +3.5154e+00
20 +3.838129637e+08 +3.838129637e+08 +3.838129566e+08 +3.838129566e+08 +6.8153e-01 +3.7662e+00 -4.1294e+00 -2.7043e+00 +3.9556e+00 +1.2150e+00 -4.6161e+00 -3.9429e+00 +2.9971e-02 -1.2050e+00 -2.6249e-01 -3.0913e+00 +1.4889e+00 +5.5803e-01 +1.7599e+00 +1.6764e+00 +4.5156e+00 +2.1517e+00 +4.5740e+00 +2.3352e-01
52 +2.468967663e+08 +2.468967663e+08 +2.468967593e+08 +2.468967593e+08 +6.6256e-02 +2.6495e-01 -4.7921e+00 -1.9469e-01 +2.0579e+00 -1.4860e+00 -1.9502e+00 -2.4992e-01 -7.6849e-01 +2.8740e+00 +1.2065e+00 -1.5715e+00 -3.3297e-01 -4.1846e+00 +4.7162e+00 -2.4825e+00 +2.4369e+00 +4.2406e+00 +3.2888e+00 -2.3476e+00
% function evaluation | noise-free fitness - Fopt (-1.297300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.397727777e+09 +1.397727777e+09 +1.397727647e+09 +1.397727647e+09 -4.5097e+00 +1.0840e+00 +2.5755e+00 +3.0382e+00 +2.5719e+00 +3.2430e+00 +4.3545e+00 -2.2111e+00 -2.9292e+00 -3.9406e+00 -2.2165e+00 -2.7009e-01 +9.6806e-01 -3.6550e+00 +8.0510e-01 +4.4069e+00 +3.4562e+00 +3.8921e-02 +4.8294e+00 -2.1619e+00
4 +4.395283358e+08 +4.395283358e+08 +4.395282061e+08 +4.395282061e+08 -1.0894e+00 +1.8284e+00 -4.6055e+00 -1.0965e+00 -4.5012e+00 +7.3142e-01 -4.2231e+00 +2.6856e+00 -1.4408e+00 -4.8781e+00 -3.7073e+00 -4.4711e-01 -1.9309e+00 -2.2366e+00 +3.2137e+00 +2.8700e+00 +4.0875e+00 +1.1138e+00 +1.4900e+00 +1.0632e+00
30 +2.020896660e+08 +2.020896660e+08 +2.020895363e+08 +2.020895363e+08 +7.3675e-01 -4.2913e+00 +3.0956e+00 +2.5377e+00 +4.2113e+00 +3.7993e+00 -3.3864e-01 +8.3960e-02 +7.0249e-01 +1.6839e+00 -6.1289e-01 -1.0102e+00 -1.6889e+00 -2.0980e+00 +4.2225e+00 +2.3687e-01 -1.4805e+00 +3.5805e+00 -3.3295e+00 -5.8833e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.799954883e+08 +5.799954883e+08 +5.799964883e+08 +5.799964883e+08 -2.9091e+00 -3.1734e+00 +4.8244e+00 +3.4464e+00 +4.8793e+00 -3.4783e+00 +2.2591e+00 +3.0641e+00 +4.3231e+00 -4.1035e-01 +2.5515e+00 +4.5047e+00 -4.5275e+00 -4.0539e+00 +1.5796e+00 -2.9099e+00 -9.8746e-01 -3.2800e+00 -2.0535e-01 -3.7389e+00
4 +3.072686455e+08 +3.072686455e+08 +3.072696455e+08 +3.072696455e+08 +4.3922e+00 +4.1762e+00 +1.9873e+00 -4.6337e+00 -1.3380e-01 -4.5348e+00 -4.2165e+00 -2.1928e+00 +2.3133e+00 -1.8064e+00 +2.6149e+00 +3.4902e+00 +2.8155e+00 -3.7683e+00 -1.4343e-01 +7.3690e-01 -8.8363e-01 -1.0823e+00 +4.0424e+00 +1.5519e+00
30 +2.456189871e+08 +2.456189871e+08 +2.456199871e+08 +2.456199871e+08 -5.5648e-01 -1.7582e+00 +1.7357e-01 -3.1338e+00 -1.5194e-01 +5.8025e-01 +4.7762e-01 +2.8582e+00 +1.4443e+00 +2.6021e+00 +4.4692e+00 -1.4004e+00 +3.4487e+00 +2.8539e+00 -4.7527e+00 +4.7577e+00 -1.9379e+00 -3.2617e+00 +2.0174e+00 -2.5426e+00
177 +1.502768031e+08 +1.502768031e+08 +1.502778031e+08 +1.502778031e+08 +7.7794e-01 -6.3604e-01 +1.3288e+00 +6.7410e-01 +2.2611e+00 +2.1445e+00 +1.0800e+00 -1.1891e+00 -1.5223e+00 +3.6388e+00 +4.8303e+00 +4.9038e+00 -2.5213e+00 +2.6118e+00 +5.1140e-01 +4.4238e+00 -7.3220e-02 -2.9251e+00 -1.0108e+00 -4.9987e+00
% function evaluation | noise-free fitness - Fopt (-1.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.549124700e+10 +7.549124700e+10 +7.549124688e+10 +7.549124688e+10 -4.9121e+00 +2.4915e+00 +2.4553e+00 +8.2936e-01 +4.7227e+00 -2.7428e+00 -1.4664e+00 -3.2739e+00 -4.1306e+00 +2.3657e-01 -3.4184e+00 -4.1214e+00 +1.7511e+00 +1.3310e+00 +9.3105e-01 +4.0688e+00 -3.5142e+00 +4.7920e+00 +1.4847e+00 +3.3155e+00
2 +1.126745150e+10 +1.126745150e+10 +1.126745139e+10 +1.126745139e+10 -4.3251e+00 -4.4275e+00 -4.3959e+00 +1.3588e+00 +2.5880e+00 +9.2975e-01 +2.0452e+00 +2.5241e+00 +4.2826e+00 -4.4140e+00 +4.8531e-01 -9.3925e-01 +3.5646e+00 +8.2224e-01 -1.6051e+00 +3.9011e-01 +1.3547e+00 +4.4288e-01 -2.7355e+00 -9.7615e-01
3 +2.399922489e+08 +2.399922489e+08 +2.399921337e+08 +2.399921337e+08 -4.7377e+00 -1.5032e+00 +4.7906e-01 +2.4277e+00 -3.5965e+00 -3.0394e+00 -1.0105e+00 +4.6579e+00 +2.5489e+00 +5.0264e-01 +4.2961e+00 +2.3607e+00 +2.2306e+00 -4.8393e+00 +2.7966e+00 -4.8620e+00 -2.0259e+00 -1.9781e+00 +3.7375e-01 -1.8492e+00
% function evaluation | noise-free fitness - Fopt (2.616400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.440192161e+09 +1.440192161e+09 +1.440192423e+09 +1.440192423e+09 -4.1921e+00 +2.9246e+00 +2.8039e+00 +2.8082e+00 -3.3270e+00 -3.6210e+00 -1.4304e-01 -4.8872e+00 +6.1909e-01 +2.6984e+00 +2.3080e+00 -3.6796e+00 -3.7765e-01 +4.0953e+00 +4.4035e+00 +1.4692e+00 +2.3080e+00 -3.4553e+00 -4.9630e+00 +2.5120e+00
3 +2.239775090e+08 +2.239775090e+08 +2.239777706e+08 +2.239777706e+08 +1.8885e+00 +1.0340e+00 +4.4033e+00 +1.0242e+00 -4.0321e-04 +3.6470e+00 +4.0480e+00 +1.2140e+00 +1.5656e+00 +2.7879e+00 -2.8748e+00 -3.4428e+00 +8.9357e-01 -3.4095e+00 -2.5180e+00 +2.5114e+00 -2.1470e+00 -1.1497e+00 +4.1523e+00 -2.7634e+00
77 +1.522785664e+08 +1.522785664e+08 +1.522788280e+08 +1.522788280e+08 -6.7884e-01 +2.1851e+00 +2.5410e+00 +2.4362e+00 -2.0488e+00 -4.2621e-01 -2.5300e-01 +2.5910e+00 +1.3260e+00 +4.1171e+00 +1.0784e+00 -3.6075e+00 -1.4206e+00 -5.4278e-01 -2.5658e-01 -6.6256e-01 -4.7548e+00 +3.0946e+00 +3.4159e+00 -1.3135e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.085954481e+09 +3.085954481e+09 +3.085955481e+09 +3.085955481e+09 -2.4171e+00 +2.3759e+00 -1.2644e+00 +9.0470e-01 -2.5149e-01 +2.9050e+00 +3.6895e+00 -4.1841e-01 +1.5842e+00 -1.7621e+00 +2.4460e+00 -1.1509e+00 +7.6572e-01 -2.3334e+00 -1.3191e+00 -4.6856e+00 -1.5770e+00 +3.4658e+00 +3.1407e+00 +4.8009e-01
2 +7.677779244e+08 +7.677779244e+08 +7.677789244e+08 +7.677789244e+08 -1.5834e+00 -4.7905e-01 +4.6958e+00 -2.9356e+00 -2.5764e+00 -1.7440e+00 +3.6764e-01 -3.4611e+00 -2.2857e-01 -1.3628e-01 +2.6293e+00 +1.7451e-01 +1.2510e+00 -8.8105e-01 +1.1109e+00 -3.2034e+00 +2.4585e+00 +4.5028e+00 +2.8933e+00 -4.4788e+00
6 +4.369597459e+08 +4.369597459e+08 +4.369607459e+08 +4.369607459e+08 -1.9789e+00 +3.7061e+00 -2.9532e+00 -4.1718e+00 +4.5258e+00 -2.0184e+00 -1.1678e+00 -4.0782e-01 +1.1206e+00 +3.8699e+00 +3.9693e+00 +1.1975e+00 -4.6506e+00 +3.6981e+00 +3.9591e+00 -1.4960e-01 -8.4236e-01 +3.6742e+00 +1.6370e+00 -6.6168e-01
7 +3.874648666e+08 +3.874648666e+08 +3.874658666e+08 +3.874658666e+08 +4.4338e+00 +9.1210e-01 +2.1672e-01 +4.1823e+00 -3.5767e+00 +3.6461e+00 +1.3810e+00 +7.0836e-01 +1.2176e+00 -2.7210e-01 -2.4440e-01 -1.8940e+00 +1.0015e+00 -3.7706e+00 +2.5944e+00 +4.8858e+00 -2.1495e+00 +2.7391e+00 -3.9538e+00 -1.4437e+00
47 +1.713347503e+08 +1.713347503e+08 +1.713357503e+08 +1.713357503e+08 -2.1589e+00 +4.4859e+00 -1.1885e+00 -6.2423e-01 -7.4454e-01 +4.2649e+00 +8.9210e-01 +4.6922e+00 +9.8351e-01 +3.5140e+00 -2.3781e+00 +4.8210e+00 -4.8146e+00 +3.4119e+00 -7.0820e-01 +2.3479e+00 +2.5134e+00 -2.9812e+00 -4.7206e+00 +3.1062e+00
82 +1.502316898e+08 +1.502316898e+08 +1.502326898e+08 +1.502326898e+08 -4.1789e+00 +1.9867e-01 -1.8434e+00 -2.4807e+00 +4.5209e-01 -4.8242e-01 -1.2984e+00 +6.1233e-01 -3.6003e+00 +3.8867e+00 +1.3969e+00 +8.1945e-01 -3.2982e+00 -4.0788e+00 -3.5726e+00 +2.7331e+00 +5.1634e-01 -6.4363e-01 -1.3565e+00 +1.8777e+00
% function evaluation | noise-free fitness - Fopt (1.737000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.477307404e+10 +1.477307404e+10 +1.477307406e+10 +1.477307406e+10 +7.8991e-01 +3.3018e+00 +2.4711e+00 -3.3343e+00 +3.7996e+00 +4.5231e+00 +4.6348e+00 -1.1863e+00 -3.8660e+00 +2.1157e+00 +1.1958e+00 +1.9644e+00 -4.5801e+00 +3.9081e+00 -8.4104e-02 +3.4379e+00 +1.6628e+00 -3.5705e+00 +1.3566e+00 +1.4496e+00
2 +5.781170815e+09 +5.781170815e+09 +5.781170832e+09 +5.781170832e+09 +2.5209e+00 +2.1815e+00 -3.3969e+00 -3.3062e+00 -1.3206e+00 -4.2855e+00 +1.3251e+00 -3.0818e+00 +4.4299e+00 -7.8381e-01 -1.7988e-01 -4.8249e+00 -2.7132e+00 +2.8380e+00 +1.6722e+00 +4.8620e+00 -5.4367e-01 -3.8663e+00 +3.8012e-01 +4.2497e+00
4 +6.289826176e+08 +6.289826176e+08 +6.289826349e+08 +6.289826349e+08 -1.2948e+00 +3.9273e+00 +5.0200e-01 +3.1907e+00 -1.9963e+00 -4.4663e+00 +4.1612e-01 -1.9958e+00 -3.0215e-01 +5.5597e-01 -4.2837e+00 +2.6348e+00 +2.8955e+00 -3.8748e+00 -4.0265e+00 +4.6758e+00 +1.2188e+00 +4.1232e+00 +2.3828e-01 +1.7064e+00
6 +3.860775156e+08 +3.860775156e+08 +3.860775330e+08 +3.860775330e+08 +4.8261e+00 +3.0777e+00 +6.7801e-01 +4.5520e+00 +1.6019e-01 -1.2952e+00 +3.0868e-01 -1.3448e+00 -4.0117e+00 -6.7322e-02 +1.5320e+00 -1.5001e+00 +4.3537e+00 +7.3403e-01 +3.6859e+00 -2.5221e-01 +3.0894e+00 +4.1053e+00 +3.0357e+00 +3.0153e+00
99 +2.352068038e+08 +2.352068038e+08 +2.352068212e+08 +2.352068212e+08 -2.1615e+00 +1.9999e+00 +3.8459e+00 +1.4447e+00 +3.6522e+00 +4.3644e+00 -2.4096e+00 -7.9287e-02 -2.7597e+00 -1.0210e-01 +1.9147e+00 -2.7216e+00 +3.3650e+00 +2.2840e+00 +1.0243e+00 +6.1445e-01 +3.2582e+00 -2.1154e+00 -4.9213e+00 +3.4714e+00
% function evaluation | noise-free fitness - Fopt (1.541700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.304510000e+11 +1.304510000e+11 +1.304510001e+11 +1.304510001e+11 +3.1797e+00 -1.6312e+00 +3.9198e+00 +2.8214e+00 +8.1135e-01 -3.6167e-02 +6.4937e-01 +4.4783e+00 -1.9515e-01 +3.4960e+00 -1.9247e+00 -4.4847e+00 -4.2194e+00 +1.7011e+00 +8.8285e-01 +1.4326e+00 +1.7336e+00 -4.2442e+00 -7.2107e-01 +5.1700e-01
2 +4.101723575e+09 +4.101723575e+09 +4.101723729e+09 +4.101723729e+09 -3.6073e+00 +5.0574e-01 -1.2306e-02 -2.5557e+00 -3.2385e+00 -2.7301e+00 -1.3239e+00 +2.8234e+00 +8.7478e-02 +3.5046e+00 +1.3433e+00 +7.2806e-01 -5.1136e-01 -3.8382e-01 +2.9359e+00 +4.4845e+00 -3.7092e+00 -3.6349e+00 -3.5276e+00 +4.3751e+00
6 +5.774830877e+08 +5.774830877e+08 +5.774832419e+08 +5.774832419e+08 -3.1734e+00 +4.7502e+00 +2.4630e+00 -2.5390e+00 -2.1032e+00 -2.7644e+00 -1.9849e+00 +4.8777e+00 +5.3868e-01 -9.1727e-01 -2.7625e+00 -3.0421e-01 +1.7239e+00 -2.0439e+00 +1.1424e+00 +3.6449e+00 +4.5560e+00 -1.2171e-01 -4.6555e+00 +1.9178e+00
33 +2.735555876e+08 +2.735555876e+08 +2.735557418e+08 +2.735557418e+08 -2.4322e+00 +2.2005e+00 -4.9195e+00 +3.8881e+00 -1.4632e+00 -2.0824e+00 +1.2499e+00 -2.9259e+00 +2.8642e+00 -4.0999e+00 -4.4575e-02 +5.0712e-01 +1.8571e+00 -6.0829e-01 +3.8369e+00 -4.6427e+00 +2.7444e+00 -9.6006e-01 -1.0914e+00 +5.8364e-01
83 +2.095662339e+08 +2.095662339e+08 +2.095663881e+08 +2.095663881e+08 -3.4527e+00 +4.6271e+00 +3.7046e+00 +3.7638e+00 -1.6673e+00 -1.4424e+00 -2.5051e+00 +2.6899e+00 +4.1165e-01 -4.7635e+00 -1.5621e+00 -4.4393e+00 +8.4821e-01 -1.4100e+00 +4.6104e+00 +3.0770e+00 -3.3595e+00 +3.3023e+00 -8.8388e-01 +3.0027e+00
% function evaluation | noise-free fitness - Fopt (4.983000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.589114078e+08 +1.589114078e+08 +1.589114576e+08 +1.589114576e+08 -2.5949e+00 -1.0712e+00 +6.9110e-01 -1.8286e-01 +3.9562e+00 -4.9896e+00 -6.7601e-01 +3.1335e+00 +2.0644e+00 -3.5592e+00 +1.6703e+00 +9.4388e-01 +2.0385e+00 -1.1475e+00 -3.2803e+00 +4.5908e+00 -4.1585e-02 -1.8519e+00 +3.4734e+00 -3.6399e+00
16 +1.531028830e+08 +1.531028830e+08 +1.531029329e+08 +1.531029329e+08 +3.8774e+00 -4.4554e+00 -8.8379e-02 -2.0129e+00 +6.3667e-01 -9.0348e-01 -2.0758e+00 -6.2138e-01 +2.1516e+00 -4.3452e-01 -1.0189e+00 +4.2385e+00 -4.9920e+00 +1.0500e+00 -3.6784e-01 -1.9963e+00 -1.8673e+00 +2.9900e+00 -4.5901e+00 +1.6821e+00
