% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
125 +2.683078162e+02 +2.683078162e+02 +2.457578162e+02 +2.457578162e+02 -2.2221e-01 -4.0299e+00 -2.6217e+00 +2.6344e+00 -2.1506e+00 -3.6999e+00 -3.8077e+00 -2.2222e+00 +2.8625e+00 +3.2372e+00 +2.1657e+00 -4.9347e-01 -1.4989e+00 -3.6445e+00 -2.3766e+00 -1.3430e-01 -8.2572e-01 +2.7864e+00 +1.8226e+00 +4.4396e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.778945002e+07 +3.778945002e+07 +3.778946368e+07 +3.778946368e+07 +4.2294e+00 +3.8788e+00 +4.8873e+00 -3.4791e+00 +4.7933e+00 -4.4141e+00 -1.5650e+00 +4.2728e+00 -2.2199e+00 -2.5597e+00 +2.5219e+00 +1.6182e+00 -4.4510e+00 +2.5317e+00 +4.3873e+00 -4.4661e+00 +2.9053e+00 +5.1003e-02 -3.5385e+00 -1.5321e+00
2 +2.752856510e+05 +2.752856510e+05 +2.752993110e+05 +2.752993110e+05 +1.6909e+00 -2.8153e+00 -2.9977e+00 -1.6785e+00 -3.2428e+00 +6.2344e-02 +2.7269e-01 -4.4761e+00 -6.5442e-01 +4.8030e+00 -9.1566e-01 +4.7524e+00 -3.5625e+00 -1.7415e+00 -1.9966e+00 -4.3841e+00 +3.1588e+00 -4.8092e+00 +2.9937e+00 +3.5912e+00
5 +9.972094861e+04 +9.972094861e+04 +9.973460861e+04 +9.973460861e+04 +4.8993e+00 -2.9029e+00 +2.7714e+00 -2.9052e+00 +3.6630e-01 +2.6297e+00 +9.5248e-01 +7.2831e-03 -2.8933e+00 -2.8906e+00 -8.4696e-01 +1.8934e-02 -3.1173e+00 +1.4854e+00 +1.8535e+00 -1.8910e+00 -8.0415e-01 +3.1613e+00 +6.0600e-01 -4.5147e+00
12 +7.739650735e+03 +7.739650735e+03 +7.753310735e+03 +7.753310735e+03 +8.3283e-01 +1.7578e+00 -4.2515e+00 -4.3318e+00 +1.9589e+00 -2.8674e+00 +2.5775e+00 -3.3411e+00 -3.0992e+00 +2.4240e+00 +2.7003e+00 +3.9175e+00 +3.8692e+00 -1.5758e+00 -5.8968e-01 +2.2838e+00 -1.9317e-01 -4.8547e-01 -3.2262e-01 +3.8896e+00
30 +2.445515203e+03 +2.445515203e+03 +2.459175203e+03 +2.459175203e+03 +1.2326e+00 -1.8133e+00 +1.2747e+00 +2.9714e+00 +3.9198e+00 +1.1118e+00 -2.4873e+00 +1.5509e+00 -4.7509e+00 -3.1996e+00 -4.1906e-01 -4.3298e+00 -1.9269e+00 +1.8345e+00 +4.0547e-01 -2.3128e+00 -2.2570e+00 -9.5011e-01 +1.2692e+00 -2.5821e+00
89 +1.206641202e+03 +1.206641202e+03 +1.220301202e+03 +1.220301202e+03 +3.9955e+00 +4.2005e+00 +2.8552e+00 -3.2173e+00 +3.4114e-01 -2.3870e+00 -4.5154e+00 +4.8484e+00 +4.9830e+00 +2.8210e-01 +1.5034e-01 +2.9317e+00 -1.6539e+00 -4.7537e+00 +7.2273e-01 -2.6063e+00 +1.5137e+00 -4.6931e+00 +4.1141e+00 -4.3185e+00
118 +5.461342447e+02 +5.461342447e+02 +5.597942447e+02 +5.597942447e+02 +5.3284e-01 +1.3778e+00 -1.5401e+00 -4.1684e+00 -1.8881e+00 -2.8183e-02 -1.3712e+00 +1.3930e+00 -4.9403e+00 +1.7169e+00 -2.2637e+00 +4.2528e+00 -1.9296e+00 -2.0412e+00 +4.4984e+00 +2.1665e+00 -4.7950e+00 -4.7423e+00 +4.7337e+00 -4.2157e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.202865520e+07 +1.202865520e+07 +1.202959304e+07 +1.202959304e+07 +4.4704e+00 -4.2915e-01 +3.8527e+00 +3.1499e+00 +2.7287e+00 +4.6295e+00 +3.9909e-01 -3.3435e+00 +2.8108e+00 -9.5904e-01 +2.4162e+00 +2.5182e+00 -3.9003e+00 -2.3069e+00 +3.0898e+00 -1.5963e+00 +2.2932e+00 +1.8467e+00 -1.6928e-01 +1.1823e-01
3 +2.494882967e+06 +2.494882967e+06 +2.495820807e+06 +2.495820807e+06 -4.3830e+00 -6.9114e-01 +3.6009e+00 +2.6066e+00 -3.0145e-01 +3.4185e+00 +2.4573e+00 +8.3078e-01 +8.2204e-02 +2.3582e+00 -4.0713e-01 -2.3657e+00 -4.3509e+00 -1.6537e+00 -1.9420e+00 -4.8046e+00 -2.8551e+00 -3.3337e-01 -4.1229e+00 +3.6987e+00
8 +3.606076481e+04 +3.606076481e+04 +3.699860481e+04 +3.699860481e+04 +2.8257e-01 +3.9387e-01 +3.9351e+00 +1.9527e+00 +3.1907e+00 -4.9362e+00 -2.2133e+00 +1.9544e+00 +1.7074e+00 +1.0138e+00 +3.9032e+00 -2.6200e+00 +3.0623e+00 +9.4553e-01 +2.6950e-01 +4.8454e+00 +2.0231e+00 +4.1536e+00 +3.3083e+00 +1.9551e+00
55 +2.840375133e+02 +2.840375133e+02 +1.221877513e+03 +1.221877513e+03 -1.4770e+00 +3.9034e+00 +4.0042e+00 +3.3243e+00 -8.2550e-01 -4.3985e+00 -2.3310e+00 -2.2296e+00 -4.6956e+00 -2.2850e+00 +4.9596e+00 +1.9732e+00 -2.1716e+00 -3.3276e-02 -3.6002e+00 +2.7778e+00 -9.9144e-01 +4.8278e-01 -4.7748e+00 -6.8948e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.854343220e+07 +3.854343220e+07 +3.854335348e+07 +3.854335348e+07 -4.7259e+00 +3.0490e+00 +2.2336e+00 +6.5059e-01 +3.8402e+00 -3.2421e+00 +5.0624e-01 -4.8198e-01 +1.1840e+00 +1.6794e+00 +4.1702e+00 +4.4899e+00 -4.4149e+00 +1.5096e+00 -2.5400e+00 +4.5980e+00 +2.4011e+00 +5.8695e-01 +3.7533e+00 -3.9747e+00
3 +1.068666471e+06 +1.068666471e+06 +1.068587751e+06 +1.068587751e+06 -5.2840e-01 +2.8184e+00 -9.0977e-01 -2.9108e+00 -3.9405e+00 +1.5859e+00 +9.9825e-01 -1.4964e+00 -3.4092e+00 +2.4053e+00 -1.3339e-01 +4.8984e+00 -4.9448e+00 -4.8534e+00 +3.2936e+00 +3.1986e+00 +4.0294e+00 -3.6378e+00 +1.7567e-02 -3.5923e+00
5 +1.127561397e+05 +1.127561397e+05 +1.126774197e+05 +1.126774197e+05 -1.1697e+00 +2.6948e+00 -2.9892e+00 +1.3216e+00 +1.5598e+00 -4.7918e-01 -3.5973e+00 -1.4849e+00 -2.2498e+00 -2.2831e+00 +4.2539e+00 -2.4572e+00 -6.1706e-01 +1.9219e-01 -1.9151e+00 -4.1564e+00 -5.5130e-01 +3.0275e+00 +3.8286e+00 -4.1914e+00
9 +1.909093275e+04 +1.909093275e+04 +1.901221275e+04 +1.901221275e+04 +2.1928e+00 +3.6318e+00 -3.2523e+00 +3.1342e+00 +1.4892e+00 +1.8470e+00 +1.8526e+00 +1.3479e+00 -1.2698e+00 -3.8487e+00 +2.0713e+00 -3.3861e-01 +2.2765e+00 +1.3230e+00 -3.7606e+00 -2.0181e-01 -4.4790e+00 +6.0434e-01 -4.8773e+00 -3.9548e+00
150 +1.305606869e+04 +1.305606869e+04 +1.297734869e+04 +1.297734869e+04 +4.1654e+00 -2.7830e+00 +2.0331e+00 -3.9443e+00 -4.1321e-01 -4.9955e+00 +1.5763e+00 +2.5541e+00 -2.2275e-01 -1.6505e+00 -2.4939e+00 -2.1339e-01 +4.4791e+00 -1.6425e+00 +2.8810e-01 -3.3090e+00 -1.2931e+00 -4.2825e+00 +2.1481e+00 +4.1869e+00
% function evaluation | noise-free fitness - Fopt (6.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.011154723e+06 +2.011154723e+06 +2.011224693e+06 +2.011224693e+06 -2.3229e+00 -1.3524e+00 +1.1263e+00 -3.3285e+00 -7.1321e-03 -1.4099e+00 -3.2414e+00 -1.6389e+00 -1.3650e+00 -4.5667e+00 -2.3877e+00 -2.1952e+00 -3.9209e+00 +2.2175e+00 +3.5957e+00 -3.2027e+00 +2.2196e+00 +3.4262e+00 +5.1337e-01 +1.6656e+00
7 +1.116975181e+05 +1.116975181e+05 +1.117674881e+05 +1.117674881e+05 +4.3553e+00 +8.1618e-01 -9.7865e-02 +3.3744e+00 +3.9369e+00 -2.7164e+00 +1.5798e+00 -3.3697e-01 -2.7701e+00 -2.1668e+00 -3.1334e+00 -4.7723e+00 +7.7205e-01 -4.6768e+00 +2.5306e+00 -2.5725e+00 +3.5480e-01 -2.0723e+00 -1.0811e+00 +2.3985e-02
15 +2.736141500e+04 +2.736141500e+04 +2.743138500e+04 +2.743138500e+04 +3.3428e+00 -2.2537e+00 -1.9751e+00 -7.5039e-01 +4.7204e+00 +4.3044e+00 +8.1092e-01 -1.1642e+00 -4.5503e+00 -1.5250e+00 -2.4545e+00 -4.1432e+00 -2.1890e+00 -2.6955e+00 -4.8045e+00 +3.9949e+00 -3.4421e+00 +2.1817e+00 -2.3732e+00 +2.4312e+00
134 +7.957405409e+02 +7.957405409e+02 +8.657105409e+02 +8.657105409e+02 -4.9761e+00 +1.6852e+00 -2.9234e+00 +1.9467e+00 -1.9273e+00 -3.5914e+00 -7.8350e-01 -3.7023e+00 +4.0951e+00 -4.5601e+00 -2.6165e+00 -2.7379e+00 -3.5439e+00 +1.3396e+00 -6.0904e-01 +3.9372e-02 -3.5803e+00 +3.1605e-01 -2.9801e+00 +9.4986e-01
% function evaluation | noise-free fitness - Fopt (9.791400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.390464056e+05 +1.390464056e+05 +1.400255456e+05 +1.400255456e+05 -2.8885e+00 -2.1582e+00 -2.1570e+00 +2.8771e+00 -2.0832e+00 -4.4206e+00 +3.0906e+00 +2.5234e+00 -4.4559e+00 -2.0204e+00 +3.8364e+00 +4.7490e+00 +4.3842e+00 -3.8715e+00 -1.6250e-01 -2.9600e+00 -1.5610e+00 -4.3814e+00 -1.6118e+00 -3.4692e+00
10 +8.844933511e+03 +8.844933511e+03 +9.824073511e+03 +9.824073511e+03 +5.5828e-02 +4.9491e+00 +4.9164e+00 -2.9246e+00 +4.3548e+00 -3.5089e+00 +3.8337e+00 -2.9071e+00 +2.4750e+00 -2.5206e+00 +1.6235e+00 -2.5076e+00 +1.5405e+00 +3.8369e+00 +4.9440e+00 -3.4519e+00 +3.2654e+00 +3.8659e+00 -1.1907e+00 +3.3144e+00
28 +2.702499127e+03 +2.702499127e+03 +3.681639127e+03 +3.681639127e+03 -2.2776e+00 +3.4295e+00 -2.2758e+00 -1.0363e+00 +4.3973e+00 +1.5470e+00 -2.6903e+00 -1.3902e+00 +1.7147e+00 +4.5006e-01 +1.7339e+00 +1.0599e+00 +3.1289e+00 +2.7142e+00 +1.6706e-01 -1.2972e+00 -4.5854e+00 +3.6375e+00 -2.3650e+00 +1.7505e+00
80 +6.735865633e+02 +6.735865633e+02 +1.652726563e+03 +1.652726563e+03 +1.0308e+00 +2.7724e-01 -4.1713e+00 -4.0599e+00 +1.9780e+00 -4.9977e+00 -2.7353e+00 +5.7862e-01 +1.5253e+00 -4.0654e-01 +4.6602e-01 +4.7404e+00 -1.8748e+00 -3.3116e+00 +1.3386e+00 +8.4815e-01 -4.9126e+00 -2.8351e+00 -7.0525e-01 +2.0104e+00
175 +5.793365981e+02 +5.793365981e+02 +1.558476598e+03 +1.558476598e+03 -3.2828e+00 -2.5225e+00 +2.5454e+00 -4.9425e+00 +2.2447e+00 -1.9721e+00 +3.2827e+00 +4.7475e+00 -4.4938e-01 +4.5705e+00 -2.4970e+00 +4.9174e+00 -1.6781e+00 -3.7352e+00 -7.1710e-01 -4.2026e-01 +4.2082e+00 +6.4450e-01 +4.4908e+00 +4.7362e+00
% function evaluation | noise-free fitness - Fopt (-8.900000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.073522718e+06 +1.073522718e+06 +1.073521828e+06 +1.073521828e+06 -1.6104e+00 -1.0613e+00 -2.1420e-01 -2.5490e+00 +3.5559e+00 -4.6914e+00 -2.9624e+00 +5.2034e-01 -7.7512e-01 -1.6754e+00 -3.4830e+00 -2.9683e+00 -3.9778e+00 -1.5015e+00 -4.0975e+00 -4.9856e+00 -4.8149e+00 +1.0349e+00 -1.4051e-01 +3.4826e+00
4 +4.975512150e+04 +4.975512150e+04 +4.975423150e+04 +4.975423150e+04 -3.7574e+00 -1.6255e+00 +2.7662e+00 +3.0194e+00 -1.6143e+00 -2.2192e+00 -5.8011e-01 -4.9798e+00 +6.1858e-02 +1.7590e+00 -5.5371e-01 +3.0946e+00 -4.4285e+00 -3.1135e+00 -1.0743e+00 +3.4034e+00 -1.2262e+00 +2.6484e+00 +4.1328e-02 -3.9297e+00
34 +3.888598477e+04 +3.888598477e+04 +3.888509477e+04 +3.888509477e+04 -3.2669e+00 +4.3411e+00 +4.7058e+00 -4.8651e+00 +9.1335e-01 -2.2180e+00 -3.2254e+00 +8.4284e-01 -1.4980e-01 +1.4133e+00 +1.3720e+00 +3.4069e+00 -4.8928e+00 +3.1890e+00 -2.0633e+00 +2.9719e+00 -4.2003e+00 +1.1931e+00 -2.0858e+00 +2.3761e+00
59 +1.364589656e+04 +1.364589656e+04 +1.364500656e+04 +1.364500656e+04 +2.3948e+00 +1.0015e+00 -3.8823e+00 -4.2183e-01 -2.6406e+00 -3.6793e+00 +1.6701e+00 -2.1680e+00 -4.5796e+00 -9.9791e-01 +4.0735e+00 -3.1409e+00 -3.9864e+00 +3.2898e+00 -8.3902e-02 +2.6922e+00 -2.4844e+00 +3.4846e+00 +4.3428e+00 +1.1038e-01
95 +4.549663493e+03 +4.549663493e+03 +4.548773493e+03 +4.548773493e+03 +4.1494e+00 +4.8892e+00 -5.3243e-01 +1.8687e+00 -1.9103e+00 +3.5661e+00 +3.4816e+00 +2.2558e+00 -3.9038e+00 +9.3081e-01 +1.1715e+00 +2.8929e+00 +1.4673e-01 -4.4292e-01 -8.0152e-01 +1.5778e+00 -2.6739e+00 -3.8891e+00 -2.1694e+00 +2.1020e+00
180 +8.309086029e+02 +8.309086029e+02 +8.300186029e+02 +8.300186029e+02 -3.5189e+00 -2.4449e+00 -3.2663e+00 -1.4787e-01 -2.1262e+00 -2.4684e-01 +1.9250e+00 -7.0436e-01 +4.4936e+00 +1.2312e+00 -1.3495e-02 -3.1252e+00 -1.6784e+00 +4.4289e+00 +2.2324e+00 -2.5008e-01 -4.1952e+00 +8.9405e-01 +1.1352e+00 +3.4860e+00
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.959083986e+06 +3.959083986e+06 +3.959061926e+06 +3.959061926e+06 -7.9762e-01 -2.6324e+00 -4.3094e+00 +5.8976e-02 -3.4374e+00 +1.7278e-01 -4.8884e-01 +1.0124e+00 -2.0141e+00 +7.8060e-01 +3.1644e+00 -3.3250e-01 +2.0678e+00 +3.2823e+00 -4.6436e+00 +4.2433e+00 -2.2652e+00 +5.7442e-01 -9.2537e-01 +7.4648e-02
6 +2.464885105e+06 +2.464885105e+06 +2.464863045e+06 +2.464863045e+06 +1.6049e+00 -2.3793e+00 -2.7571e+00 -7.8993e-01 -4.6892e+00 -2.1248e+00 +3.6455e+00 +4.5427e+00 +1.0466e+00 -4.0499e+00 -2.5776e+00 -3.5341e+00 +2.4496e+00 -3.7126e+00 +3.9760e+00 +2.5469e-01 +4.0355e+00 +3.5232e+00 -7.7703e-01 -3.0790e-01
25 +4.929196118e+05 +4.929196118e+05 +4.928975518e+05 +4.928975518e+05 -2.2041e+00 -3.3771e+00 -1.5210e+00 -1.3723e+00 +1.7827e+00 -1.9595e+00 +3.7049e+00 +1.9891e+00 +1.3666e+00 -2.4570e-01 -3.0959e+00 +2.1422e+00 +3.1135e+00 +1.0221e+00 -1.8898e+00 -9.7916e-01 -3.0355e+00 +4.6626e+00 -2.4330e+00 +2.6012e+00
30 +3.109231705e+05 +3.109231705e+05 +3.109011105e+05 +3.109011105e+05 -1.5251e+00 -3.0456e+00 -3.5387e+00 +5.5471e-02 -2.9193e+00 -2.9754e+00 +2.8219e+00 -3.7978e+00 +4.9893e+00 -4.4683e+00 -1.4407e+00 -3.4252e+00 +3.0242e+00 -4.6078e+00 +4.8870e+00 +3.6006e+00 -4.2623e+00 +8.9031e-01 +3.3832e+00 -4.6216e+00
55 +1.256106066e+04 +1.256106066e+04 +1.253900066e+04 +1.253900066e+04 +1.7930e+00 -4.2146e+00 -2.6559e+00 -3.7897e+00 -1.3734e+00 -4.5863e+00 -3.0191e-01 +3.1230e+00 -1.8729e+00 -4.6660e-01 +8.8588e-02 +1.0593e+00 -4.0948e+00 +8.6103e-01 +3.8156e+00 -2.5579e+00 -1.1622e+00 +3.9849e+00 +2.5602e+00 +1.7946e+00
% function evaluation | noise-free fitness - Fopt (1.632800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.482512047e+04 +9.482512047e+04 +9.498840047e+04 +9.498840047e+04 -1.1114e+00 -4.2040e+00 +6.6493e-01 -3.0491e+00 -9.4048e-01 +1.7725e+00 -4.7526e+00 -1.9599e+00 +4.1712e+00 -5.6370e-01 -2.2722e+00 -3.4112e+00 +4.8768e+00 +3.3496e-02 -4.4966e+00 -4.0885e-01 -2.3851e+00 -3.0207e+00 -4.4162e+00 -1.3272e+00
4 +1.120761271e+03 +1.120761271e+03 +1.284041271e+03 +1.284041271e+03 +3.9383e+00 -2.3923e-01 +2.7208e+00 -4.3595e+00 +1.3338e+00 +2.2838e+00 +1.5030e-01 -2.3392e+00 -1.4274e+00 -3.4657e-01 +2.2949e+00 +4.1014e+00 +9.2189e-01 -2.4832e+00 +3.3141e+00 +3.7106e+00 +2.0966e+00 -2.9663e+00 -1.0621e+00 +4.9774e+00
119 +2.246549531e+02 +2.246549531e+02 +3.879349531e+02 +3.879349531e+02 -4.1275e+00 +1.1830e-01 -3.3782e+00 -2.8785e+00 -4.7848e+00 -1.4509e+00 -4.5580e+00 +1.0841e+00 -1.1448e+00 +4.7068e+00 -4.9058e+00 -4.9551e+00 -5.8297e-01 +7.9384e-01 -5.3185e-01 +2.4517e+00 -3.3928e+00 -3.4872e+00 +1.3281e+00 -2.2219e+00
% function evaluation | noise-free fitness - Fopt (3.349000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.637582153e+07 +1.637582153e+07 +1.637585502e+07 +1.637585502e+07 -2.6673e+00 -1.1579e+00 +1.0132e+00 +4.3154e+00 -4.0106e-01 +1.9698e+00 +2.7962e+00 +3.7696e+00 -6.8760e-01 -3.1166e+00 +6.6095e-01 +5.4000e-01 +1.1368e+00 -7.8090e-01 +1.4880e+00 +1.1702e+00 -3.3450e+00 -2.0860e-01 -3.1731e+00 +3.1981e+00
2 +4.030772957e+06 +4.030772957e+06 +4.030806447e+06 +4.030806447e+06 -1.3555e+00 +2.2719e-01 -2.8057e+00 +3.4180e+00 -1.9032e+00 +3.3245e+00 +9.5328e-01 -3.4223e-01 -9.8215e-01 +4.3255e+00 +3.3593e+00 +9.7041e-01 -2.8819e+00 -7.5120e-01 +3.2102e+00 -8.7135e-01 -3.9629e+00 -2.2951e+00 +8.0227e-01 +3.7066e+00
3 +1.146965597e+04 +1.146965597e+04 +1.150314597e+04 +1.150314597e+04 -1.5095e+00 +4.3381e-01 +1.0164e+00 -1.9816e+00 +1.2501e+00 +2.5875e+00 -3.5260e+00 +4.8014e-01 -3.9119e+00 -8.6386e-01 +2.5501e+00 +4.5385e+00 +4.4843e+00 -2.9578e+00 +4.4647e+00 +1.3240e+00 -2.7045e+00 -4.7852e+00 +2.5068e+00 +4.1105e+00
47 +1.296310937e+03 +1.296310937e+03 +1.329800937e+03 +1.329800937e+03 -1.6538e+00 -1.8316e+00 -1.5014e+00 -4.1466e+00 +3.0727e+00 +3.2019e+00 -4.8297e+00 -6.0563e-01 -4.0001e+00 +6.9470e-01 +3.7472e+00 +2.1764e+00 -1.6880e+00 -6.6596e-01 +1.7128e+00 -3.7251e+00 -3.1620e+00 +4.4450e+00 +2.0932e+00 +9.2683e-01
% function evaluation | noise-free fitness - Fopt (-3.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.241777793e+04 +2.241777793e+04 +2.241407793e+04 +2.241407793e+04 -9.0383e-01 +4.8371e+00 -2.5657e+00 +2.9243e-01 -3.7062e+00 -3.3544e+00 +3.6237e+00 -4.2043e+00 +4.8315e+00 +2.2184e-01 -1.8262e+00 -6.6564e-01 -3.8804e+00 +3.4462e+00 -1.9478e+00 -4.2677e+00 -4.3817e-01 -3.7802e+00 -3.2689e+00 -2.8964e+00
19 +7.474852725e+02 +7.474852725e+02 +7.437852725e+02 +7.437852725e+02 +4.7653e+00 +1.1511e+00 -4.3753e+00 +9.3778e-01 +2.3348e+00 +2.5243e+00 +1.4692e+00 +2.2612e+00 +3.6434e+00 +2.8532e+00 +1.7995e+00 +4.7709e+00 +6.3496e-01 +2.4588e+00 -2.5045e+00 -4.0479e+00 +1.4779e+00 -3.5806e+00 +3.4532e+00 +7.7192e-01
% function evaluation | noise-free fitness - Fopt (-9.967700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.800324188e+07 +2.800324188e+07 +2.800224511e+07 +2.800224511e+07 -2.5142e+00 -8.6847e-01 -4.8352e+00 -3.5938e+00 -4.7542e+00 +1.1485e+00 -3.7163e+00 +1.2567e+00 +2.4832e+00 +1.8998e+00 -2.8016e+00 +4.6661e+00 +2.6517e+00 +1.4171e+00 -1.0181e+00 +4.6123e+00 +2.5100e+00 -9.1082e-01 +1.1553e+00 -4.0859e+00
2 +1.656147200e+07 +1.656147200e+07 +1.656047523e+07 +1.656047523e+07 +2.4604e+00 -1.1150e+00 -3.6827e+00 +3.6716e+00 +2.6376e+00 -1.3865e+00 -3.5870e+00 +3.2497e+00 +2.6438e+00 +1.9476e+00 +8.3851e-02 -1.9776e+00 +2.6888e+00 +6.8065e-01 -3.8275e-01 +3.1438e-01 -7.6841e-01 -3.4317e+00 +2.8547e+00 -2.9091e-01
3 +4.952623599e+06 +4.952623599e+06 +4.951626829e+06 +4.951626829e+06 +9.1237e-03 +2.7376e+00 -4.0840e+00 +3.3896e+00 -1.8318e+00 -1.6464e+00 +2.3894e+00 +1.3195e+00 +2.5755e+00 +4.4734e+00 -4.4438e+00 +4.7066e+00 -4.5888e+00 +1.1236e+00 -2.7099e+00 +2.7828e+00 +1.4643e+00 -2.9861e+00 +2.9257e+00 +3.4002e+00
