% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.904827202e+02 +2.904827202e+02 +2.927127202e+02 +2.927127202e+02 -2.2797e-01 +6.0458e-02 -3.1984e+00 +7.6297e-01 -3.1589e+00 +1.9173e+00 +1.4017e+00 -3.4001e+00 +2.0408e+00 -1.3237e+00 +2.8773e+00 -4.8877e+00 -5.7046e-01 +6.1071e-03 +8.7871e-01 +3.6362e+00 +1.6308e+00 +3.9273e+00 -3.9892e+00 +3.0431e+00
3 +1.725673139e+02 +1.725673139e+02 +1.747973139e+02 +1.747973139e+02 +3.9490e-02 -4.4928e+00 +2.8029e+00 +4.8667e+00 +3.8469e+00 -4.0814e+00 -3.9973e+00 -9.1144e-01 -1.6533e+00 -4.8729e+00 -2.6537e+00 +2.4062e+00 +1.4805e+00 -2.6216e+00 +2.2463e-01 -1.4614e+00 +2.5936e+00 +6.1325e-01 -3.1559e+00 -1.0688e+00
64 +1.524416657e+02 +1.524416657e+02 +1.546716657e+02 +1.546716657e+02 +2.5165e+00 -4.3213e+00 +3.8622e+00 +7.2639e-01 -2.4205e-01 -1.6271e+00 -2.4255e+00 +1.0991e+00 +3.9832e+00 +1.6469e+00 +1.5960e+00 -1.1834e+00 +2.1164e+00 +1.2055e+00 +1.5761e+00 -2.5897e+00 +2.5793e+00 +4.4121e+00 -2.6280e+00 -1.7390e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.185528323e+02 +2.185528323e+02 +2.054728323e+02 +2.054728323e+02 +1.9063e+00 +9.3609e-01 -4.0537e+00 +8.8275e-01 +4.7419e-01 -4.9269e+00 +3.7965e+00 +2.4224e+00 +4.2115e+00 -1.2596e+00 -2.4517e+00 -3.3405e+00 -3.4603e+00 +3.5970e+00 +3.4049e+00 -7.7933e-01 -1.0972e+00 +2.0529e+00 -1.0356e+00 +9.4631e-01
30 +1.308199929e+02 +1.308199929e+02 +1.177399929e+02 +1.177399929e+02 +1.9012e+00 -1.3273e+00 +3.7525e+00 +4.8947e+00 -2.5491e+00 -2.2748e+00 -1.3003e+00 +2.4608e+00 -1.5452e+00 -1.0223e+00 +4.2726e+00 -2.3255e+00 -2.6856e+00 -2.8795e+00 -3.9044e+00 -5.4659e-01 -4.6530e+00 +7.2930e-01 +3.1398e+00 +4.4108e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.927111451e+02 +1.927111451e+02 +4.598711451e+02 +4.598711451e+02 -5.0930e-02 -3.3667e+00 -4.6369e-01 +1.4646e+00 -2.9796e+00 +3.0617e+00 -3.9778e+00 -2.3595e+00 -4.4115e+00 +3.8562e+00 +1.9479e+00 -1.8978e+00 +4.6996e-01 -2.6710e+00 +2.9715e+00 +1.3648e+00 -2.2100e+00 +9.3838e-01 -1.5303e+00 -3.9815e+00
24 +1.567739673e+02 +1.567739673e+02 +4.239339673e+02 +4.239339673e+02 -2.8895e+00 -2.2565e+00 -3.0673e+00 +3.8822e+00 -2.3481e-01 +3.3579e+00 -5.2022e-01 +2.6318e-01 -1.9147e+00 +1.4426e+00 -3.3341e+00 -3.3170e+00 -1.3206e+00 +1.6236e+00 +1.5569e+00 +1.8174e+00 -4.0516e+00 +1.7125e+00 +2.9844e+00 -1.2314e+00
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.533893089e+02 +2.533893089e+02 +2.570993089e+02 +2.570993089e+02 -4.3279e+00 +5.0103e-01 +4.8391e+00 +4.0986e+00 +1.8459e+00 +4.1619e+00 -3.1538e-01 +9.2367e-01 -3.9901e+00 +2.2630e+00 -7.4055e-01 -4.1174e+00 +4.5614e+00 -1.8291e+00 -4.1581e+00 -4.9811e+00 +2.7802e+00 -3.0928e+00 -3.1316e+00 -4.0889e-02
3 +2.456413640e+02 +2.456413640e+02 +2.493513640e+02 +2.493513640e+02 -3.1242e+00 -4.8074e+00 -3.4127e+00 -4.0350e+00 +2.5830e+00 -4.4910e+00 -3.0981e+00 +7.4571e-01 +2.5993e+00 +3.3833e+00 -2.7728e+00 -2.8281e+00 +1.7712e+00 +1.1097e+00 +2.2674e+00 +4.6611e-01 -3.9323e+00 -3.5540e+00 +3.4198e+00 -1.9972e+00
15 +1.458739103e+02 +1.458739103e+02 +1.495839103e+02 +1.495839103e+02 +3.6496e+00 -1.4387e+00 +1.4734e+00 +1.3063e-01 +3.0117e+00 -1.0660e+00 -3.5219e+00 -1.2157e-02 -2.8554e+00 +2.7039e+00 -4.0598e-01 -3.0464e-02 +1.1664e+00 +2.3110e+00 -3.3819e+00 -4.0085e+00 +7.6960e-03 +3.5385e+00 +1.6122e+00 -2.6353e+00
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.261868678e+02 +2.261868678e+02 +3.209668678e+02 +3.209668678e+02 +4.1094e+00 -4.9697e+00 -4.9231e+00 +3.2050e+00 -1.3726e-01 -1.7890e+00 +1.1181e+00 +1.7125e+00 +2.9271e-01 +2.5323e+00 -4.8260e+00 -3.9940e+00 +1.2534e+00 +7.8897e-01 +1.8959e+00 -3.3989e+00 +1.1836e+00 +2.0646e+00 +2.9256e+00 -2.6579e+00
22 +1.471893563e+02 +1.471893563e+02 +2.419693563e+02 +2.419693563e+02 -2.2810e+00 -9.0821e-01 +3.7659e+00 -2.3799e+00 +1.2880e+00 +1.3165e+00 -1.8425e-01 +1.8418e-01 -1.9550e+00 -2.4574e+00 +5.8135e-01 -3.5156e+00 -1.4881e+00 -1.1449e+00 -3.0087e+00 +2.3042e+00 +9.1666e-01 -1.2926e-02 +3.4197e+00 +3.1552e-01
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.122879629e+02 +3.122879629e+02 +5.462079629e+02 +5.462079629e+02 +1.5987e+00 -7.0683e-01 -3.0065e+00 +4.9538e+00 -2.5285e+00 -4.7082e+00 -2.3993e+00 -9.5314e-01 -3.2619e+00 -3.2612e+00 +1.0226e+00 -2.0602e+00 +2.8406e+00 -2.2366e+00 -2.6592e+00 -1.1316e+00 +4.8988e+00 -3.3640e+00 -2.6676e+00 +1.0100e-01
2 +1.487788805e+02 +1.487788805e+02 +3.826988805e+02 +3.826988805e+02 -1.2457e+00 +4.2795e+00 +4.5083e+00 +1.4516e+00 -3.4676e+00 +3.8307e+00 +2.6415e+00 -3.4340e+00 +3.0978e+00 +4.0135e+00 -3.4901e+00 +9.0587e-01 -9.5501e-01 +1.4327e+00 +6.7242e-01 +2.6668e+00 +1.5627e+00 -1.6882e+00 -4.0790e+00 +1.3216e+00
% function evaluation | noise-free fitness - Fopt (-6.092000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.012927573e+02 +3.012927573e+02 +2.403727573e+02 +2.403727573e+02 -6.3507e-01 +1.6511e+00 +1.8261e+00 -3.1649e+00 +2.3716e+00 -1.1343e+00 +3.9567e+00 +4.0652e-01 +4.0140e+00 -4.1123e-01 +1.4475e+00 -4.7376e+00 -1.1930e+00 +4.5183e+00 +3.3010e+00 +4.4623e+00 -4.2980e+00 +3.6254e+00 +1.2793e+00 -1.3917e+00
5 +2.390734193e+02 +2.390734193e+02 +1.781534193e+02 +1.781534193e+02 -1.7655e+00 -4.3648e+00 +1.8281e+00 -2.1989e+00 +7.3838e-01 +3.1260e+00 +2.3934e+00 -1.0098e+00 -3.2872e+00 +4.9584e+00 -3.8286e+00 +4.2087e+00 +7.7773e-01 -4.1841e+00 +3.2768e+00 -2.2320e+00 +1.4215e+00 -7.0124e-01 +8.9450e-01 +3.1293e+00
26 +1.467248054e+02 +1.467248054e+02 +8.580480540e+01 +8.580480540e+01 -9.3588e-01 -1.2858e+00 +1.0471e+00 -2.6185e+00 +2.6809e+00 +1.5463e+00 -2.6709e+00 +3.4026e+00 -1.3857e+00 -4.8293e+00 -4.7861e+00 +4.0605e+00 +1.4308e+00 +9.2156e-02 -6.5114e-02 +3.5236e-01 +2.5233e+00 +4.3804e+00 +3.9192e+00 -3.9699e-01
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.081350489e+02 +4.081350489e+02 +3.886550489e+02 +3.886550489e+02 -2.5287e+00 -3.6822e+00 +3.8104e+00 -4.8793e+00 -8.6976e-01 -3.7442e+00 +3.7643e+00 -2.0477e+00 -1.5662e+00 +4.0867e+00 +4.8567e+00 -1.6099e+00 -9.3649e-01 -4.2625e+00 -2.6434e+00 +1.3323e+00 +2.3214e+00 -2.9531e+00 -3.2628e+00 +4.3502e+00
2 +2.294767448e+02 +2.294767448e+02 +2.099967448e+02 +2.099967448e+02 -1.3718e+00 +3.5836e+00 -4.7156e+00 -3.6678e+00 +2.8167e+00 -3.5190e+00 +1.2974e+00 -3.4261e+00 +4.2242e+00 +1.7661e+00 +1.9172e+00 -1.8095e+00 -2.4600e+00 -1.0262e+00 +2.0787e+00 -3.4040e+00 +6.8824e-01 +4.8217e+00 -4.4467e+00 -3.2013e+00
36 +1.575581359e+02 +1.575581359e+02 +1.380781359e+02 +1.380781359e+02 +1.4964e+00 +2.5721e+00 +3.3252e-01 +1.6451e+00 +4.8231e+00 +3.1510e-01 +1.4595e+00 -3.1588e+00 -2.5467e+00 -1.2682e+00 -5.9896e-01 -1.7905e+00 +1.1357e-01 -1.3169e+00 +4.9060e+00 -5.4629e-01 +2.2272e+00 +1.3385e+00 +4.1742e+00 -4.6469e-01
% function evaluation | noise-free fitness - Fopt (1.344700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.318128601e+02 +3.318128601e+02 +4.662828601e+02 +4.662828601e+02 +1.5128e+00 +1.4089e+00 +3.6998e+00 +4.1967e+00 -4.5970e-01 -4.9491e+00 +2.5476e+00 +2.5120e+00 -2.0635e+00 +1.6113e+00 -1.4036e+00 +4.9018e+00 -1.3081e+00 +3.1758e+00 +1.6650e+00 +4.9629e+00 +3.5291e+00 -7.1748e-02 -1.3125e+00 +1.8574e+00
15 +2.240539954e+02 +2.240539954e+02 +3.585239954e+02 +3.585239954e+02 -7.5914e-01 +2.2257e+00 -2.7253e+00 +3.8528e+00 +1.3875e+00 +1.1322e+00 +3.2338e-01 -3.2299e+00 +2.7830e+00 -7.8547e-01 +4.8126e+00 -2.3866e+00 +4.9488e+00 -3.2741e+00 -4.2850e+00 -2.2528e+00 +5.5582e-03 -4.0643e+00 +3.5041e+00 +4.7410e+00
305306 +1.222571052e+02 +1.222571052e+02 +2.567271052e+02 +2.567271052e+02 -2.1522e+00 +2.1987e+00 -3.9994e+00 -3.4337e-01 +4.0433e-01 -4.4709e+00 -7.8860e-02 +8.0993e-01 -2.0675e+00 -4.3534e+00 +3.6527e+00 +1.5931e+00 -4.8800e-01 +1.2336e+00 -5.3502e-01 -3.4649e-01 -1.6682e+00 -8.7711e-01 -3.0585e+00 -1.2040e+00
% function evaluation | noise-free fitness - Fopt (4.453500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.139841882e+02 +2.139841882e+02 +6.593341882e+02 +6.593341882e+02 +4.0800e+00 +6.8210e-01 +3.6869e+00 -3.4684e+00 -2.4053e+00 +9.8327e-01 +1.1726e+00 -1.2140e+00 +2.8332e-01 -3.5781e+00 +9.1296e-02 +1.9765e+00 -3.3068e+00 -7.1118e-01 -2.5245e+00 -4.1494e+00 -1.0346e+00 -2.3314e+00 +1.7333e+00 +3.0317e+00
55 +1.563030725e+02 +1.563030725e+02 +6.016530725e+02 +6.016530725e+02 +2.2920e+00 +4.8740e+00 -2.2449e+00 +3.2888e+00 +1.5037e+00 +2.8318e+00 +1.3041e+00 -4.7296e+00 -9.1439e-01 -1.8227e+00 -9.0306e-01 +4.0592e+00 +1.4269e+00 -3.4389e+00 +1.8599e-01 +5.8996e-01 -4.3905e+00 -7.3250e-01 +3.8458e+00 +1.2136e+00
94 +9.734801894e+01 +9.734801894e+01 +5.426980189e+02 +5.426980189e+02 -2.9035e+00 +4.0034e+00 -3.1609e+00 +3.1008e+00 +4.6716e+00 +4.1485e+00 +1.8532e+00 +4.4019e+00 -2.2479e+00 -1.1803e+00 +2.0756e+00 +1.6395e+00 +1.4708e+00 -1.6875e+00 +2.8035e+00 -4.0248e+00 -2.0195e+00 +6.3668e-01 +2.5784e+00 +1.0730e-01
