% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.731629271e+02 +2.731629271e+02 +1.211229271e+02 +1.211229271e+02 -2.6227e+00 -2.9556e+00 +1.2224e-01 -4.5029e+00 +3.8487e+00 -2.8183e-01 +1.7874e+00 -4.2423e+00 -3.2332e+00 -3.7736e+00 +3.7053e+00 -4.8602e+00 -3.5301e+00 +6.5674e-01 -2.9615e+00 -2.8830e+00 +1.8860e+00 -1.7412e+00 +3.1093e-01 +1.5182e+00
3 +1.620676424e+02 +1.620676424e+02 +1.002764237e+01 +1.002764237e+01 -6.1468e-01 +4.6200e+00 +4.3844e+00 +3.2038e+00 +2.2804e+00 +6.4228e-02 -1.6316e-01 +1.2850e+00 +7.5528e-01 -1.3003e+00 -1.1677e+00 -4.7315e-01 -1.4420e+00 +1.8077e+00 +1.6728e+00 -1.6228e+00 +4.1227e+00 +4.8235e+00 -2.0777e+00 +2.6337e+00
18 +1.514002602e+02 +1.514002602e+02 -6.397398239e-01 -6.397398239e-01 +2.1356e+00 -7.7735e-01 +1.1239e+00 -1.9168e+00 +8.0020e-02 -1.9681e+00 -8.9627e-01 +2.0520e+00 -3.0351e+00 +1.4794e-02 +1.5248e+00 -3.5934e+00 +2.8935e-01 +3.0911e+00 +1.2407e+00 -1.0623e+00 +4.4088e-01 -6.7673e-01 -2.0636e+00 +3.1946e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.782597598e+02 +3.782597598e+02 +3.530097598e+02 +3.530097598e+02 -3.7603e+00 -1.9445e+00 -4.0464e+00 +2.2816e-01 -1.1401e+00 +3.8094e+00 +4.2885e+00 -8.3844e-01 -7.0674e-01 -2.7932e+00 -4.8967e+00 -4.0771e+00 -3.1742e+00 -4.1223e+00 -4.0099e+00 -4.7181e+00 -7.4643e-01 +3.7217e+00 -4.0081e+00 -4.4705e+00
2 +1.720176571e+02 +1.720176571e+02 +1.467676571e+02 +1.467676571e+02 -1.3073e+00 +1.0670e+00 -1.9782e+00 +2.4819e+00 +3.6519e+00 -3.6019e+00 -3.7832e+00 -2.0657e+00 -4.5485e+00 -1.9976e+00 -2.6575e+00 +7.9325e-01 +2.8837e+00 -7.3844e-01 +2.4671e+00 +1.4605e-01 -4.6363e+00 -2.5688e+00 +1.0364e+00 -1.0783e+00
16 +9.044705358e+01 +9.044705358e+01 +6.519705358e+01 +6.519705358e+01 +1.4339e+00 -1.2929e+00 -1.0426e+00 -3.2585e+00 +2.1550e+00 +4.0745e-01 +1.0903e+00 +1.2416e+00 +4.2340e-01 -9.6295e-01 -1.4555e+00 +1.6795e+00 +1.7665e+00 -1.7490e+00 +1.2762e+00 -1.6664e+00 -2.7555e+00 -3.2170e+00 -8.5838e-01 -1.1720e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.559573153e+02 +2.559573153e+02 +2.581873153e+02 +2.581873153e+02 +1.3498e+00 -1.4764e+00 -2.2551e+00 +4.7271e+00 +3.8279e+00 -1.6840e-01 +1.5583e+00 -1.2535e+00 +9.7117e-01 +4.6100e+00 -5.5604e-02 +4.7439e+00 -1.6424e+00 -2.2744e+00 +4.2537e+00 -1.7872e+00 +2.6491e+00 -4.1731e+00 +6.0978e-01 -4.6151e+00
8 +2.381545083e+02 +2.381545083e+02 +2.403845083e+02 +2.403845083e+02 -3.9535e-01 -2.9123e+00 +4.1172e+00 -3.4684e+00 +2.6659e+00 +1.7028e+00 +9.5830e-02 +2.6164e+00 +4.9538e+00 +1.9546e+00 +2.6500e+00 -4.1516e+00 -4.4869e+00 -3.1741e+00 -5.1492e-01 +4.1262e-01 +4.5931e+00 -1.1633e+00 +2.0773e+00 -1.7350e+00
42 +1.567695578e+02 +1.567695578e+02 +1.589995578e+02 +1.589995578e+02 +3.0894e-01 -1.9133e+00 -1.2791e+00 -4.1444e+00 +3.8974e+00 +1.3775e+00 -1.5993e+00 -3.6843e+00 -1.0864e+00 -4.3332e+00 +4.1299e+00 -3.9670e+00 +2.8057e+00 -6.5729e-01 +3.1837e+00 -3.8485e+00 +2.4076e+00 -1.5011e+00 +1.8505e+00 +3.6967e-01
48 +9.753643218e+01 +9.753643218e+01 +9.976643218e+01 +9.976643218e+01 +1.7282e+00 -1.2346e+00 -1.9382e+00 +1.0492e+00 -9.0253e-01 -1.9682e+00 -3.3231e+00 -4.0075e-01 -2.6936e+00 +3.7778e-01 -2.7278e+00 +9.9984e-01 -1.4335e+00 -2.8886e+00 +9.3618e-01 -3.1078e-01 +2.7805e+00 -1.9205e-01 +3.2747e+00 +2.4643e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.825607414e+02 +2.825607414e+02 +2.694807414e+02 +2.694807414e+02 +2.3468e+00 +4.9508e-01 -1.3331e+00 +2.9383e+00 -9.4659e-01 -3.6008e+00 +1.3914e+00 +4.3676e+00 -3.5276e+00 -1.6235e+00 -4.4263e+00 -4.9133e+00 -1.3607e+00 +7.4227e-01 -4.1998e+00 +9.3361e-01 +4.6860e+00 +2.7438e+00 +1.5652e+00 -4.8477e+00
4 +1.709971648e+02 +1.709971648e+02 +1.579171648e+02 +1.579171648e+02 -2.6368e+00 +5.1820e-01 -1.6086e+00 -6.9065e-02 -6.3195e-01 +1.7545e+00 +4.0950e-01 -3.1843e-01 +3.7368e+00 -3.0857e+00 +2.2391e+00 +7.8657e-01 +2.4352e+00 +7.6346e-01 -3.0498e+00 -1.7776e+00 +4.8806e+00 -2.8531e+00 +4.9645e+00 +1.3622e+00
18 +1.363271244e+02 +1.363271244e+02 +1.232471244e+02 +1.232471244e+02 -1.0087e+00 -3.8871e+00 +1.2607e+00 +1.8998e+00 -1.5374e+00 +6.0674e-01 +3.5831e+00 -9.5190e-01 -2.9490e+00 -4.7666e+00 -2.4983e+00 +3.1145e+00 -5.6050e-01 +1.1889e+00 +2.5152e+00 +2.9468e-01 -2.7523e+00 +4.6790e+00 -1.5607e+00 +1.0800e+00
177 +9.770648191e+01 +9.770648191e+01 +8.462648191e+01 +8.462648191e+01 +2.9235e-01 -1.7309e+00 +4.3782e+00 +2.9669e+00 -4.4970e+00 +7.2702e-01 +8.6153e-02 +2.1005e+00 -3.2507e+00 -4.9474e-01 +3.5041e+00 -1.7994e+00 +1.2661e+00 +3.2392e+00 +3.8050e+00 -2.3150e+00 +2.9465e+00 +5.1953e-01 +4.6075e+00 +1.2879e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.140714904e+02 +2.140714904e+02 +4.812314904e+02 +4.812314904e+02 +2.7398e+00 -9.1435e-01 -2.6694e+00 +2.8535e-01 -9.2158e-01 -4.1886e+00 -3.1998e+00 +2.0048e+00 -2.5720e+00 +1.1206e+00 -1.9096e+00 +4.6774e+00 +7.6935e-01 -3.9974e+00 +2.3194e+00 +2.3458e+00 -2.0637e+00 -1.6167e+00 -4.8804e+00 +9.1933e-01
87 +1.236484444e+02 +1.236484444e+02 +3.908084444e+02 +3.908084444e+02 -4.3538e+00 -9.5407e-01 -2.7030e+00 -3.3158e+00 +2.1438e+00 -4.5459e-01 +4.9784e+00 +1.2593e+00 -1.5656e-01 +4.8084e+00 -1.8911e+00 +4.5708e+00 +1.2031e+00 -3.6513e+00 +5.4573e-01 +1.1540e+00 -3.9944e+00 +3.3362e+00 -1.2145e+00 +1.4834e+00
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.916217907e+02 +1.916217907e+02 +1.953317907e+02 +1.953317907e+02 -8.0750e-01 +2.9012e+00 -2.2645e+00 -4.8109e+00 -2.0999e+00 +2.9135e+00 -3.6410e-01 +2.8271e+00 -3.0903e+00 +2.0076e+00 +1.9090e+00 -6.6693e-01 -2.9614e+00 -4.6650e+00 -3.2670e+00 -1.1766e-03 -4.4519e+00 -1.2342e+00 -4.9978e+00 -5.1762e-01
7 +1.289752512e+02 +1.289752512e+02 +1.326852512e+02 +1.326852512e+02 +3.8655e+00 -2.6741e+00 -2.8013e+00 -1.5061e+00 +3.9993e-01 +2.8570e+00 +1.7299e+00 +1.0308e+00 -1.0211e+00 +3.4063e+00 +2.7100e+00 -2.4212e+00 +4.7303e-01 +1.4074e+00 +4.2526e+00 -2.8968e+00 -8.7696e-01 +9.0352e-01 -4.6413e+00 -3.2189e+00
187 +9.009526853e+01 +9.009526853e+01 +9.380526853e+01 +9.380526853e+01 +4.0081e+00 +2.3149e-01 +1.2938e+00 -1.6646e+00 +2.1835e-02 +1.9204e+00 -2.0221e+00 +1.2721e+00 +1.6061e+00 -1.8431e+00 +3.3077e+00 -2.3040e+00 -3.8124e+00 +1.0113e+00 -1.6955e+00 +1.0375e+00 -1.8993e+00 -1.7640e+00 -6.0810e-01 +2.0754e+00
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.115751507e+02 +2.115751507e+02 +3.063551507e+02 +3.063551507e+02 +2.0338e+00 -3.1731e+00 -8.1642e-01 -3.1231e+00 +2.7239e+00 -4.8898e+00 -2.1396e+00 +2.1301e+00 +2.6900e+00 +6.5733e-02 +3.3272e+00 -4.7810e+00 +9.2689e-01 +3.8763e+00 +1.4081e+00 +1.8437e+00 +2.7594e+00 +4.4941e+00 -2.1133e+00 -4.9403e+00
15 +1.236006367e+02 +1.236006367e+02 +2.183806367e+02 +2.183806367e+02 -2.8082e+00 -1.3592e+00 +4.7854e+00 +3.7032e-01 +5.4545e-01 +4.2084e+00 +3.6477e+00 -2.4144e+00 +7.4518e-01 +3.8065e+00 -2.4926e+00 -2.8566e+00 +1.2607e+00 -3.8312e+00 -4.4351e-01 -1.5857e+00 +1.0543e-02 +3.7218e+00 +3.9384e+00 -4.1386e+00
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.832823689e+02 +2.832823689e+02 +5.172023689e+02 +5.172023689e+02 +1.1761e+00 +2.8986e+00 +2.2482e+00 +3.3128e+00 -8.7624e-01 +4.9984e+00 -4.1883e+00 -3.4821e-01 +2.1526e-01 -4.2642e+00 -4.9520e+00 +7.7986e-01 -2.9144e+00 +3.4401e+00 -2.0009e+00 -2.0440e+00 -3.6647e+00 +7.7786e-01 -4.8202e+00 -3.9771e+00
2 +2.322797341e+02 +2.322797341e+02 +4.661997341e+02 +4.661997341e+02 +2.9117e-01 -1.7886e+00 -1.5160e-01 +1.3291e+00 -5.0101e-01 +4.7070e+00 +4.5403e+00 -2.5519e+00 -4.8183e+00 +4.8769e+00 -1.8103e+00 -1.6308e+00 +1.4292e+00 +1.7947e+00 +2.1885e+00 -4.0491e+00 -7.2110e-01 -4.7877e+00 -3.6582e+00 -4.5119e+00
28 +1.434611162e+02 +1.434611162e+02 +3.773811162e+02 +3.773811162e+02 +1.4911e+00 +2.6206e+00 -1.1023e+00 +2.9674e+00 +4.7040e+00 +4.7172e+00 +2.6519e+00 +1.8361e+00 -6.9516e-01 +4.3767e+00 -1.4972e+00 +1.2325e+00 -1.9118e+00 +2.4215e+00 -1.1994e+00 +2.4323e+00 +4.2440e+00 +1.7476e-01 -8.5694e-01 +3.5561e+00
% function evaluation | noise-free fitness - Fopt (-6.092000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.293534963e+02 +3.293534963e+02 +2.684334963e+02 +2.684334963e+02 -1.9499e-01 -1.7100e+00 -2.8385e+00 +1.4978e+00 +6.0373e-01 +3.9344e-01 +4.6634e-01 +2.7999e+00 -1.5715e+00 +4.9152e+00 +3.2107e+00 +7.6168e-01 +4.5835e+00 +1.9351e+00 -3.3008e-01 +1.1315e+00 +3.0311e+00 +3.6712e+00 -2.7015e+00 +2.3718e+00
4 +1.765233592e+02 +1.765233592e+02 +1.156033592e+02 +1.156033592e+02 -2.9028e+00 -2.4520e-01 +1.8909e+00 -1.3409e+00 -8.6657e-01 +4.8437e+00 +3.3884e+00 -3.7001e-01 -1.9988e+00 -2.9364e+00 -4.8018e+00 +4.9752e+00 +4.7502e-02 +3.8114e+00 +3.3082e+00 +1.8676e+00 +6.5191e-01 +1.9749e-01 -1.9342e-01 +4.0247e+00
9 +1.328591283e+02 +1.328591283e+02 +7.193912827e+01 +7.193912827e+01 +2.4350e+00 -1.7327e-01 +1.5015e+00 +2.9214e+00 +1.2467e+00 +8.3345e-01 -1.6398e+00 -4.8499e+00 +2.2973e+00 -2.3293e+00 +1.7112e+00 +1.2487e+00 -3.7847e+00 +1.1830e+00 +1.4024e+00 -2.8469e+00 +1.8724e+00 +1.6592e+00 +4.1454e+00 -3.6689e+00
154 +9.255251339e+01 +9.255251339e+01 +3.163251339e+01 +3.163251339e+01 +1.0925e+00 +1.4956e+00 -1.1555e-01 -5.3708e-02 -3.0110e+00 -2.5127e-01 -4.2597e-01 +3.3472e+00 +2.0685e-01 +6.2500e-01 +6.6160e-01 +1.7694e+00 -1.6356e+00 -3.4831e-01 +3.0551e+00 -2.7338e+00 +2.9885e+00 +4.9910e+00 +2.9652e+00 +1.4722e+00
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.606924432e+02 +4.606924432e+02 +4.412124432e+02 +4.412124432e+02 -1.5280e+00 -2.5801e+00 -3.5290e+00 -1.3708e+00 -3.7824e+00 +4.5134e+00 +4.7995e+00 -1.4825e+00 +3.7596e+00 +3.0493e+00 -2.8279e+00 +3.5287e+00 -3.2063e+00 -2.7728e+00 -2.2184e+00 -1.7743e+00 +3.3972e+00 -4.8142e+00 +4.8979e+00 -2.7096e+00
2 +2.127468905e+02 +2.127468905e+02 +1.932668905e+02 +1.932668905e+02 -1.5001e+00 +7.8799e-01 -2.6811e+00 +3.3634e-01 +7.0585e-01 -1.3871e+00 +2.3578e+00 -6.4302e-01 +2.6859e+00 -3.8975e-01 +3.5811e-01 +4.3552e+00 +2.6011e+00 +4.7485e+00 -2.0044e+00 -1.5947e+00 +9.2438e-02 -4.6790e+00 +1.9740e+00 +9.7475e-01
5 +1.451677743e+02 +1.451677743e+02 +1.256877743e+02 +1.256877743e+02 -5.3974e-01 +2.1506e+00 -1.0029e-01 -1.7018e+00 +1.2928e+00 +1.2212e+00 +4.8295e+00 -1.2378e+00 +2.1839e+00 +3.5476e+00 -1.7843e+00 -3.1915e+00 +4.6867e+00 +1.3740e+00 -3.4329e+00 +3.5885e-01 -3.9571e+00 +1.9477e+00 -2.4900e+00 -3.3189e+00
197 +8.656171618e+01 +8.656171618e+01 +6.708171618e+01 +6.708171618e+01 -1.3659e+00 +3.7457e+00 +2.6627e+00 +4.3382e+00 +3.1793e+00 -4.0894e-03 -1.7368e+00 -3.5982e+00 -1.8255e+00 +2.4430e+00 -4.8962e+00 +8.0436e-01 +3.5137e-01 +3.7253e+00 +6.8137e-01 -1.9475e+00 -2.0413e+00 +1.7103e+00 -2.5172e+00 -1.9740e+00
% function evaluation | noise-free fitness - Fopt (1.344700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.435400450e+02 +2.435400450e+02 +3.780100450e+02 +3.780100450e+02 -1.2145e+00 +3.6420e+00 +8.0419e-01 -4.6579e+00 -3.6838e+00 -5.1946e-01 -3.4165e+00 -3.2159e-01 -4.2287e+00 +3.0124e+00 -2.6162e+00 -1.6938e+00 -4.3575e+00 +1.9054e+00 +3.1090e+00 +5.1920e-01 -4.8473e-01 -1.2585e+00 -6.6360e-01 -4.1607e+00
18 +1.424803104e+02 +1.424803104e+02 +2.769503104e+02 +2.769503104e+02 -4.6121e+00 +3.2311e+00 -4.1678e+00 +3.1532e-01 +1.0613e+00 +1.4802e+00 +1.8965e+00 -4.4165e+00 -2.4994e+00 +2.4168e+00 +1.9839e+00 +2.3693e+00 -1.8290e-01 -3.7872e+00 -8.1517e-01 +1.7323e-01 +2.5852e+00 -2.1741e+00 +8.7587e-01 -1.6131e+00
% function evaluation | noise-free fitness - Fopt (4.453500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.358051354e+02 +2.358051354e+02 +6.811551354e+02 +6.811551354e+02 +1.5159e+00 +1.7299e+00 -2.0630e-01 -4.0022e+00 +5.8760e-01 -3.5110e+00 +3.6374e+00 +4.7682e-02 +2.8412e+00 -3.4290e+00 +1.3765e-02 +2.3193e+00 +2.9318e+00 -7.2515e-01 +1.3053e+00 -3.7489e+00 -1.1497e-01 +1.3980e+00 -2.6769e+00 +2.0732e+00
49 +1.443750292e+02 +1.443750292e+02 +5.897250292e+02 +5.897250292e+02 -2.6258e+00 +1.1916e+00 +3.7558e+00 -1.5571e+00 +1.6624e+00 +2.4751e+00 -4.7359e+00 +9.8518e-01 +1.3783e+00 +3.1046e+00 -1.0739e+00 +2.7392e-01 +3.7988e+00 -9.8161e-01 +4.8293e+00 +1.0184e+00 +3.1776e+00 +3.6909e-01 +2.6266e+00 +4.2304e+00
