% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.490628663e+02 +2.490628663e+02 +2.116128663e+02 +2.116128663e+02 +9.3211e-01 +3.1034e+00 -9.6567e-01 +2.1799e+00 +2.2052e+00 +3.1800e-01 +4.9387e+00 +1.6800e+00 +3.9758e+00 +4.4927e+00 +5.1858e-01 -3.3223e+00 -2.4030e+00 -1.1902e+00 +4.7759e+00 +2.2951e+00 -1.2120e+00 -2.6131e+00 +4.8064e+00 -4.7124e+00
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.446067501e+02 +5.446067501e+02 +9.955675010e+01 +9.955675010e+01 -3.6371e+00 +4.6399e+00 -3.3407e+00 -8.9372e-01 +8.2705e-01 +2.0390e+00 +1.4824e+00 +4.3271e+00 +2.7881e+00 -4.7281e+00 +1.2536e+00 -1.8409e+00 +2.0826e+00 -6.2469e-02 -4.0907e+00 +8.2756e-01 +2.6617e+00 +1.5250e+00 -1.6335e+00 -3.7405e+00
2 +3.790000470e+02 +3.790000470e+02 -6.604995297e+01 -6.604995297e+01 -1.2892e+00 -1.4487e+00 -1.7834e+00 +4.2684e+00 -1.3194e+00 -2.7177e+00 +4.7880e+00 -1.0981e+00 -4.7251e+00 -1.9824e+00 +2.9832e+00 -3.9195e+00 +4.9083e+00 +1.3486e+00 -1.2295e+00 +2.6891e+00 -1.7933e+00 -3.8789e+00 -1.5398e+00 +2.9139e-01
70 +2.437535167e+02 +2.437535167e+02 -2.012964833e+02 -2.012964833e+02 +2.4954e+00 -8.6774e-01 +1.5176e+00 +4.8299e+00 -3.8847e+00 +3.8781e+00 +3.5641e+00 +8.0013e-01 -5.6390e-01 +7.3628e-01 +2.6961e+00 -2.2478e+00 -2.1071e+00 +2.2179e+00 +2.0713e+00 +4.9175e+00 -1.2251e+00 -1.0607e+00 +4.9358e+00 +4.7954e+00
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.308939958e+02 +3.308939958e+02 +1.282213996e+03 +1.282213996e+03 -4.8752e-01 -4.2372e+00 -3.8270e+00 -3.9717e+00 +3.4625e+00 +8.6855e-01 -4.3919e+00 -3.4178e+00 -4.7290e+00 -1.0357e+00 -4.3189e+00 +3.0279e+00 +1.9274e+00 -2.0076e+00 -4.5363e+00 +1.9387e+00 +2.3146e+00 -2.3048e+00 -1.2199e-01 -7.3726e-01
126 +2.475385971e+02 +2.475385971e+02 +1.198858597e+03 +1.198858597e+03 -1.7594e+00 +1.2871e-01 +3.7307e+00 -1.9499e+00 +2.2582e+00 -1.5394e+00 -4.1278e-01 -3.1494e+00 +2.8819e+00 -3.1762e+00 -2.8107e+00 +4.8154e+00 -1.5002e+00 -3.6703e+00 -2.3349e+00 +2.7694e+00 +2.3657e+00 -3.7426e+00 +4.8631e+00 -4.4143e+00
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.487512959e+02 +4.487512959e+02 +2.784212959e+02 +2.784212959e+02 -1.5790e+00 -2.9680e+00 -2.6523e+00 -2.5476e-01 -8.1328e-01 -4.0843e+00 +6.6796e-01 -3.8072e+00 -7.4068e-01 +1.3707e+00 +1.8083e-01 -1.6713e+00 -2.4010e+00 +3.7702e+00 -4.7080e+00 +7.1892e-01 +7.5090e-01 -3.0004e+00 +4.2199e+00 -8.2745e-01
2 +2.864825361e+02 +2.864825361e+02 +1.161525361e+02 +1.161525361e+02 -3.6158e+00 -1.8993e+00 +3.2022e+00 -1.3374e+00 +1.1794e+00 -1.0465e+00 +7.6649e-01 -1.3069e+00 +4.5728e+00 -3.5203e+00 -3.6919e+00 -2.4890e+00 -2.2676e+00 -1.2184e+00 +1.4586e+00 +3.8556e+00 +3.9087e+00 +1.8487e+00 -4.1084e+00 +7.9478e-01
54 +2.325986615e+02 +2.325986615e+02 +6.226866154e+01 +6.226866154e+01 +3.0046e-01 +4.8019e+00 +2.7159e+00 +2.5079e+00 +1.1283e+00 +3.1133e+00 -2.7242e+00 +2.2204e+00 +1.6619e+00 -1.2673e+00 +2.4155e+00 -1.5919e+00 +4.3786e+00 +4.4118e-01 +3.8681e+00 +3.9575e+00 +3.6820e+00 +4.2298e+00 -4.4434e+00 -3.6073e+00
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.206516366e+02 +5.206516366e+02 +5.620116366e+02 +5.620116366e+02 -2.5885e+00 -3.7638e+00 -4.5714e-01 -4.8235e+00 +1.3411e+00 -4.9691e+00 -3.9502e+00 -1.8067e+00 +4.0848e+00 +3.6471e+00 -4.6308e-02 +2.5750e+00 +2.8587e+00 -3.1594e+00 +4.9657e+00 +3.4562e+00 -1.7017e+00 -4.9551e+00 -3.1936e+00 +3.8375e+00
2 +3.317006611e+02 +3.317006611e+02 +3.730606611e+02 +3.730606611e+02 +4.8117e+00 -3.5429e+00 +1.5273e+00 -3.1192e+00 +3.8845e+00 +4.4389e+00 -4.1242e+00 -2.5614e+00 -2.8414e+00 -4.1128e+00 -3.0221e+00 +4.5268e-01 +2.7505e+00 -9.6283e-01 +7.7905e-01 -2.9240e+00 +4.3720e+00 +4.4504e+00 -3.4966e-01 +3.8785e-01
% function evaluation | noise-free fitness - Fopt (2.583700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.954002321e+02 +4.954002321e+02 +7.537702321e+02 +7.537702321e+02 -4.1851e+00 +3.0421e+00 +1.0069e+00 -2.7653e+00 +4.9879e+00 -3.1333e+00 +4.0936e+00 -9.2468e-01 +1.0526e+00 +4.9316e+00 -1.5162e+00 +2.0472e+00 +3.4825e+00 -2.8507e+00 -3.3230e+00 +1.9458e+00 +8.3351e-01 -2.3578e+00 +1.5964e+00 +4.6820e+00
2 +3.199144704e+02 +3.199144704e+02 +5.782844704e+02 +5.782844704e+02 +1.9010e+00 -4.2112e+00 +1.5568e+00 -3.8886e+00 -1.5935e+00 -4.2935e+00 +6.4902e-02 +1.9393e+00 +4.0223e+00 +4.0870e+00 -2.7048e-02 +4.5876e+00 +1.8860e+00 -2.8079e+00 -1.8597e+00 -4.5484e+00 +3.5886e+00 -3.9426e+00 -4.6393e+00 -2.0510e+00
180 +2.495496708e+02 +2.495496708e+02 +5.079196708e+02 +5.079196708e+02 +6.1331e-01 -1.8656e+00 +4.7649e+00 +1.6633e+00 +1.5716e-01 -3.4026e+00 -2.6337e+00 +1.3368e+00 +1.3287e+00 -2.1403e+00 -1.7810e+00 +1.0979e+00 +1.0452e+00 +5.5933e-01 -3.8949e+00 -8.5006e-01 +4.8909e+00 +3.6975e+00 -4.5593e+00 -2.6469e+00
% function evaluation | noise-free fitness - Fopt (-7.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.347190959e+02 +4.347190959e+02 +4.271990959e+02 +4.271990959e+02 -8.6452e-01 -2.2546e+00 -1.1508e+00 -2.6387e-01 +1.7743e+00 -2.5272e+00 -3.2630e+00 +2.4743e+00 -3.9902e+00 +4.0000e+00 -4.2347e+00 +2.2093e+00 +1.8011e+00 +2.7360e+00 -3.6981e+00 +1.1989e+00 -3.8901e+00 +8.1828e-01 -1.7304e+00 -1.0692e+00
5 +3.451911705e+02 +3.451911705e+02 +3.376711705e+02 +3.376711705e+02 +4.6873e+00 -8.1436e-01 -2.4574e+00 +8.3627e-01 +3.3407e-01 -9.4755e-01 -2.0053e+00 -4.8030e-01 +4.7958e+00 -1.8946e+00 +8.4838e-01 -1.8495e-01 +2.4030e+00 +3.6818e+00 -5.7796e-01 +2.6277e+00 +9.2978e-01 -4.3143e+00 +1.9526e+00 -4.1584e+00
18 +2.450981306e+02 +2.450981306e+02 +2.375781306e+02 +2.375781306e+02 +2.7274e+00 -2.4340e-03 -1.7005e+00 +3.2694e+00 +3.7846e+00 -3.3838e-01 -3.3981e+00 -4.9404e+00 +3.7901e+00 -1.7173e+00 +4.4417e+00 -1.4827e+00 +1.5625e+00 -4.6668e+00 -2.9397e+00 +2.9807e+00 +4.8929e+00 +6.5449e-01 -3.9941e+00 -4.5783e+00
% function evaluation | noise-free fitness - Fopt (2.477800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.041403423e+02 +4.041403423e+02 +6.519203423e+02 +6.519203423e+02 -3.3691e+00 -6.7080e-01 +1.2412e+00 +3.8094e+00 +3.0588e+00 -3.2995e+00 -3.2581e+00 -4.0108e+00 +4.4794e+00 +4.0869e+00 -3.9891e+00 +5.9787e-01 -1.8365e+00 +4.2756e+00 +4.8746e+00 +8.3409e-01 +4.4756e+00 +3.8140e-01 +6.7005e-02 +2.8684e+00
2 +3.562927183e+02 +3.562927183e+02 +6.040727183e+02 +6.040727183e+02 -3.6430e+00 +1.2932e+00 +4.5647e+00 +7.8709e-01 +1.4372e+00 -2.0432e-01 +2.7072e+00 -2.6832e+00 -1.9013e+00 +4.8508e+00 -4.0020e+00 +2.3897e+00 +1.4003e+00 +3.4302e-01 -6.8146e-01 -2.9375e+00 -1.1179e+00 -4.2272e+00 +4.5332e+00 +2.7294e+00
152 +2.450873770e+02 +2.450873770e+02 +4.928673770e+02 +4.928673770e+02 -1.5049e+00 -3.6359e+00 -2.6593e+00 +2.3303e+00 -1.6749e+00 -4.5458e+00 +1.8887e+00 +4.1772e+00 -3.6561e+00 +2.7281e+00 +6.4953e-01 +3.3471e+00 -1.8921e+00 +1.9930e+00 -4.0165e+00 -4.1088e+00 +4.8063e+00 +4.1707e+00 +2.6443e+00 +4.5666e+00
% function evaluation | noise-free fitness - Fopt (-1.722000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.817604796e+02 +3.817604796e+02 +3.645404796e+02 +3.645404796e+02 +1.0738e+00 +1.7263e-01 -4.2447e+00 +4.2552e+00 +4.4914e+00 -1.2037e+00 -3.1196e+00 -1.8398e+00 -3.5705e+00 +6.9082e-01 -3.7908e+00 +2.8036e+00 -4.0388e+00 +6.3410e-02 +2.0006e+00 +3.8602e+00 +1.8563e+00 -4.5972e+00 -1.8594e+00 +1.3477e+00
124 +2.417801777e+02 +2.417801777e+02 +2.245601777e+02 +2.245601777e+02 -4.6913e+00 +1.0973e+00 +1.3769e+00 -1.7083e+00 +4.3443e+00 -7.9028e-01 +2.7914e+00 +3.0770e+00 +1.2252e+00 +5.3329e-01 +4.1270e+00 -4.2069e+00 +1.5463e+00 +1.6748e+00 +3.9372e+00 -2.0680e-01 +1.3259e+00 -4.4986e+00 -4.9851e+00 +4.0593e+00
% function evaluation | noise-free fitness - Fopt (-6.010200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.979748916e+02 +2.979748916e+02 -3.030451084e+02 -3.030451084e+02 -1.4385e+00 -1.3234e+00 -1.7005e+00 -2.1949e+00 +2.3970e+00 -2.0852e+00 +3.9378e+00 -2.1748e+00 -7.5753e-01 +2.1802e+00 +1.1276e+00 +2.8041e+00 +3.5676e+00 +4.3313e+00 +1.7976e+00 -8.1111e-01 -3.4163e+00 +3.7483e+00 +4.7200e-01 +8.4359e-01
146 +2.458353729e+02 +2.458353729e+02 -3.551846271e+02 -3.551846271e+02 +3.3043e+00 -6.0355e-01 -4.1242e+00 -2.4610e+00 +2.0317e+00 -3.6349e+00 +4.3468e+00 +3.1293e+00 -2.4257e+00 -6.0854e-01 -2.9785e+00 +2.1816e+00 +3.6418e+00 +4.7909e+00 +1.2007e+00 -2.8370e+00 -2.4638e+00 +1.2474e+00 +4.1322e+00 +3.8294e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.141736947e+02 +4.141736947e+02 -5.858263053e+02 -5.858263053e+02 -1.9375e+00 -9.9279e-01 +3.4021e+00 +2.9040e+00 +3.7724e+00 -3.8397e+00 -3.4639e+00 -3.1840e+00 -1.5139e-02 -4.5889e+00 +6.6438e-01 -2.7891e+00 +3.2446e+00 +2.8758e-01 +9.6200e-01 +1.1963e+00 -2.6630e+00 -1.3278e+00 -3.0867e+00 +1.0078e+00
3 +3.908630953e+02 +3.908630953e+02 -6.091369047e+02 -6.091369047e+02 -2.0558e+00 -1.4716e+00 -1.9150e+00 +9.2167e-01 -3.1124e+00 -2.1539e+00 -5.6542e-01 +4.0218e+00 +4.5811e+00 -1.6836e-01 -2.8758e+00 -2.2759e+00 -3.4796e+00 +2.9424e+00 -3.0210e+00 -1.6049e+00 +3.8008e+00 -3.7699e+00 +3.1421e+00 +4.2582e+00
100 +2.383273740e+02 +2.383273740e+02 -7.616726260e+02 -7.616726260e+02 +2.8847e+00 +2.8944e+00 +3.8043e+00 +4.4160e+00 +8.3727e-01 +3.3628e+00 +2.2286e+00 +5.1288e-01 +2.0250e-01 -2.5989e+00 -1.6615e+00 +2.0053e+00 +4.5891e+00 -5.5610e-01 -2.9620e+00 +2.5485e+00 +3.7167e+00 -4.6431e+00 +2.8975e+00 -3.2276e+00
